Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,646.45116,647.45844,9.286,0.068,4,40482426.06,100,F3
FALSE,[M+H]+1,1,810.65929,811.66656,10.676,0.104,4,40042665.49,100,F1
FALSE,[M-H]-1,-1,841.58174,840.57446,8.807,0.094,4,40019395.21,100,F5
FALSE,[M+H]+1,1,880.74675,881.75403,18.026,0.118,3,39704672.65,100,F9
FALSE,[M+H]+1,1,895.76103,896.76831,15.918,0.187,2,39529334.58,100,F7
FALSE,[M+H]+1,1,735.53374,736.54102,9.6,0.165,3,39423439.88,100,F3
FALSE,[M+H]+1,1,814.69213,815.6994,12.7,0.11,7,39376904.16,100,F7
FALSE,[M+H]+1,1,869.74626,870.75354,15.953,0.167,2,39335064.5,100,F7
FALSE,[M+H]+1,1,814.69188,815.69916,12.79,0.105,7,39226527.5,100,F8
FALSE,[M+H]+1,1,679.47069,680.47797,9.542,0.111,4,39067895.52,100,F3
FALSE,[M+H]+1,1,814.69158,815.69885,12.8,0.099,5,38988692.34,100,F9
FALSE,[M-H]-1,-1,841.5815,840.57422,8.802,0.092,3,38933091.3,100,F1
FALSE,[M+H]+1,1,869.7459,870.75317,16.006,0.168,2,38689208.43,100,F9
FALSE,[M-H]-1,-1,841.5818,840.57452,8.774,0.097,3,38660127.33,100,F4
FALSE,[M+H]+1,1,869.74626,870.75354,15.999,0.164,2,38402173.89,100,F8
FALSE,[M+H]+1,1,875.79198,876.79926,17.94,0.124,4,38291282.94,100,F3
FALSE,[M+H]+1,1,720.49791,721.50519,9.936,0.124,3,38264230.77,100,F8
FALSE,[M+H]+1,1,895.76067,896.76794,15.973,0.173,2,37455480.06,100,F9
FALSE,[M-H]-1,-1,841.58119,840.57391,8.822,0.097,3,36849782.34,100,F6
FALSE,[M+H]+1,1,831.23235,832.23962,12.243,0.09,9,36782856.95,100,F1
FALSE,[M+H]+1,1,880.74687,881.75415,18.093,0.211,2,36007016.11,100,F1
FALSE,[M+H]+1,1,823.76152,824.7688,18.098,0.089,5,35731474.21,100,F1
FALSE,[M+H]+1,1,848.76476,849.77203,17.405,0.096,5,35667614.08,100,F1
FALSE,[M+H]+1,1,872.25865,873.26593,12.245,0.102,9,35348653.18,100,F1
FALSE,[M+H]+1,1,843.73021,844.73749,15.843,0.16,4,35240018.56,100,F1
FALSE,[M+H]+1,1,810.65941,811.66669,10.641,0.106,5,35089288.97,100,F7
FALSE,[M+H]+1,1,923.79222,924.7995,16.998,0.176,4,34984072.75,100,F7
FALSE,[M+H]+1,1,810.65923,811.6665,10.697,0.101,5,34566000.44,100,F9
FALSE,[M+H]+1,1,495.33119,496.33847,1.646,0.084,2,34504111.91,100,F1
FALSE,[M+H]+1,1,495.33122,496.3385,1.317,0.393,4,34451920.18,100,F9
FALSE,[M+H]+1,1,815.61327,816.62054,8.946,0.137,4,34275929.24,100,F1
FALSE,[M+H]+1,1,810.65904,811.66632,10.696,0.1,5,34114713.34,100,F8
FALSE,[M+H]+1,1,549.62023,550.6275,11.764,0.107,5,34092265.67,100,F1
FALSE,[M+H]+1,1,720.49828,721.50555,9.835,0.103,5,33775157.06,100,F7
FALSE,[M+H]+1,1,539.41747,540.42474,6.788,0.097,4,33254890.31,100,F3
FALSE,[M+H]+1,1,495.33122,496.3385,1.651,0.076,5,33042177.54,100,F9
FALSE,[M+H]+1,1,905.25102,906.2583,13.061,0.091,9,32951768.71,100,F1
FALSE,[M+H]+1,1,897.77556,898.78284,17.079,0.107,3,32846358.51,100,F8
FALSE,[M+H]+1,1,1094.31413,1095.32141,14.576,0.102,11,32732217.11,100,F1
FALSE,[M+H]+1,1,1020.29546,1021.30273,13.843,0.092,11,32668619.3,100,F1
FALSE,[M+H]+1,1,439.40172,440.409,7.368,0.09,4,32439520.79,100,F3
FALSE,[M+H]+1,1,923.79186,924.79913,17.053,0.17,4,32339728.53,100,F9
FALSE,[M+H]+1,1,495.33156,496.33884,1.65,0.075,4,32274340.1,100,F7
FALSE,[M+H]+1,1,823.76207,824.76935,18.088,0.106,5,32263648.47,100,F9
FALSE,[M+H]+1,1,916.81792,917.8252,18.024,0.126,4,32150508.02,100,F1
