Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Plasma_PS.raw (F1),PDH_Blank_Neg.raw (F2),PDH_Blank_Pos_171003103943.raw (F3),Plasma_Neg_1.raw (F4)+Plasma_Pos_1.raw (F7),Plasma_Neg_2.raw (F5)+Plasma_Pos_2.raw (F8),Plasma_Neg_3.raw (F6)+Plasma_Pos_3.raw (F9),
10.48,785.65277,+,2.095994988E7,SM d40:2,SM,4,39810.35135,0.0,648885.9568,2.095994988E7,2.073427397E7,2.030343295E7,
10.481,912.60089,+,97225.26509,,,3,8399.117836,0.0,3250.616925,97225.26509,81121.49939,81890.95639,
10.481,624.23492,+,81663.53853,,,2,4560.501123,0.0,19684.20399,80271.38663,77160.68427,81663.53853,
10.481,844.61664,+,38810.30448,,,2,37954.47978,0.0,1918.88153,33020.38884,38810.30448,26488.28129,
10.484,836.61292,+,739300.139,PC 40:5,PC,4,17894.57292,0.0,28619.26617,739300.139,689194.3106,664600.032,
10.487,1099.28101,+,362907.3633,,,2,362907.3633,0.0,2734.950697,5602.987145,10454.74576,49165.355,
10.488,883.61951,+,372628.6871,,,3,183462.1255,0.0,3609.865219,372628.6871,336438.6556,349567.8848,
10.488,1003.7901,+,180587.9191,,,2,180587.9191,0.0,1879.7125,18987.30017,26010.56103,21645.83206,
10.488,918.61584,+,58009.43306,,,3,7749.776451,0.0,2769.490553,53533.6894,58009.43306,50544.01419,
10.492,889.6366,+,155050.5609,,,3,3173.194075,0.0,2762.851028,155050.5609,128052.4516,123714.1973,
10.497,837.68195,+,171194.3851,,,3,5973.252632,0.0,7718.365981,171194.3851,156527.0438,153462.0269,
10.498,1041.6062,+,20988.9927,,,3,7119.144944,0.0,1564.205512,10854.10209,20988.9927,20021.5393,
10.499,965.62183,+,112245.454,,,3,47516.33809,0.0,4668.382434,104562.0837,111844.2514,112245.454,
10.504,1047.62585,+,43090.9199,,,3,13748.8752,0.0,1916.99123,43090.9199,35728.01873,36598.28646,
10.507,971.8031,+,93385.29203,,,3,11703.54495,0.0,8499.176742,93385.29203,62080.69794,62431.01632,
10.507,994.60791,+,25619.97786,,,3,3944.770136,0.0,2297.290609,25619.97786,20077.11557,18945.47271,
10.508,701.47217,-,100618.2026,,,4,99021.42156,879.9354506,2145.790713,100618.2026,94168.1352,97384.48131,
10.52,877.72797,+,29227.28471,,,2,17377.04087,0.0,5393.419759,29227.28471,25507.58566,24348.35607,
10.526,754.57495,+,490102.3829,PE O-38:3,Plasmenyl-PE,2,490102.3829,0.0,52256.56108,238466.9574,282489.2375,234048.3085,
10.526,703.54608,-,34900.71468,,,3,34900.71468,528.0953211,0.0,27676.14403,28885.85426,21829.26858,
10.526,625.50378,-,33374.07046,,,4,26375.76442,563.8042886,0.0,28952.9392,31535.68282,33374.07046,
10.54,774.60181,+,36323.5877,,,3,9122.902884,0.0,2320.808007,34758.58208,36323.5877,29446.37623,
10.545,730.59747,+,51846.43501,,,4,51846.43501,0.0,9498.067606,26253.51141,29533.8836,25973.74285,
10.557,1048.53687,-,27150.06804,,,4,25478.65009,972.0092289,0.0,27150.06804,23959.45277,21018.00671,
10.558,409.40378,-,34783.17255,,,3,30410.74003,4353.698594,0.0,34783.17255,33625.41756,19874.07809,
10.561,593.12109,-,1399043.904,,,3,1399043.904,21574.22886,0.0,3368.144371,114648.0476,994066.7152,
10.561,1007.66388,-,99570.64487,,,2,99570.64487,2827.245357,0.0,96849.77414,92536.93118,95172.45362,
10.561,521.08124,-,61279.16676,,,2,61279.16676,583.9954112,0.0,2996.805216,2597.599112,46962.26142,
10.561,1345.83228,-,23250.14954,,,2,23250.14954,690.7392968,0.0,17943.61978,20360.85075,22333.23847,
10.562,1263.82715,-,243691.2436,,,4,243691.2436,4879.494258,0.0,231767.4122,218721.8655,231574.418,
10.563,972.5528,-,23849.20499,,,4,21916.01411,507.5984489,0.0,23752.6245,22869.83546,23849.20499,
10.565,890.55023,-,65717.61739,,,4,65717.61739,1451.58926,0.0,60560.25107,57128.56255,57510.45532,
10.565,624.60339,+,16498.89903,,,2,2810.394844,0.0,1659.92348,16498.89903,15686.93701,13399.34996,
10.566,966.53442,-,51285.48134,,,4,51285.48134,723.0894346,0.0,51073.6,49546.35851,50669.11207,
10.57,884.53217,-,74492.09327,,,4,63498.93607,1259.685496,0.0,74395.42935,74492.09327,71232.35484,
10.57,733.53925,+,66732.33375,,,5,66732.33375,17504.94919,18080.07343,44979.51089,27490.02078,29856.40906,
10.572,395.38821,-,425593.2274,,,5,415364.8953,134317.8825,0.0,411682.5781,413259.639,425593.2274,
10.573,461.11438,-,53336.95782,,,2,53336.95782,920.9658108,0.0,3937.049746,3013.563785,33104.20862,
10.574,808.54675,-,254625.3923,,,4,254625.3923,6055.037493,0.0,251403.017,248164.2045,251840.4862,
10.579,876.57196,-,23247.41385,,,2,21007.17047,552.9140329,0.0,19585.10391,23247.41385,21328.19961,
10.58,728.55804,+,5339821.301,Plasmenyl-PE P-36:2,Plasmenyl-PE,5,5339821.301,47608.81669,23963.62432,2085131.767,1849963.87,2065116.839,
10.58,548.53973,+,113009.1607,Cer[NS] d36:1,Cer[NS],3,4606.688901,0.0,3254.781782,108187.8249,113009.1607,111800.465,
10.581,843.65857,-,1851910.928,,,2,1851910.928,44287.66308,0.0,1746605.105,1688557.542,1791709.157,
10.583,477.39157,-,25079.33519,,,3,19989.69777,6848.421962,0.0,25079.33519,21725.99038,20992.36061,
10.592,751.59882,+,19887.74442,,,2,7704.340319,0.0,1575.222476,19887.74442,17336.0763,13517.60127,
10.604,984.61224,-,39458.03956,,,4,37389.65824,1454.767301,0.0,25758.61304,39458.03956,39130.61384,
10.612,806.59235,-,53408.53833,,,4,36595.11758,948.7353598,0.0,53408.53833,37286.71569,46309.55974,
10.614,961.73474,-,113593.3044,,,4,97949.72217,1387.800704,0.0,106088.1971,113593.3044,95466.82757,
10.617,820.60675,-,1597918.114,PC 16:0_18:0,PC,5,1597918.114,33555.11557,0.0,1567202.879,1528647.473,1576939.57,
10.62,902.60913,-,191229.5798,,,3,191229.5798,5682.101626,0.0,176303.866,190452.9539,182569.9192,
10.625,1139.63623,-,59022.71212,,,4,55819.45749,3709.586078,0.0,59022.71212,58973.3864,51431.13515,
10.627,1063.64868,-,49391.39124,,,4,41036.83961,4096.607791,0.0,47942.2188,45797.04002,49391.39124,
10.629,1025.15942,-,5314875.11,,,2,5314875.11,85519.35999,0.0,7541.307576,361139.1248,1678688.259,
10.633,981.64819,-,202810.4491,,,4,201245.6641,11324.38232,0.0,200071.4341,202810.4491,198760.0242,
10.639,1078.61414,-,43616.68769,,,2,35452.21996,4689.288139,0.0,43616.68769,37775.54967,38081.10207,
10.642,790.53314,+,43529.8678,,,3,10537.50699,0.0,1442.863723,43529.8678,39609.76926,41315.50202,
10.644,896.63739,-,791423.3881,PC 20:4_20:0,PC,4,761823.8906,29316.84741,55867.19076,760961.0247,791423.3881,765522.3731,
10.646,746.56958,+,1303727.755,PE 36:1,PE,2,11861.99014,0.0,40032.99069,1303643.732,1247779.283,1303727.755,
10.647,987.74799,-,223764.2489,,,4,187164.3584,2055.04196,0.0,199847.44,223764.2489,222852.1314,
10.649,900.68274,+,111347.7582,,,3,29995.09149,0.0,1384.816582,108572.0633,103496.5937,111347.7582,
10.655,817.64288,-,8572527.87,,,5,8506516.692,251359.0127,0.0,8388092.125,8413448.822,8572527.87,
10.657,1010.62628,-,445478.2291,,,3,444764.0165,31337.73735,0.0,445478.2291,425887.9996,440843.8506,
10.661,1086.61267,-,301665.8626,,,2,281138.446,19204.69908,0.0,301458.3663,301665.8626,296440.6387,
10.661,1168.61621,-,141400.9945,,,3,118144.0677,13473.6596,0.0,141400.9945,127136.5008,130798.1669,
10.661,776.61646,+,127279.5289,PC 35:0,PC,2,30527.02932,0.0,1703.966356,127279.5289,106406.751,115762.421,
10.662,748.57574,+,116490.3524,,,2,60026.28143,693.35574,27438.11146,116490.3524,115103.5372,113333.7732,
10.664,899.6449,-,923753.1444,,,2,826049.6663,41940.8997,0.0,896376.7721,907777.0846,923753.1444,
10.673,869.67334,-,1.47775379E7,,,5,1.41924676E7,386491.0653,0.0,1.435563261E7,1.443325539E7,1.47775379E7,
10.673,996.61218,-,98699.39754,,,4,83644.62339,8052.45505,0.0,86351.61238,98699.39754,90867.13062,
10.676,846.62164,-,1.162537486E7,PC 18:1_18:0,PC,5,1.121622197E7,588188.9543,0.0,1.1093488E7,1.112507501E7,1.162537486E7,
10.676,1004.6095,-,731031.8816,,,5,700869.7686,30257.2087,0.0,708029.3623,718512.3248,731031.8816,
10.676,1033.67822,-,364473.5317,,,5,357774.4475,17486.37406,0.0,364473.5317,348748.0852,358358.509,
10.676,1109.66504,-,248185.0201,,,4,245956.0462,12171.23485,0.0,248185.0201,247106.5031,247490.4529,
10.677,795.63702,-,684886.5159,,,4,684886.5159,14673.38059,0.0,638066.3659,644650.3446,682815.3022,
10.677,904.57788,-,100460.2465,,,4,77981.94926,7908.504624,0.0,100460.2465,92160.52915,94613.07084,
10.678,927.6261,-,2315748.019,,,4,980147.6664,106717.2548,0.0,981098.5022,2315748.019,978386.0641,
10.678,914.60919,-,226484.8874,,,4,226484.8874,12120.2152,0.0,208009.3833,200393.5341,205543.9227,
10.683,1162.59534,-,28621.4386,,,3,23878.68132,1193.021783,0.0,25369.98896,28492.11405,28621.4386,
10.685,1191.66821,-,109623.3161,,,4,94506.34211,6558.366519,0.0,109623.3161,98912.11782,105125.8013,
10.687,651.51917,-,444625.9581,,,4,389247.5462,8710.044056,0.0,417783.999,431365.2335,444625.9581,
10.69,1019.66302,-,61817.53244,,,3,43184.8826,3282.953246,0.0,61817.53244,51288.19369,47355.86135,
10.692,824.65137,+,408181.8974,Plasmanyl-PC O-40:4,Plasmanyl-PC,3,369045.8155,0.0,20476.00757,378505.6507,370130.9204,408181.8974,
10.693,465.46613,-,87559.40755,,,4,27260.14724,28327.51114,0.0,82118.25967,87559.40755,56798.75944,
10.697,668.61877,+,759362.6015,,,3,11203.30916,0.0,102761.3257,759362.6015,662287.6188,580983.2689,
10.697,563.44342,+,69050.73629,,,3,12079.37061,0.0,6166.821184,69050.73629,65042.01162,42094.21988,
10.699,638.60797,+,464774.1749,,,2,11150.63152,0.0,38608.89789,464774.1749,417740.5707,415432.3077,
10.705,787.66754,+,618608.1189,SM d40:1,SM,3,10673.92502,0.0,8791.683524,455751.8168,562536.3776,618608.1189,
10.705,1079.61572,-,151819.1134,,,2,150606.5561,9748.472629,40865.19925,148528.8998,151819.1134,149777.5726,
10.71,576.57123,+,20374.73789,,,3,10906.73605,0.0,1620.504131,17199.82382,17691.2593,20374.73789,
10.72,804.58954,+,111630.2596,PE O-42:6,Plasmenyl-PE,3,9892.505399,0.0,15924.9117,89862.90696,99863.41335,111630.2596,
10.729,849.59521,-,40662.66378,,,2,35475.3052,768.8539928,0.0,36954.88316,30282.1916,40662.66378,
10.731,663.5191,-,69103.30339,,,3,47591.4656,725.8004551,0.0,69103.30339,66920.22282,66852.85423,
10.736,677.53473,-,1009274.119,,,5,918937.7434,19545.55637,0.0,987798.4157,995036.8719,1009274.119,
10.736,848.65137,+,285139.5797,Plasmanyl-PC O-42:6,Plasmanyl-PC,3,11209.98072,0.0,1553.542465,270238.2643,258334.0248,285139.5797,
10.739,1187.35034,+,1.009237918E7,,,3,320412.6,0.0,7843.112472,128882.2921,2031931.279,1.009237918E7,
10.741,1146.32483,+,7023201.259,,,3,444991.1337,0.0,1749.249715,51732.50171,950023.1391,7023201.259,
10.746,1030.62341,-,89958.75382,,,2,82569.35923,2503.385012,0.0,70659.80075,85257.55238,89958.75382,
10.753,843.65857,-,9630104.762,,,5,9496158.25,247921.5214,0.0,9089915.031,9302598.046,9630104.762,
10.753,1083.64978,-,221989.5806,,,2,197672.8893,8224.311918,0.0,209763.7035,220331.8608,221989.5806,
10.754,769.62085,-,561303.6306,,,4,540493.1715,11331.47142,0.0,510861.0692,525413.496,561303.6306,
10.755,872.63672,-,2376515.102,PC 38:2,PC,5,2376515.102,60967.5592,0.0,2243609.353,2246677.882,2356868.876,
10.756,940.62445,-,42917.97174,,,4,35455.05131,560.3895551,0.0,42917.97174,42328.18455,31105.15666,
10.759,925.66077,-,1422515.451,,,5,1381448.521,44615.92686,0.0,1328822.847,1349742.967,1422515.451,
10.759,1001.64636,-,455346.4585,,,4,443317.4554,13287.37037,0.0,422272.1651,440742.5205,455346.4585,
10.759,1159.63745,-,32668.50918,,,2,23834.29591,479.3356226,0.0,21224.37346,32668.50918,24513.2736,
10.76,955.64221,-,131907.4358,,,4,128356.9177,2720.121682,0.0,109002.068,131907.4358,116759.5432,
10.761,858.61627,-,97408.59268,,,4,68160.19639,686.5911751,0.0,97408.59268,81585.94602,70927.77422,
10.761,1233.64099,-,34982.43002,,,2,29353.04579,572.7305348,0.0,34193.56273,34982.43002,30595.53662,
10.764,1112.62769,-,40349.83194,,,4,39896.87142,715.3776866,0.0,40349.83194,38294.80917,39752.10968,
10.765,1036.6405,-,66953.4795,,,4,63118.32076,1359.929019,0.0,53142.48022,66953.4795,60967.98229,
10.765,1069.63196,-,31329.63448,,,4,29109.205,1602.013962,0.0,31329.63448,28979.61897,27217.07461,
10.766,1165.65137,-,108654.4654,,,4,108654.4654,4435.597954,0.0,102197.0375,106736.3588,104271.9303,
10.767,608.56079,-,23408.26827,,,3,20500.54979,433.0629922,0.0,22939.28562,23408.26827,21518.95505,
10.768,761.65222,+,888371.0296,SM d38:0,SM,3,63484.10604,0.0,23365.20688,802057.2487,805875.7762,888371.0296,
10.768,1007.66364,-,314385.6518,,,4,314385.6518,11732.43083,0.0,300638.6671,306904.1082,310658.0635,
10.768,1089.66565,-,102458.0844,,,4,95652.05731,4203.208751,0.0,94848.19803,102245.6578,102458.0844,
10.769,783.63239,+,221093.7339,SM d40:3,SM,2,221093.7339,0.0,26446.02027,123583.2775,104051.7419,127619.1992,
10.769,911.64502,-,145804.4295,,,4,128547.44,4542.876973,0.0,128038.5786,145202.9981,145804.4295,
10.772,993.64661,-,63470.59742,,,4,56992.32649,1818.093911,0.0,61643.94973,59843.51897,63470.59742,
10.772,1247.65552,-,35076.65287,,,4,32050.67553,1080.911147,0.0,33627.80065,34881.38816,35076.65287,
10.772,1157.65588,-,17216.74643,,,3,12728.09333,419.0089859,0.0,16020.55234,16398.83498,17216.74643,
10.773,780.59094,+,256640.8642,PE O-40:4,Plasmenyl-PE,3,27618.66402,0.0,19182.62345,241385.0541,256640.8642,248925.3467,
10.773,1075.6499,-,30529.08596,,,4,27862.64823,704.1368173,0.0,30529.08596,28889.84832,29250.79111,
10.773,719.31403,-,27309.71601,,,2,22648.57683,8799.650868,0.0,20981.93044,25317.09023,27309.71601,
10.774,1171.67017,-,30334.76145,,,4,27935.57902,1242.395656,0.0,30334.76145,28947.69037,28037.50224,
10.775,795.57794,-,2490959.487,,,4,2072889.909,18647.96499,0.0,2490959.487,2077394.542,2136288.225,
10.781,971.75842,-,23123.09224,,,2,14589.79542,483.6061309,0.0,20111.73729,18380.51605,23123.09224,
10.782,781.55896,-,170853.2533,,,2,101551.6144,1643.562936,0.0,163106.8787,170853.2533,116184.7068,
10.785,1194.63074,-,26999.75952,,,3,22546.48855,1423.912134,0.0,22394.63456,26416.09617,26999.75952,
10.796,1115.21008,-,1157618.437,,,3,1157618.437,15491.79403,0.0,3513.940491,86033.47313,281772.0263,
10.803,813.68317,+,838499.372,SM d42:2,SM,3,368327.9897,0.0,21649.30117,838499.372,782747.3226,818944.6517,
10.808,767.60754,-,104110.1475,,,4,104110.1475,913.9301281,1713.55529,60210.01048,60932.82835,63011.52407,
10.81,1023.28265,+,738165.877,,,2,314024.5736,0.0,92464.12813,7681.025116,115076.1151,738165.877,
10.814,753.56342,-,409474.1665,,,3,266169.4401,1048.568784,0.0,286399.4181,258675.6554,409474.1665,
10.822,831.69391,+,731238.6398,,,3,4491.139181,0.0,11231.3082,691270.1818,691456.0866,731238.6398,
10.822,874.66803,+,212945.9518,,,4,141148.5806,0.0,7220.926045,212945.9518,178352.7759,199606.9564,
10.824,746.60602,+,98716.49323,,,3,8576.54656,0.0,2880.130608,83949.10159,95266.66857,98716.49323,
10.833,840.64661,+,247164.1636,PC 40:3,PC,3,237566.0992,0.0,2249.509349,237960.3178,235743.3475,247164.1636,
10.834,821.64929,+,470615.1308,,,3,3386.461092,0.0,10751.40217,355155.2239,365409.8568,470615.1308,
10.837,757.59338,-,48402.95051,,,4,36623.71808,1316.263279,0.0,48402.95051,45494.45857,41510.27371,
10.843,564.53503,-,225066.1294,Cer[NS] d36:1,Cer[NS],4,199296.7308,3385.547901,1621.986605,218755.7793,225066.1294,215057.2765,
10.845,965.19397,-,4637622.378,,,3,4637622.378,97618.48179,1830.614965,2075.202677,316547.2898,981365.6569,
10.847,627.53094,-,39802.00473,,,3,26249.09776,1704.355856,0.0,39802.00473,37392.56064,28319.72911,
10.852,718.54071,-,54545.34815,,,3,52519.35948,955.4786394,0.0,46246.39613,54545.34815,52884.9842,
10.853,866.66321,+,120593.9198,PC 42:4,PC,3,20633.65611,0.0,1718.389009,119662.1688,120593.9198,118953.9154,
10.864,875.14392,-,2578843.084,,,2,2578843.084,47082.28551,2425.400116,1686.5684,1560.7973,8581.134684,
10.87,669.56012,+,476447.8674,,,3,239811.0605,0.0,16366.56228,458367.5555,403342.3428,476447.8674,
10.891,741.55371,+,863194.0697,,,2,863194.0697,1127.613555,10460.29354,682477.0412,464933.591,412153.4723,
10.892,802.63239,+,298612.8575,PC 37:1,PC,5,41823.14107,563.7218058,60750.04218,298612.8575,282268.5661,289548.5359,
10.898,825.68475,+,276930.1952,SM d43:3,SM,3,250448.0992,0.0,11078.53476,269093.0273,276930.1952,250325.7319,
10.901,690.62427,+,35593.23382,,,3,3056.642906,0.0,3169.628789,34743.17487,30355.95142,35593.23382,
10.907,847.57593,+,22688.87633,,,3,2287.084273,0.0,1289.57933,22688.87633,16644.25328,13836.83645,
10.908,826.5567,-,168837.8304,,,4,148728.9501,3915.947303,0.0,161279.962,164585.5292,168837.8304,
10.908,959.64349,+,17473.68226,,,3,2424.180585,0.0,1366.881497,17178.69998,17473.68226,14302.04313,
10.91,902.54248,-,46987.12262,,,4,39663.12233,565.7184108,0.0,46043.51435,45019.96767,46987.12262,
10.911,908.55981,-,46695.41664,,,4,40734.87453,559.5374988,0.0,41485.67761,40625.10784,46695.41664,
10.911,984.54565,-,33952.55042,,,4,30535.71122,580.6409994,0.0,29471.6808,31647.63257,33952.55042,
10.912,746.56866,+,2564285.922,PE 18:1_18:0,PE,5,2564285.922,25802.06183,4717.970793,965052.3312,945707.8425,1017520.033,
10.913,1039.21094,-,77353.31524,,,2,77353.31524,709.5240385,0.0,1277.954407,3831.887926,42987.33941,
10.913,1066.54871,-,20440.52346,,,4,20440.52346,565.9332221,0.0,18705.99305,17086.86117,20146.03761,
10.914,949.1618,-,255604.3945,,,2,255604.3945,1480.48494,0.0,1554.425328,16568.82618,191405.2258,
10.915,795.63434,+,984102.9108,SM d41:4,SM,3,45408.98046,0.0,26073.1532,973797.8702,984102.9108,944379.738,
10.917,773.65289,+,6079880.866,SM d39:1,SM,4,283280.1865,0.0,177510.9311,6032945.822,5925230.385,6079880.866,
10.917,1035.62573,+,29439.0331,,,3,2747.548924,0.0,1549.213705,27905.38085,29439.0331,25438.20156,
10.917,948.63629,+,15597.22276,,,2,2041.603883,0.0,1048.582662,15597.22276,14604.45017,13890.87354,
10.919,953.62421,+,56983.61115,,,3,2704.387898,0.0,1524.877231,53279.18092,56983.61115,54771.20215,
10.92,990.55994,-,17028.23678,,,2,16176.08125,548.6414992,0.0,14566.34531,15750.21771,17028.23678,
10.923,844.68921,+,170637.4322,,,3,13552.47933,0.0,8014.936632,161319.5385,19763.0824,170637.4322,
10.926,779.58252,-,1979968.371,,,2,1100452.784,26029.32056,0.0,1979968.371,1435778.544,1434895.887,
10.934,694.63452,+,119502.3983,,,3,19513.14824,0.0,38319.86644,119502.3983,101517.2658,97456.49223,
10.949,650.57239,-,55997.70363,,,4,32390.92289,645.7018437,0.0,55456.27857,55997.70363,45002.16461,
10.95,568.56616,+,25082.32051,,,3,3808.974642,0.0,1333.96892,25082.32051,24720.18433,24592.40758,
10.971,521.08124,-,40979.90174,,,2,40979.90174,651.8387526,0.0,1129.269933,1220.919997,19777.09729,
10.972,593.12109,-,344614.0873,,,3,344614.0873,6219.045786,0.0,1052.77846,27375.85578,278063.1707,
10.973,845.67413,-,347827.0563,,,3,221129.6195,5156.901044,0.0,347827.0563,259726.3969,316757.3651,
10.979,905.22748,-,98566.62478,,,2,98566.62478,592.0353893,0.0,1158.917238,2397.293934,55071.93752,
10.979,1335.84753,-,84487.06984,,,4,82061.50604,2566.012066,0.0,75902.85796,76383.60996,84487.06984,
10.985,1134.78674,+,119622.2273,,,3,5976.151825,0.0,2700.22127,119622.2273,118006.6411,119154.022,
10.989,748.62115,+,495890.9802,Plasmanyl-PC O-34:0,Plasmanyl-PC,3,4698.032303,0.0,17074.11506,440780.7378,446355.1126,495890.9802,
10.993,1209.20764,-,106188.1518,,,2,106188.1518,2210.75893,0.0,1140.939115,9656.777736,85312.93906,
10.996,802.57471,-,385729.7306,Plasmenyl-PE P-20:0_22:6,Plasmenyl-PE,4,385729.7306,2212.914013,64841.13337,206128.7598,241680.9487,191577.0332,
10.997,1211.31421,-,321497.7309,,,3,283619.6415,19585.48498,0.0,6592.188762,93402.0449,321497.7309,
10.997,1241.2771,-,88553.19306,,,2,63361.86461,1769.959876,0.0,1270.015399,22833.53149,88553.19306,
10.998,1163.25964,-,4901361.809,,,5,4901361.809,272252.7058,0.0,124099.4074,943028.0843,4711349.241,
10.998,1173.28821,-,2243517.6,,,4,2243517.6,63179.89797,0.0,45095.37945,368869.9732,1984121.715,
10.998,297.04599,-,780476.0383,,,4,780476.0383,15489.57495,0.0,11463.5321,92946.37887,578614.6067,
10.998,313.07739,-,235680.39,,,3,235680.39,5358.406632,0.0,3448.183312,37055.69893,199692.7333,
10.998,985.66095,+,22131.05873,,,2,16182.28895,0.0,1660.210985,18192.7555,22131.05873,19604.58147,
10.999,824.65137,+,702370.1853,Plasmanyl-PC O-18:0_22:4,Plasmanyl-PC,6,441453.8705,0.0,17880.2963,688599.0447,679519.2224,702370.1853,
11.002,876.68268,+,1200861.643,,,4,58996.45572,0.0,45257.24635,1161338.302,1088021.7,1200861.643,
11.005,429.08759,+,111268.946,,,2,111268.946,0.0,2664.871721,1243.449335,2149.46541,21466.32405,
11.008,1061.64343,+,37752.84575,,,3,23293.53973,0.0,1768.572627,34317.44741,37752.84575,32591.8035,
11.009,799.66772,+,7939663.036,SM d41:2,SM,3,4465930.891,0.0,217812.0291,7406548.523,7267627.974,7939663.036,
11.009,1055.62659,+,18873.23197,,,3,12493.38083,0.0,1656.284647,18873.23197,17293.82456,17713.75217,
11.01,903.65314,+,98849.73305,,,3,53597.15064,0.0,1831.691534,98849.73305,96551.19099,97779.51583,
11.011,979.638,+,73549.0732,,,3,47794.53769,0.0,1688.474283,69241.21775,68183.4565,73549.0732,
11.021,1024.73218,+,88666.99086,,,3,3000.267459,0.0,15713.5987,88666.99086,86074.66647,81500.02616,
11.025,503.10632,+,38209.16154,,,2,38209.16154,0.0,1421.707385,1006.809332,1722.627733,25631.28848,
11.028,983.66278,-,36939.42157,,,4,36939.42157,1044.061376,0.0,27241.9284,28642.90664,21728.02257,
11.034,901.6618,-,82993.16345,,,3,74349.19103,894.5475818,0.0,75478.616,72261.00004,82993.16345,
11.035,819.65918,-,396633.2765,,,4,396633.2765,483.9082361,0.0,330275.5864,341379.7091,380353.2538,
11.043,977.64282,-,20556.93685,,,3,20556.93685,431.5753443,0.0,12674.5138,14834.37723,17661.17344,
11.044,774.63226,+,443829.4706,Plasmanyl-PC O-36:1,Plasmanyl-PC,3,6324.124322,0.0,3917.922212,359954.5756,385414.4259,443829.4706,
11.05,1309.83423,-,27849.98868,,,3,23433.73042,659.5070352,0.0,26058.50035,27034.15187,27849.98868,
11.052,922.28888,+,3254342.793,,,3,6410.599181,0.0,143053.8748,21988.04379,422388.564,3254342.793,
11.053,758.22083,+,1.124590492E7,,,4,3459.704831,0.0,1562319.723,526587.1429,1550637.615,1.124590492E7,
11.053,799.24719,+,5288541.392,,,4,7910.453855,0.0,720188.7199,311292.1233,894272.8865,5288541.392,
11.053,963.31512,+,2295996.909,,,3,5371.046649,0.0,87791.69425,22184.93076,414083.0756,2295996.909,
11.055,617.45691,-,30585.52039,,,4,18422.70719,710.959121,0.0,28952.29956,30585.52039,27133.52461,
11.065,1108.77002,+,75586.3094,,,3,3455.891799,0.0,1632.738973,63680.89061,61929.2464,75586.3094,
11.066,826.64032,-,44505.38657,,,3,18401.68269,720.6122228,0.0,44505.38657,40031.43808,28449.14914,
11.067,780.58948,+,437550.5151,PE O-40:4,Plasmenyl-PE,4,250464.7116,0.0,15766.09076,373736.989,360170.8267,437550.5151,
11.068,786.25214,+,543196.7412,,,2,2404.069782,0.0,31717.4969,16730.41709,65080.77859,543196.7412,
11.069,371.0647,-,61444.77741,,,2,61444.77741,779.1472243,0.0,1514.033995,3742.63753,42100.02476,
11.074,871.68933,-,447766.0518,,,4,447766.0518,9548.846384,0.0,417535.562,421816.7621,442834.7397,
11.085,1009.12964,-,750801.5265,,,2,750801.5265,17618.01134,0.0,1814.076784,88870.95795,679865.1003,
11.085,1015.66284,-,78148.33828,,,2,73688.21852,1573.122995,0.0,70832.84459,73901.42551,78148.33828,
11.088,937.08923,-,58879.30867,,,2,58879.30867,858.1099577,0.0,1431.138614,1794.499917,46262.40769,
11.092,971.70435,-,90537.04733,,,4,68710.57604,2096.016976,0.0,83340.93559,84465.93529,90537.04733,
11.097,857.67426,-,1697104.628,,,3,1697104.628,42003.28546,0.0,1071901.484,1627121.761,1122166.691,
11.101,1083.18384,+,232213.6439,,,2,232213.6439,0.0,2611.215622,672.9346891,4219.337841,49629.10186,
11.103,704.56006,+,61126.34396,PE O-34:0,Plasmenyl-PE,3,3345.750331,0.0,8781.565304,61126.34396,58122.30296,55368.21251,
11.116,1176.2074,+,792212.2667,,,2,6760.632195,0.0,3358.646276,713.3228475,96452.70537,792212.2667,
11.129,743.13812,-,286664.6118,,,3,286664.6118,3498.078059,0.0,1505.906588,22851.71976,256463.5306,
11.13,1205.05933,-,1911788.812,,,3,1911788.812,30119.71867,0.0,2584.916901,210791.8258,1274813.922,
11.136,765.56305,-,136290.8415,,,2,62887.50669,1245.695578,0.0,136290.8415,87826.14038,120831.8064,
11.137,787.5871,-,135010.0508,,,3,110270.4998,1848.877374,0.0,135010.0508,114386.6318,123757.6021,
11.14,1175.06799,-,97702.89151,,,2,97702.89151,920.6587734,0.0,1535.456277,1688.779875,76064.96428,
11.142,730.57471,+,605059.4983,PE O-36:1,Plasmenyl-PE,3,11283.74049,0.0,24082.38942,567966.8286,539108.1775,605059.4983,
11.144,1133.01965,-,306109.8477,,,2,306109.8477,959.1471537,0.0,1599.646428,16187.7632,196484.4486,
11.148,1295.10754,-,287507.983,,,2,287507.983,1503.137936,0.0,1876.957222,17591.543,56781.18911,
11.153,855.6322,-,190043.5996,,,4,190043.5996,1044.636696,0.0,187319.2413,139376.1457,117357.9669,
11.155,802.63177,+,366219.3416,,,2,366219.3416,832.3273423,5180.493103,3264.239737,1471.332101,20996.4444,
11.158,826.66791,+,215665.3522,Plasmanyl-PC O-40:3,Plasmanyl-PC,2,4978.273935,0.0,22698.84328,211584.9419,210811.6239,215665.3522,
11.159,894.65759,-,47059.62192,,,2,35474.26136,907.5163802,0.0,47059.62192,39579.41889,42113.31946,
