Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,Hap1_Blank.raw,Hap1_Neg_3.raw,Hap1_Neg_1.raw,Hap1_Neg_2.raw,
7.7962318,634.4762573242188,+,1.4865052474304216E7,LysoPC 26:1,LysoPC,4,RT out of class range,0.0,1.4865052474304216E7,1.4290683723012837E7,1.439211693387613E7,
7.7962318,732.5123291015625,+,1.3160956570581991E7,,,4,Adduct of existing peak,0.0,3771201.6092769704,1.3160956570581991E7,7309803.815278513,
7.7962318,810.5054016909789,+,1.71438943927071E7,,,4,Adduct of existing peak,0.0,1.71438943927071E7,1.6739422699332317E7,1.5239362850869088E7,
7.796446925,746.5269775390625,+,1.983215639462402E7,PC[OH] OH-32:2,PC[OH],4,,1758.2489584518962,1.983215639462402E7,1.9476303832761537E7,1.5103101142064817E7,
7.796571975,368.4219665527344,+,7.418541834502555E7,,,4,,3.229199433629053E7,3.839370932692069E7,3.565655082410139E7,7.418541834502555E7,
7.796571975,368.4219665527344,+,5.40140461440265E7,,,4,,1.5205438999189427E7,1.6686840941871759E7,3.368126582077266E7,5.40140461440265E7,
7.8028395,549.4838256835938,+,4.0805702191473946E7,,,4,,0.0,3.748258614387171E7,4.0805702191473946E7,3.755891365313564E7,
7.8028395,573.4838256835938,+,5278360.447356138,,,4,Adduct of existing peak,0.0,5035153.375167281,5132980.160508139,5278360.447356138,
7.8028395,916.5188598632812,+,3418559.904134742,,,4,Adduct of existing peak,0.0,1473182.3336113077,2932532.8616210036,3418559.904134742,
7.803840866666666,700.4862976074219,+,2.1988227446392998E7,PC 30:3,PC,4,,0.0,2.1988227446392998E7,2.1714748320266772E7,1.906877781118283E7,
7.803947466666667,793.1614685058594,-,2987265.9875739776,,,4,Adduct of existing peak,0.0,1566821.0610091852,188870.70958945388,2987265.9875739776,
7.8076273333333335,1097.504638671875,-,2109360.2686033347,,,4,,0.0,1946439.6623007385,1383635.8356217218,2109360.2686033347,
7.810448566666667,662.507080078125,+,5.256387929771342E7,PC O-28:0,Plasmenyl-PC,4,,0.0,5.256387929771342E7,3.47140225060079E7,2.576930460752407E7,
7.810448566666667,834.5211181640625,+,1.203798819141648E8,,,4,Adduct of existing peak,0.0,7.545503940870754E7,1.203798819141648E8,7.52549013331792E7,
7.810448566666667,900.5440063476562,+,8732786.809153158,,,4,Adduct of existing peak,0.0,5273044.246363699,6400244.7492928095,8732786.809153158,
7.810448566666667,797.155029296875,+,7253110.556339442,,,4,Adduct of existing peak,0.0,1094847.625538659,3311381.4312895304,7253110.556339442,
7.811316233333334,936.5631408691406,-,1.36459345300297E7,PC 22:6_22:6,PC,4,Redundant Identification,0.0,1.36459345300297E7,1.3097105813594595E7,1.342594672796903E7,
7.811366933333333,939.5167236328125,-,3.1894848540137675E7,,,4,Adduct of existing peak,0.0,3.1894848540137675E7,3.1490449619741008E7,3.1484481259339377E7,
7.811366933333333,955.4922180175781,-,4682071.46064727,,,4,Adduct of existing peak,0.0,4682071.46064727,3998377.1996884462,4385015.233710419,
7.811366933333333,1021.5153503417969,-,5225970.0736550605,,,4,,0.0,5178102.471599837,4953852.252968629,5225970.0736550605,
7.812560525,686.4423217773438,+,3.8213588524960175E7,,,4,,3842983.87110125,2939334.4277681066,2583422.562476954,3.8213588524960175E7,
7.815030833333334,857.5128173828125,-,1.1220178312771971E9,PI 16:0_20:4,PI,4,,0.0,1.0991331361337337E9,1.0654647589040716E9,1.1220178312771971E9,
7.815030833333334,793.4974975585938,-,8299399.664467919,,,4,Adduct of existing peak,0.0,7546901.010845454,7622177.211411299,8299399.664467919,
7.815030833333334,1015.4995727539062,-,5586777.33289009,,,4,,0.0,5586777.33289009,4721797.834062592,5393004.590467758,
7.816533966666667,817.2527770996094,+,3.2966906726834364E7,,,4,,0.0,2.958615016442641E7,2.769391621836262E7,3.2966906726834364E7,
7.816533966666667,779.2249450683594,+,1.3444006485748993E7,,,4,Adduct of existing peak,0.0,1.3444006485748993E7,1.2237757521085316E7,8282201.148865396,
7.816533966666667,714.5349731445312,+,1.3433923750750639E7,,,4,,0.0,1.3433923750750639E7,1.2699805577546783E7,2422508.0276554017,
7.816533966666667,820.2509155273438,+,9563125.528110849,,,4,Adduct of existing peak,0.0,8293910.830714008,8585202.392320875,9563125.528110849,
7.816533966666667,782.5282592773438,+,2.2372714574303657E7,,,4,,0.0,1.1910976451462578E7,7224446.854951777,2.2372714574303657E7,
7.816533966666667,804.2574462890625,+,1.1063364439162865E7,,,4,,0.0,6242046.710186587,1.1063364439162865E7,8473637.885203447,
7.816533966666667,860.6018676757812,+,7773649.086967524,,,4,,0.0,7708964.2355060475,7773649.086967524,3779693.3916792246,
7.816533966666667,917.5835571289062,+,5644426.50185174,,,4,Adduct of existing peak,0.0,4640491.896335665,5644426.50185174,652927.3546233807,
7.816533966666667,912.61279296875,+,3365527.3797504967,,,4,,0.0,3365527.3797504967,2087523.0393629824,1182510.4233566953,
7.816533966666667,878.5613708496094,+,2.1801007256150988E8,PC 22:6_22:6,PC,8,,0.0,2.1801007256150988E8,2.0914107210514826E8,1.8783793183435702E8,
7.816533966666667,780.53466796875,+,2.7256190750630623E8,,,4,,0.0,2.649304943602669E8,2.3825898091244358E8,2.7256190750630623E8,
7.822404466666666,743.1345825195312,-,1.8039153807084087E7,,,4,,0.0,9374205.498011185,1221663.93418254,1.8039153807084087E7,
7.822431566666666,745.1336669921875,-,9631716.613404008,,,4,,0.0,4947899.487984527,522462.7820129994,9631716.613404008,
7.823616566666666,876.5520629882812,+,2.0917364394265443E8,,,4,Adduct of existing peak,0.0,2.0917364394265443E8,2.0899639892212513E8,1.7618676091333574E8,
7.823616566666666,859.5246276855469,+,1.5793621649767396E8,,,4,Adduct of existing peak,0.0,1.538319181202856E8,1.5793621649767396E8,1.3901820060231233E8,
7.823616566666666,712.5203857421875,+,1.5356009966869304E8,PC O-32:3,Plasmenyl-PC,4,,0.0,1.5356009966869304E8,1.5120375106521505E8,1.3779881539739463E8,
7.823616566666666,601.514892578125,+,4.111494001993291E7,,,4,,0.0,4.037894751844382E7,4.111494001993291E7,3.940661220907599E7,
7.823616566666666,881.5099487304688,+,4.758178178649515E7,,,4,Adduct of existing peak,0.0,4.758178178649515E7,4.7515553162372425E7,4.6495030438728675E7,
7.823616566666666,897.4779052734375,+,2.01012452723285E7,,,4,Adduct of existing peak,0.0,1.936647596246115E7,2.01012452723285E7,1.7156243183912497E7,
7.823616566666666,861.5406799316406,+,2.24969608651798E7,,,4,Adduct of existing peak,0.0,2.233850290781653E7,2.24969608651798E7,1.7762867400860168E7,
7.823649933333333,778.2249145507812,+,3.777903983187194E7,,,4,,0.0,8114007.933306632,2.070251665282615E7,3.777903983187194E7,
7.826398775,671.0870361328125,-,4636085.82221872,,,4,,97976.23222747145,2299645.7215718287,383549.8288907844,4636085.82221872,
7.827011575,748.537841796875,+,3.514887579624997E7,PC[OH] OH-32:1,PC[OH],4,,10269.829934610481,3.514887579624997E7,3.493356052623116E7,3.328383517951884E7,
7.830732533333333,936.6142578125,+,3.3181652858797878E7,PC[OH] OH-47:12,PC[OH],4,,0.0,3.3181652858797878E7,3.0552729662272964E7,1.820120973538645E7,
7.8332132,830.5484008789062,+,3.079425673459898E7,,,4,,87441.61068496261,3.0729892523642667E7,2.6771238367706697E7,3.079425673459898E7,
7.8335434,1532.052490234375,-,2262001.5088220835,,,4,,0.0,2104145.496722572,2262001.5088220835,1239802.7489971821,
7.838451699999999,326.3755187988281,+,7.183530094233128E7,,,4,,31631.17425741205,6.511212123350785E7,7.014124944588384E7,7.183530094233128E7,
7.838859766666666,663.5099487304688,+,3.1853428929324053E7,,,4,,0.0,3.1853428929324053E7,2.1142541302238394E7,1.987362282655517E7,
7.844641933333333,1020.6399230957031,-,2824354.605825336,,,4,Adduct of existing peak,0.0,2762407.187193087,2824354.605825336,2618588.52201025,
7.8449517,1080.65966796875,-,7190987.230944784,,,4,Adduct of existing peak,0.0,7190987.230944784,6995676.074743943,6582677.961559422,
7.845290866666667,1044.6341552734375,+,4776193.1142622745,,,4,Adduct of existing peak,0.0,4776193.1142622745,4020118.8359927526,3519218.7933216747,
7.848353066666667,833.5124206542969,-,5.1973280768599886E8,PI 16:1_18:1,PI,4,,0.0,5.1852791476317763E8,5.1717851188650554E8,5.1973280768599886E8,
7.848649599999999,834.524169921875,-,2.8255495084068656E8,,,4,Adduct of existing peak,0.0,2.699869473564463E8,2.5878507341329592E8,2.8255495084068656E8,
7.850521975,381.31219482421875,+,8486266.553170951,,,4,,33909.83151099018,8486266.553170951,8277829.054930873,8027888.033328181,
7.851590866666666,887.6033325195312,+,3806143.126569633,,,4,Adduct of existing peak,0.0,3801418.5854529114,3806143.126569633,1704884.1812344217,
7.852360733333334,821.5220336914062,-,3.7701946417951673E8,PG 18:1_22:5,PG,4,,0.0,3.389106279887913E8,3.371076381002182E8,3.7701946417951673E8,
7.852360733333334,823.53515625,-,5.61857473020092E7,,,4,Adduct of existing peak,0.0,5.181356697807136E7,5.0761427777090594E7,5.61857473020092E7,
7.856027433333334,666.4452514648438,-,5616726.571583883,,,4,Adduct of existing peak,0.0,5616726.571583883,5147778.100404061,5484875.164300655,
7.858598566666667,852.5477905273438,+,5.542948975302516E7,PC 42:11,PC,4,,0.0,5.2089906249174446E7,5.542948975302516E7,5.135331282178888E7,
7.858598566666667,738.5358276367188,+,1.0279933147872467E7,PC O-34:4,Plasmenyl-PC,4,,0.0,9723982.659560509,9855774.530649783,1.0279933147872467E7,
7.858598566666667,1022.6536254882812,+,1.31558932460975E7,,,4,,0.0,1.2782032139430821E7,1.31558932460975E7,1.20745329258741E7,
7.8597239666666665,659.5096435546875,-,1.74135463320671E7,,,4,Adduct of existing peak,0.0,1.6740850163527722E7,1.5879326204836745E7,1.74135463320671E7,
7.863417033333334,1559.0606689453125,-,8677857.870773265,,,4,M+1 isotope,0.0,8444850.63935091,6710475.028827899,8677857.870773265,
7.8634199250000005,599.4989929199219,+,4.273422661259532E8,Alkenyl-DG P-16:0_20:5,Alkenyl-DG,4,,3217.1716865667436,4.273422661259532E8,4.2648903200649256E8,3.9894013398937076E8,
7.865904166666667,697.5220947265625,+,3.950334719686767E7,,,4,Adduct of existing peak,0.0,3.950334719686767E7,3.574695551568025E7,3.758389169922652E7,
7.865904166666667,668.46044921875,+,7600261.559632973,,,4,Adduct of existing peak,0.0,7600261.559632973,7403506.302155151,7065381.566232051,
7.865904166666667,774.55908203125,+,3.1305497567315944E7,PC[OH] OH-34:2,PC[OH],4,,0.0,2.9014180226871178E7,3.1305497567315944E7,2.860026964069362E7,
7.870716366666667,1558.06640625,-,8368185.975352673,,,4,Adduct of existing peak,0.0,8075294.725902299,8368185.975352673,7341784.574148917,
7.8707447666666654,983.450927734375,-,4556010.72347466,,,4,Adduct of existing peak,0.0,4556010.72347466,1683198.626075942,4440475.943416154,
7.871066575,409.30816650390625,-,5.496142711878485E7,,,4,,249509.6396711657,5.243703131042186E7,4.945146020736338E7,5.496142711878485E7,
7.871440300000001,690.50146484375,+,1.463555052565972E8,PC 29:1,PC,4,,4174.065522699206,1.463555052565972E8,1.4232893243767935E8,1.3559191311621982E8,
7.873186100000001,714.5006713867188,+,4.228696317548108E7,PC 31:3,PC,4,,0.0,4.228696317548108E7,4.183611373418754E7,3.960874575762527E7,
7.878019066666667,883.5257568359375,-,2.7079784599554725E9,PI 18:1_20:4,PI,8,,0.0,2.5005440127319045E9,2.4679074631980143E9,2.7079784599554725E9,
7.878019066666667,965.5299072265625,-,5.627351739341892E7,,,4,Adduct of existing peak,0.0,5.627351739341892E7,5.391891675650497E7,5.5439158961820014E7,
7.8780302,981.5115661621094,-,8219240.583477646,,,4,Adduct of existing peak,0.0,7883092.816029485,7920937.51502624,8219240.583477646,
7.878527433333335,915.5148315429688,-,1.0321149635299666E7,,,4,,0.0,4777114.874058598,9499623.740805326,1.0321149635299666E7,
7.880473633333334,675.5383605957031,+,1.9612128352375178E9,SM d32:1,SM,4,,0.0,1.9612128352375178E9,1.9565860719593217E9,1.8511857579456968E9,
7.880473633333334,800.5744934082031,+,5.508566645627982E7,PC[OH] OH-36:3,PC[OH],4,,0.0,5.508566645627982E7,5.128531127665854E7,5.363159316590224E7,
7.880473633333334,589.403076171875,+,1.0483724345044391E7,,,4,,0.0,1.0483724345044391E7,8972995.042636385,9230921.716815874,
7.880473633333334,706.5328979492188,+,8353129.066438502,,,4,,0.0,8353129.066438502,7290464.06017322,3418436.412904487,
7.881681566666667,1041.515380859375,-,1.0765788097665766E7,,,4,,0.0,1.0765788097665766E7,8479701.977007959,1.0209098000633022E7,
7.8816913,885.5435180664062,-,4.3417778501247644E8,,,4,Adduct of existing peak,0.0,4.0665955837029177E8,3.9858040633138007E8,4.3417778501247644E8,
7.881708633333333,1047.5338134765625,-,7201084.2045802465,,,4,,0.0,6683178.60222261,7139044.457841745,7201084.2045802465,
7.883274200000001,733.5877685546875,+,2.616763412270649E7,,,4,,42366.35671996694,2.3232691184024498E7,2.616763412270649E7,2.1172063283170506E7,
7.887479233333333,812.5391235351562,+,9908339.300746238,,,4,Adduct of existing peak,0.0,8325341.533336407,7569026.038745587,9908339.300746238,
7.887756266666666,902.5667114257812,+,4.076427721742573E8,,,4,Adduct of existing peak,0.0,3.710317060329395E8,4.076427721742573E8,3.867785624733658E8,
7.887756266666666,627.5300903320312,+,7.371006129308777E7,,,4,,0.0,7.077045425760005E7,7.061617550811736E7,7.371006129308777E7,
7.887756266666666,904.5834350585938,+,8.548972586599624E7,,,4,Adduct of existing peak,0.0,7.283378426756226E7,8.548972586599624E7,7.20537737541213E7,
7.887756266666666,887.5564575195312,+,3.997888479929891E7,,,4,Adduct of existing peak,0.0,3.997888479929891E7,3.817609339598E7,3.580608431754412E7,
7.887756266666666,943.5952453613281,+,1.125572562253675E7,,,4,Adduct of existing peak,0.0,9202159.936667643,1.125572562253675E7,8578861.403384238,
7.894130233333333,1586.0258178710938,-,2683326.850766738,,,4,Dimer,0.0,2372159.141946032,2683326.850766738,1792018.0855776675,
7.895052133333333,625.5143432617188,+,6.658355342138487E8,Alkenyl-DG P-18:1_20:5,Alkenyl-DG,4,In-source fragment,0.0,6.434845951696928E8,6.658355342138487E8,6.461790759506681E8,
7.895052133333333,885.5403137207031,+,2.5764133458792168E8,PI 38:5,PI,4,Redundant Identification,0.0,2.4047160010291624E8,2.5764133458792168E8,2.425637181643047E8,
7.895052133333333,930.598388671875,+,3.534964623437323E7,,,4,Adduct of existing peak,0.0,2.0864672687945787E7,3.534964623437323E7,2.0441246740451824E7,
7.902057733333334,907.5227661132812,+,7.664720060561612E7,,,4,Adduct of existing peak,0.0,7.627666127351944E7,7.612328290420169E7,7.664720060561612E7,
7.902057733333334,828.6022338867188,+,9689663.135472676,,,4,Adduct of existing peak,0.0,7221346.3022359535,9689663.135472676,9279324.76289358,
7.902057733333334,824.5745239257812,+,9743912.656162549,PC[OH] OH-38:5,PC[OH],4,,0.0,9134023.620278072,9743912.656162549,9668717.402676765,
7.9033339,794.6441040039062,+,1.908563302353106E7,,,4,,0.0,0.0,0.0,1.908563302353106E7,
7.905148333333333,693.4700012207031,-,1.3804613604200477E7,PG 14:0_16:0,PG,4,,0.0,1.2213693799458347E7,1.323260795174749E7,1.3804613604200477E7,
7.905148333333333,716.5191040039062,-,6347173.11752036,,,4,Adduct of existing peak,0.0,5598060.5959744975,5372945.612129831,6347173.11752036,
7.908573875,733.5477905273438,-,2.2363104112264085E8,,,4,Adduct of existing peak,101417.63241408246,2.1485612236566183E8,2.1248419292135134E8,2.2363104112264085E8,
7.90938,836.6051025390625,+,1.8426232405945176E8,,,4,,0.0,1.74628209278712E8,1.8426232405945176E8,1.5241352465308896E8,
7.90938,662.50732421875,+,1.2837985911452065E8,PC O-28:0,Plasmenyl-PC,4,,0.0,7.412559647948794E7,1.2837985911452065E8,1.2144571400472239E8,
7.90938,923.4935302734375,+,3.2836569389512975E7,,,4,Adduct of existing peak,0.0,3.1058450406559035E7,3.2836569389512975E7,2.9402288281277463E7,
7.90938,762.56103515625,+,3.1726283261818964E7,,,4,,0.0,2.6176650496237226E7,3.1726283261818964E7,2.407666015898932E7,
7.912110133333333,915.5147094726562,-,9898644.90484351,,,4,Adduct of existing peak,0.0,6065485.893835209,9898644.90484351,9715750.524868127,
7.912499066666666,760.5088500976562,-,1.8693425387114203E8,PC 30:2,PC,4,,0.0,1.7796850232866588E8,1.6787608925733954E8,1.8693425387114203E8,
7.916204375,804.5459594726562,+,1.3636871941175132E9,PC 38:7,PC,4,,505118.49889159686,1.3596863840656831E9,1.3474390550266001E9,1.3636871941175132E9,
7.9166577333333334,760.54345703125,+,2.077611981141884E8,PC[OH] OH-33:2,PC[OH],4,,0.0,1.8803979689766625E8,2.077611981141884E8,1.7883938417631838E8,
7.918801,837.5537109375,-,6.359646554206153E7,,,4,Adduct of existing peak,11792.891046823024,6.307597335055096E7,5.732390493934426E7,6.359646554206153E7,
7.919893466666667,842.5115661621094,-,5970938.942602835,,,4,Adduct of existing peak,0.0,5724428.605770216,5035918.980697299,5970938.942602835,
7.923848666666667,750.5538330078125,+,4.0667731871230684E7,PC[OH] OH-32:0,PC[OH],4,,0.0,3.90398026615235E7,4.0667731871230684E7,3.6361912909882694E7,
7.9276942,927.530029296875,-,8780301.17059822,,,4,Adduct of existing peak,0.0,8780301.17059822,8405993.49632489,8553752.216205595,
7.931102133333333,724.4857788085938,+,3.646763070658713E7,,,4,Adduct of existing peak,0.0,3.646763070658713E7,2.901175910577077E7,3.2842103145571165E7,
7.932211975,363.323974609375,-,4.286947948809664E7,,,4,,3451.147662190261,4.1899803139718466E7,3.936070430431883E7,4.286947948809664E7,
7.942914333333334,782.4920654296875,-,2.4397420226120476E7,,,4,Adduct of existing peak,0.0,2.4397420226120476E7,2.3544440879316237E7,2.3815139815495048E7,
7.945098000000001,857.5082092285156,+,1.9606450653016765E7,,,4,,0.0,9290257.775829881,1.9091213007110924E7,1.9606450653016765E7,
7.945098000000001,623.4990234375,+,7593511.86549022,,,4,,0.0,7057963.671593657,6713259.502421621,7593511.86549022,
7.945598066666666,778.5315856933594,+,1.0276424643369968E9,PC 36:6,PC,4,,0.0,1.0061723034453743E9,1.0276424643369968E9,9.996452928622813E8,
7.946990733333333,778.4973754882812,-,1.040600764526819E7,,,4,Adduct of existing peak,0.0,1.040600764526819E7,1.0162752129954524E7,7459338.05004893,
7.9506956,867.5336608886719,-,9.375358946724659E7,,,4,,0.0,9.089519573003338E7,9.032085031809974E7,9.375358946724659E7,
7.9506956,869.5384521484375,-,1.7752650963374957E7,,,4,Adduct of existing peak,0.0,1.6864661450776458E7,1.6116536482270418E7,1.7752650963374957E7,
7.958931333333333,784.5072021484375,+,3.1011166608070493E7,,,4,Adduct of existing peak,0.0,3.1011166608070493E7,2.7797238312227815E7,2.614762214738934E7,
7.961738733333334,895.5283203125,-,7913214.080956481,,,4,Adduct of existing peak,0.0,7598236.292831121,7808114.287565396,7913214.080956481,
7.9644565,740.4573974609375,+,1.1725484891274896E7,,,4,Adduct of existing peak,17540.78508728426,1.1725484891274896E7,9698020.28588719,1.1384987070205253E7,
7.966220266666666,800.5144653320312,+,3.715394856676024E7,PC 38:9,PC,4,,0.0,3.715394856676024E7,3.1403284737367082E7,2.968383821970367E7,
7.966220266666666,609.5202026367188,+,2.4400721921010733E7,,,4,Adduct of existing peak,0.0,2.4400721921010733E7,2.3798520583386093E7,2.342088287111947E7,
7.966220266666666,869.5466918945312,+,2.384755650365371E7,,,4,Adduct of existing peak,0.0,2.2162407779189195E7,2.384755650365371E7,2.2122326257962123E7,
7.966220266666666,816.48095703125,+,1.563275190954414E7,,,4,Adduct of existing peak,0.0,1.563275190954414E7,1.2881570320483346E7,1.4729856740469646E7,
7.97169535,766.5341796875,-,1.3334599737223594E7,,,4,Adduct of existing peak,195869.12216094468,7908895.573444845,8192877.551789529,1.3334599737223594E7,
7.9729876,906.5953979492188,+,1.9209131420547765E7,,,4,Adduct of existing peak,0.0,1.6547944418951495E7,1.9209131420547765E7,1.4487317378611943E7,
7.9731668,817.4922180175781,+,6126289.627352575,,,4,Adduct of existing peak,0.0,823868.4709026238,2132110.8022488905,6126289.627352575,
7.976525533333334,719.482177734375,-,1.1710978324270867E8,PG 32:1,PG,4,,0.0,1.0998322992745663E8,1.1163373759005442E8,1.1710978324270867E8,
7.9802477,720.4932250976562,-,4.709824245545073E7,,,4,Adduct of existing peak,0.0,4.4710693766377546E7,4.236759785441095E7,4.709824245545073E7,
7.983940700000001,893.547607421875,-,3.535812573942368E7,,,4,Adduct of existing peak,0.0,3.480302448513753E7,3.3156564796337854E7,3.535812573942368E7,
7.983982433333334,804.5121459960938,-,4314436.00095721,,,4,Adduct of existing peak,0.0,3906576.7510981034,3736299.283898239,4314436.00095721,
7.9856125,786.5244750976562,-,2.89411744129351E8,,,4,Adduct of existing peak,1661758.6051088644,2.75883653447765E8,2.6114257355991107E8,2.89411744129351E8,
7.985803925000001,549.4838256835938,+,5.011610689612124E7,,,4,,1828.9827768881746,5.011610689612124E7,4.528489043150338E7,4.821397748846407E7,
7.9872425,776.572509765625,+,3.0540891527866602E7,PC[OH] OH-34:1,PC[OH],4,,49709.53893371977,3.0540891527866602E7,2.9703885874540184E7,2.8546178864367772E7,
7.987680999999999,769.4963989257812,-,4.083661757978593E7,PG 16:0_20:4,PG,4,,0.0,3.733752248006922E7,3.569559222256091E7,4.083661757978593E7,
7.987680999999999,685.5251159667969,-,2.9900753401810016E7,,,4,Adduct of existing peak,0.0,2.9265360746251315E7,2.828028569486233E7,2.9900753401810016E7,
7.987680999999999,461.11314392089844,-,1.073371803700174E7,,,4,,0.0,7219845.105818602,2385662.7464589784,1.073371803700174E7,
7.991385866666666,1460.1080322265625,-,4537694.620576662,,,4,Dimer,0.0,4446748.644978184,4276363.6985094305,4537694.620576662,
7.991385866666666,1460.1080322265625,-,4537694.620576662,,,4,Dimer,0.0,3976596.990579743,3500678.580203836,4537694.620576662,
7.9914157333333335,809.5119018554688,-,2.6939142323956992E7,,,4,Adduct of existing peak,0.0,2.5956430965163916E7,2.5199276396883354E7,2.6939142323956992E7,
7.994102900000001,587.49951171875,+,3792973.609422466,,,4,,1876.4429531703902,3792973.609422466,3789887.543523609,3690986.567825929,
7.9951206,759.568603515625,-,4.5177620878812456E8,,,4,Adduct of existing peak,0.0,4.3082542987035334E8,4.5177620878812456E8,4.342651508136591E8,
7.995165766666667,533.151611328125,-,8261989.1992512075,,,4,,0.0,5326389.556485481,1791894.770178322,8261989.1992512075,
7.995165766666667,912.5616760253906,-,5.336758364934306E7,,,4,Adduct of existing peak,0.0,5.2118328793755285E7,4.842889114141405E7,5.336758364934306E7,
7.99528885,688.52197265625,+,1.1329844954544123E7,,,4,Adduct of existing peak,35655.066082069345,1.0003115219795259E7,9418053.535406793,1.1329844954544123E7,
7.9988706333333335,913.5729675292969,-,3.0337275664022107E7,,,4,Adduct of existing peak,0.0,2.9970656179733317E7,2.8105872035314422E7,3.0337275664022107E7,
7.9988706333333335,571.3746337890625,-,1.1268484518089816E7,,,4,,0.0,1.0129615638020676E7,1.0085391368440758E7,1.1268484518089816E7,
7.9988879666666675,847.5345458984375,-,2.3949217398887348E8,,,4,Adduct of existing peak,0.0,2.1412156370534527E8,1.963947625218537E8,2.3949217398887348E8,
7.9988879666666675,1564.1232299804688,-,1545446.02227836,,,4,,0.0,1371118.6056669503,1545446.02227836,1273139.4099911277,
8.00123315,750.5006713867188,+,1.141736480422887E8,PC 34:6,PC,4,,8908.298797926203,8.966969447891237E7,8.006096687280294E7,1.141736480422887E8,
8.001480766666667,635.5392456054688,+,7273824.873703008,,,4,,0.0,6536532.027954793,7273824.873703008,7096453.545032864,
8.001480766666667,895.5663757324219,+,6478119.542610113,,,4,Adduct of existing peak,0.0,5874047.38295287,6478119.542610113,5740998.662173633,
8.001786266666667,786.5684204101562,+,2.7735709647651744E8,PC[OH] OH-35:3,PC[OH],4,,0.0,2.6609909200842068E8,2.7735709647651744E8,1.761374198264984E8,
8.001786266666667,810.5198974609375,+,7.455470571800032E7,,,4,Adduct of existing peak,0.0,7.356671362641592E7,7.455470571800032E7,6.989775727644375E7,
8.006728966666667,1446.043701171875,-,2488824.4803432366,,,4,Dimer,0.0,2273573.1697882935,1986952.0868299461,2488824.4803432366,
8.008726566666667,701.5540466308594,+,1.8266525908317828E9,SM d34:2,SM,4,,0.0,1.7895249543505273E9,1.8130105911748679E9,1.8266525908317828E9,
8.008726566666667,728.5165405273438,+,1.9118040183861964E9,PC 32:3,PC,4,,0.0,1.9118040183861964E9,1.8985626620573187E9,1.8959572547425642E9,
8.008726566666667,854.5597839355469,+,3.9398823206851566E8,PC 42:10,PC,4,,0.0,3.452102542795429E8,3.9398823206851566E8,3.7988266175609976E8,
8.008726566666667,723.5349731445312,+,1.2712393315577562E8,,,4,Adduct of existing peak,0.0,1.205145231745442E8,1.1212276078307964E8,1.2712393315577562E8,
8.008726566666667,862.5994262695312,+,2.108069015821952E8,PC[OH] OH-41:7,PC[OH],4,,0.0,2.038139852327295E8,2.108069015821952E8,1.8776850703305182E8,
8.008726566666667,912.6126708984375,+,7.971280974196714E7,PC[OH] OH-45:10,PC[OH],4,,0.0,7.11294260693632E7,7.971280974196714E7,6.0964447013805844E7,
8.008726566666667,876.5525512695312,+,2.250737504564828E7,,,4,Adduct of existing peak,0.0,1.9335580199766766E7,1.8900189083031286E7,2.250737504564828E7,
8.008726566666667,842.5029296875,+,3.415482971763937E7,,,4,Adduct of existing peak,0.0,3.2629526709156156E7,3.0506469096819304E7,3.415482971763937E7,
8.008726566666667,760.615966796875,+,1.1091222336509464E7,,,4,,0.0,1.1057707683244396E7,1.1091222336509464E7,5776048.466494612,
8.008726566666667,370.25575256347656,+,6083923.360005266,,,4,,0.0,6083923.360005266,4996174.191080749,4669176.158725606,
8.008726566666667,787.5650024414062,+,9.270946501708522E7,,,4,M+1 isotope,0.0,8.800672147413778E7,9.270946501708522E7,6.02783360382243E7,
8.008726566666667,857.5791625976562,+,2.5411119755586803E7,,,4,Adduct of existing peak,0.0,2.4596595577842463E7,2.5411119755586803E7,2.3462772689617567E7,
8.008726566666667,892.5181274414062,+,9754702.39891652,,,4,Adduct of existing peak,0.0,3762527.1955190613,5524019.89962527,9754702.39891652,
8.01353735,575.4992065429688,+,3.0795630895326126E8,,,4,,12382.483901590707,3.0795630895326126E8,3.024114063101043E8,2.863340155497573E8,
8.014158166666666,745.4974975585938,-,5.810432558379511E8,PG 16:1_18:1,PG,4,,0.0,5.3049568722069794E8,5.033509873438962E8,5.810432558379511E8,
8.014158166666666,827.5005493164062,-,8968018.839341536,,,4,Adduct of existing peak,0.0,8063574.98512213,8324888.912968189,8968018.839341536,
8.015816833333334,806.562255859375,+,3.3810950679232717E8,,,4,Adduct of existing peak,0.0,3.1371024238772225E8,2.9784286647717756E8,3.3810950679232717E8,
8.015816833333334,864.6153259277344,+,4.406589838579019E7,PC[OH] OH-41:6,PC[OH],4,,0.0,4.183432827234399E7,4.406589838579019E7,3.671670367844774E7,
8.01642335,716.5172119140625,+,4.265298138398693E8,,,4,,6367.500987793116,4.265298138398693E8,4.180016507270123E8,4.219518155770441E8,
8.018233166666667,862.5535278320312,-,2.1923681837331656E8,PC 38:7,PC,4,,0.0,2.1183597622477135E8,1.9997263262760317E8,2.1923681837331656E8,
8.021948466666666,909.5423278808594,-,1.4006501722571552E8,PI 20:4_20:2,PI,4,,0.0,1.3258327049337544E8,1.2490592079511142E8,1.4006501722571552E8,
