Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,Hap1_Blank.raw,Hap1_Neg_3.raw,Hap1_Neg_1.raw,Hap1_Neg_2.raw,
13.9564235,734.6621704101562,-,1.6098527046870458E8,Cer[NS] d18:1_26:1,Cer[NS],4,,82546.51035569822,1.3688559536345944E8,1.6098527046870458E8,1.3814772025953346E8,
13.971634666666667,854.6575317382812,-,1.1673511684995744E7,PE 18:1_26:1,PE,4,RT out of class range,0.0,1.122265020873741E7,1.1673511684995744E7,1.0637720598109089E7,
13.97668775,696.6426086425781,-,8760786.407253748,,,4,,108294.53338007854,5008354.2950296635,8760786.407253748,4998947.646753668,
13.981235333333332,634.645263671875,+,1.2404516950134227E7,Cer[NS] d42:0,Cer[NS],4,,0.0,9784569.640998561,1.2404516950134227E7,1.0708945683665048E7,
13.98598325,577.5150756835938,+,9.296759669594412E7,,,4,,26257.54889193563,6.1180029964387424E7,9.296759669594412E7,5.628157822415745E7,
13.992116000000001,902.7167663574219,-,1.2125323449500196E7,,,4,Adduct of existing peak,0.0,8934139.76435719,1.2125323449500196E7,5865593.03649516,
13.996043333333333,856.6721801757812,+,1.4992863908527259E7,PC 41:2,PC,4,RT out of class range,0.0,1.4369178161652487E7,1.4992863908527259E7,1.3283050507374201E7,
13.996043333333333,818.6949462890625,+,6546231.740834305,Plasmanyl-PC O-39:0,Plasmanyl-PC,4,,0.0,5387126.536963626,6546231.740834305,5036754.461426395,
13.997283249999999,737.6382446289062,-,6.628586141519958E7,,,4,,2291.068216728542,6.3389607242115036E7,5.820586904777625E7,6.628586141519958E7,
14.002600000000001,621.4835815429688,+,1.3419104620047199E7,,,4,,56528.329409728896,1.2187782044857498E7,1.2071390286442246E7,1.3419104620047199E7,
14.003206500000001,666.6333618164062,-,1.4974752009769185E7,,,4,,99816.67231584952,1.324500702987214E7,1.4974752009769185E7,1.3109240261542898E7,
14.007381333333333,1008.7975158691406,-,6610041.672401705,,,4,,0.0,6274773.449109618,6610041.672401705,6263527.343670242,
14.011107333333333,1060.787841796875,-,9344138.90794341,,,4,Adduct of existing peak,0.0,7197035.05773553,7471913.51358809,9344138.90794341,
14.015231,720.6465454101562,-,7458539.531806613,,,4,Adduct of existing peak,0.0,6427349.946242353,7458539.531806613,6333989.905263287,
14.01858225,834.6215515136719,-,9985820.437059108,,,4,Adduct of existing peak,2959.3987883134714,8976478.694582867,3181241.6103051053,9985820.437059108,
14.0199095,977.7742614746094,+,1.3817033639785798E7,,,4,,497233.40855820675,1.3602503124563485E7,1.3817033639785798E7,1.3725947463611461E7,
14.026324666666667,608.6297302246094,+,6389021.849304322,,,4,Adduct of existing peak,0.0,6145553.698037806,6107778.934619984,6389021.849304322,
14.026708750000001,674.6410522460938,-,3.357586931932509E7,Cer[NS] d18:1_26:1,Cer[NS],8,,50321.573855683026,2.9382434887680035E7,3.357586931932509E7,3.0194047402705252E7,
14.029996333333335,1395.9185791015625,-,3.9383854451650165E7,CL 68:6,CL,4,,0.0,3.9297135338232696E7,3.1712221781934176E7,3.9383854451650165E7,
14.031787999999999,1417.90478515625,-,1.0847968867775232E7,,,4,,0.0,9112313.555050923,8573641.512300722,1.0847968867775232E7,
14.032209666666667,834.6229858398438,-,9144417.983574921,,,4,Adduct of existing peak,0.0,8976478.694582867,3086918.763988543,9144417.983574921,
14.034505000000001,844.7097778320312,+,1.4256082746067481E7,PC O-41:0,Plasmenyl-PC,4,Redundant Identification,0.0,1.4256082746067481E7,1.0044656207250029E7,9511678.822836503,
14.041849333333332,1002.7735900878906,+,2.1482843758807242E7,,,4,,0.0,2.005812321605749E7,2.070730886780097E7,2.1482843758807242E7,
14.041849333333332,1003.7916259765625,+,1.3415143133815894E7,,,4,Adduct of existing peak,0.0,1.3415143133815894E7,1.2971714034147112E7,1.2720943819582831E7,
14.041849333333332,844.7090454101562,+,2.3859253352892775E7,PC O-41:0,Plasmenyl-PC,8,RT out of class range,0.0,1.9182519942136854E7,2.0379364981648583E7,2.3859253352892775E7,
14.041849333333332,1003.7901611328125,+,1.3990367718736617E7,,,4,Adduct of existing peak,0.0,1.0768305265012665E7,1.3046399351579627E7,1.3990367718736617E7,
14.051012499999999,698.6365966796875,+,2.512510805587589E7,,,4,Adduct of existing peak,78653.49133202748,2.512510805587589E7,2.5009349150965374E7,2.494547455522699E7,
14.053873249999999,550.6246337890625,+,4.847605012834504E8,,,4,,1.3617435456061883E7,4.4439182650321484E8,4.049218222909123E8,4.847605012834504E8,
14.05654425,734.7084045410156,+,2.2905186911361754E7,,,4,,40848.03645137763,2.2905186911361754E7,2.044316127773118E7,2.1606907663226623E7,
14.056582,658.6452941894531,+,3.1484850620132912E7,Cer[NS] d44:2,Cer[NS],4,Redundant Identification,0.0,3.1280586589828067E7,3.1484850620132912E7,3.029866764818793E7,
14.056582,714.6119384765625,+,1.9158134528695982E7,,,4,Adduct of existing peak,0.0,1.9158134528695982E7,1.8721268848214805E7,1.6384815105581054E7,
14.058743499999999,699.5904541015625,+,8.975399239074503E7,,,4,Adduct of existing peak,243101.905607607,5016032.273843383,4506313.331851284,8.975399239074503E7,
14.059008500000001,736.6767578125,-,2.2582809503184233E7,,,4,,21603.77932851477,1.829229389864681E7,2.2582809503184233E7,1.857471795566411E7,
14.07211,880.6768188476562,+,4680673.176238004,PE 46:4,PE,4,RT out of class range,0.0,4491832.596463131,4680673.176238004,4319157.311354339,
14.074357500000001,757.6434020996094,+,1.324490076611356E8,,,4,,260641.06513845813,8114021.247118191,6571709.528428161,1.324490076611356E8,
14.075887333333332,668.6082153320312,-,4726836.848038578,,,4,Adduct of existing peak,0.0,4726836.848038578,4083936.699865786,4529217.548483691,
14.076945250000001,708.6466064453125,-,1.7916695088183024E9,Cer[NS] d18:1_24:0,Cer[NS],4,,161213.56663558635,1.3549577354256516E9,1.7916695088183024E9,1.338871435797495E9,
14.079208000000001,737.544921875,+,4.8285993248741694E7,,,4,Adduct of existing peak,360557.11016302765,2750376.9163634903,2228691.2695190716,4.8285993248741694E7,
14.082673,621.4833374023438,+,1.3677425269088907E7,,,4,,43354.30746786601,1.2833699059863161E7,1.3246826037357649E7,1.3677425269088907E7,
14.08813175,676.6574096679688,+,3.1846629145539436E7,Cer[NS] d44:2,Cer[NS],8,,48371.145068057565,3.1846629145539436E7,3.1156354374273296E7,2.9915333428546447E7,
14.094948333333333,744.6484375,+,8194037.812033205,,,4,Adduct of existing peak,0.0,271865.6021681296,426623.683917418,8194037.812033205,
14.098928333333333,1051.7486572265625,-,8143746.999742267,,,4,Adduct of existing peak,0.0,6870574.6439123,8143746.999742267,6960877.700496571,
14.10131425,684.6030883789062,-,4.569551728062013E8,,,4,Adduct of existing peak,133856.78209564392,3.6759638530814224E8,4.569551728062013E8,3.7588784643459094E8,
14.102089249999999,722.5755615234375,+,2.5672781324623074E7,,,4,Adduct of existing peak,74528.92884644627,1397758.447759224,1202692.6336670828,2.5672781324623074E7,
14.102299666666667,786.6964416503906,+,2.128337304483992E7,,,4,,0.0,915927.5899038317,764866.7687297871,2.128337304483992E7,
14.102331000000001,692.6983642578125,+,1.6451494477501215E7,,,4,,0.0,1.6451494477501215E7,1.3651924984577889E7,1.5797133035383323E7,
14.102331000000001,656.6271362304688,+,5523759.926545569,,,4,Adduct of existing peak,0.0,5523759.926545569,4532579.108082597,5387965.384197712,
14.102654666666666,828.6439514160156,-,7.007297820983149E7,,,4,Adduct of existing peak,0.0,5.976488414907461E7,7.007297820983149E7,5.9940155672325686E7,
14.102654666666666,969.7489624023438,-,5.243547584645481E7,,,4,,0.0,4.6992481830079205E7,5.243547584645481E7,4.691094569818485E7,
14.10474,692.6519775390625,-,4.5021617128556885E7,,,4,,408625.887434847,3.977929834134734E7,3.928564995323805E7,4.5021617128556885E7,
14.106396333333334,1077.763427734375,-,7862867.523814638,,,4,Adduct of existing peak,0.0,7649331.301040852,7733931.014690282,7862867.523814638,
14.106419666666667,966.7423706054688,-,4816885.092882596,,,4,,0.0,4269508.779635038,3920267.856614309,4816885.092882596,
14.107787000000002,603.5302734375,+,5.2172781606661916E7,,,4,,5959.8278495947,5.2172781606661916E7,4.423761798790402E7,2.610067067034187E7,
14.10853675,910.6431884765625,-,2.6289934668307967E7,,,4,,2010887.3176644184,1.4344748735257333E7,2.6289934668307967E7,1.3724483300751043E7,
14.109671999999998,830.657470703125,+,8.50513089909288E7,PE 42:1,PE,4,RT out of class range,0.0,8.125922734293982E7,8.50513089909288E7,6.042347012636523E7,
14.109671999999998,830.6453247070312,+,8.816900973012727E7,,,4,Adduct of existing peak,0.0,8.289026233118914E7,8.816900973012727E7,7.24072356982833E7,
14.110137666666667,995.7636108398438,-,5.228352770137656E7,,,4,,0.0,5.050730942274032E7,5.149179829264158E7,5.228352770137656E7,
14.116982333333334,812.6464233398438,+,7528709.241631992,,,4,Adduct of existing peak,0.0,6059559.853085638,7528709.241631992,5793663.632893934,
14.121474999999998,1445.93603515625,-,4.133702090167688E7,,,4,Adduct of existing peak,0.0,3.9630457216584355E7,4.133702090167688E7,3.989786017081586E7,
14.121491,996.764892578125,-,3.366306140537158E7,,,4,Adduct of existing peak,0.0,3.2900625699343845E7,3.366306140537158E7,3.365874944703121E7,
14.125118333333333,853.68017578125,+,9947589.742852362,,,4,,0.0,9075191.43152475,8018162.941311646,9947589.742852362,
14.125118333333333,817.6043090820312,+,7021942.694331067,,,4,Adduct of existing peak,0.0,7021942.694331067,6041957.320986108,5262623.71283726,
14.125118333333333,795.6240844726562,+,6317475.7630151445,,,4,Adduct of existing peak,0.0,6013419.912998782,5456899.084971797,6317475.7630151445,
14.125229666666668,1467.9189453125,-,9864297.881703084,,,4,Adduct of existing peak,0.0,9503079.12165574,9864297.881703084,9502543.956580907,
14.1273625,688.5968017578125,+,1.3593422505055743E8,,,4,Adduct of existing peak,27987.73243511625,1.349290288515902E8,1.3593422505055743E8,1.2534745438890387E8,
14.128896666666668,1331.8919677734375,-,3964135.516928031,,,4,,0.0,3895802.13952618,3159159.133790397,3964135.516928031,
14.132447333333333,988.8120727539062,+,1.6628640690483877E7,,,4,,0.0,1.5661240866081163E7,1.6628640690483877E7,1.3285535312034715E7,
14.132447333333333,908.7507934570312,+,1.1894287673268175E7,,,4,,0.0,1.1542207661424669E7,1.1894287673268175E7,1.1470041027165076E7,
14.132447333333333,993.7430419921875,+,1.0544359219101567E7,,,4,Adduct of existing peak,0.0,1.0544359219101567E7,1.0273454530126937E7,8770822.030355893,
14.132447333333333,989.7861022949219,+,1.053912835674796E7,,,4,Adduct of existing peak,0.0,9912206.899273008,1.053912835674796E7,8988039.063664244,
14.132965,650.6409912109375,+,3.7171144427667636E8,Cer[NS] d42:1,Cer[NS],4,Redundant Identification,43424.7827489932,3.2901279925627506E8,3.7171144427667636E8,2.930875925549465E8,
14.135561249999999,852.6400146484375,+,1.5039906430464072E7,,,4,Adduct of existing peak,180233.11654514383,1.4640884071672628E7,1.5039906430464072E7,1.3210937634409562E7,
14.13587825,1021.7792358398438,-,1.0519043816784406E7,,,4,Adduct of existing peak,6555.65077879403,1.0482906188907389E7,1.0115146816341564E7,1.0519043816784406E7,
14.136180499999998,831.6609802246094,+,4.616365603963822E7,,,4,M+1 isotope,3040018.4096641093,4.3391884505092084E7,4.616365603963822E7,3.7398790755664796E7,
14.139562,1019.7597045898438,+,8830582.591403458,,,4,Adduct of existing peak,0.0,8368278.575620089,8352258.388302514,8830582.591403458,
14.139940500000002,932.89208984375,-,8637865.712192725,,,4,,17874.506199083015,7080581.859441685,8637865.712192725,7193652.03547805,
14.14009,1421.9349365234375,-,2.4435906288711037E7,CL 70:7,CL,4,,0.0,2.2997256272293583E7,2.4110764973002568E7,2.4435906288711037E7,
14.140135999999998,722.625244140625,-,6767507.261104944,,,4,Adduct of existing peak,0.0,5185669.831917801,6767507.261104944,4705813.034815264,
14.140371,1097.3226928710938,+,5384226.065045135,,,4,,5384226.065045135,0.0,0.0,0.0,
14.14039875,694.6304321289062,-,2.893070441783836E7,,,4,,14757.701081219835,2.0139749869753346E7,2.893070441783836E7,2.112744390443655E7,
14.143834333333336,960.7972412109375,-,8232546.101419485,,,4,Adduct of existing peak,0.0,6406618.462960571,8232546.101419485,6426732.723352862,
14.14385,974.8118286132812,-,8227111.21292282,,,4,Adduct of existing peak,0.0,6539115.704688537,8227111.21292282,6309654.888069618,
14.143925666666666,686.6011962890625,-,1.711680885544084E8,,,4,,0.0,1.3487992050005662E8,1.711680885544084E8,1.4069740149453902E8,
14.14503075,1014.8028564453125,+,1.9697762529012684E7,,,4,Adduct of existing peak,115348.83926237671,1.917249345560496E7,1.9697762529012684E7,1.796175401621678E7,
14.14503075,1015.8357543945312,+,1.2478415211595716E7,,,4,,10667.074595947555,1.1337107957504485E7,1.2478415211595716E7,1.1563360325221213E7,
14.145401,732.6469116210938,-,7972588.596256685,,,4,Adduct of existing peak,89088.46085953519,6754263.561079364,7972588.596256685,6481192.523113193,
14.147573,1334.2333984375,-,5042123.802229249,,,4,Adduct of existing peak,0.0,3639994.8851357773,5042123.802229249,3658066.5946624493,
14.147618333333332,988.8233032226562,-,5941056.388747876,,,4,Adduct of existing peak,0.0,4499660.097700426,5941056.388747876,4384770.317859721,
14.151309,1298.2568359375,-,2221636.1905354545,,,4,Adduct of existing peak,0.0,898154.7780801516,2221636.1905354545,827032.4514958572,
14.151333666666666,808.6116943359375,-,5.208903406411984E7,,,4,,0.0,4.8032280186105266E7,2.1494870941920754E7,5.208903406411984E7,
14.151333666666666,790.6478881835938,-,6818923.227885002,,,4,Adduct of existing peak,0.0,4352219.9190787915,6818923.227885002,4319174.387526051,
14.151383666666666,648.6251220703125,-,4.6126759829609555E8,Cer[NS] d18:1_24:0,Cer[NS],12,,0.0,3.552337011395404E8,4.6126759829609555E8,3.544226818481224E8,
14.155023333333332,1357.9083251953125,-,1.3226828263393726E7,,,4,,0.0,1.2949876739014259E7,1.2794408834686635E7,1.3226828263393726E7,
14.155023333333332,904.8626708984375,-,8783111.619202534,,,4,,0.0,7020459.720772728,8783111.619202534,6529777.273723756,
14.155032,1335.2364501953125,-,3751155.6542491834,,,4,Adduct of existing peak,0.0,3555419.698311085,3751155.6542491834,2559649.196278576,
14.155032,1358.27685546875,-,6094526.975757852,,,4,,0.0,4629789.410928753,6094526.975757852,3790492.5206301585,
14.155077333333333,711.6217651367188,-,4.080734588672455E8,,,4,,0.0,3.96150420456768E8,3.9365898621387833E8,4.080734588672455E8,
14.156116,738.6572875976562,-,1.2257082604273189E7,,,4,Adduct of existing peak,14912.359963299841,5267870.598446222,1.2257082604273189E7,4545767.796969382,
14.158746333333333,1359.28076171875,-,5747791.251397055,,,4,Adduct of existing peak,0.0,3995964.3637893465,5747791.251397055,3962334.1122590783,
14.166175666666666,1379.888671875,-,3251962.3681168957,,,4,Adduct of existing peak,0.0,2961590.777671287,3169782.961987857,3251962.3681168957,
14.17725,632.629638671875,+,4.3272121610302913E8,Cer[NS] d42:1,Cer[NS],4,Redundant Identification,0.0,4.001053484772584E8,4.3272121610302913E8,3.6861226778535664E8,
14.17725,672.6226196289062,+,2.6003534944244108E8,,,4,Adduct of existing peak,0.0,2.551861833632841E8,2.6003534944244108E8,2.4325293768890083E8,
14.17725,708.6929931640625,+,2.3328741272390604E8,,,4,,0.0,2.297816345999383E8,2.3328741272390604E8,2.1185498989458632E8,
14.17725,689.5987243652344,+,6.461401699399109E7,,,4,Adduct of existing peak,0.0,6.461401699399109E7,6.2878311545283586E7,5.262598440564472E7,
14.17725,737.7457275390625,+,1.5081997373574054E7,,,4,,0.0,1.4880438440688977E7,1.4225954718027284E7,1.5081997373574054E7,
14.17725,614.6191711425781,+,9969685.331444586,,,4,Adduct of existing peak,0.0,9717584.717609547,9969685.331444586,8098024.047325737,
14.17725,754.6248779296875,+,7564113.895898075,,,4,Adduct of existing peak,0.0,7413002.628437585,7564113.895898075,6794524.834965905,
14.19449275,566.6196899414062,+,4.111304379801782E7,,,4,Adduct of existing peak,139563.99224928988,4.070718889389315E7,3.7880129676249765E7,4.111304379801782E7,
14.19449275,566.6195678710938,+,4.134259877682665E7,,,4,Adduct of existing peak,139656.94996553508,4.0991977732012615E7,3.797203359151316E7,4.134259877682665E7,
14.19548225,762.614990234375,-,3.279553009242996E7,,,4,Adduct of existing peak,1952958.9644530108,2.0698024114419106E7,3.279553009242996E7,1.939835417729418E7,
14.200517333333332,898.7296752929688,-,4987604.700479534,,,4,,0.0,2079617.1828196982,4987604.700479534,1593378.7333227703,
14.201895,748.6069946289062,+,1.0405728464132637E7,,,4,Adduct of existing peak,237307.70973919824,1.0239573637800708E7,1.0405728464132637E7,7973566.950515052,
14.207869333333333,1471.9512939453125,-,2.513589270943782E7,,,4,,0.0,2.513589270943782E7,2.473157334780316E7,2.3614009632728055E7,
14.207869333333333,940.7317504882812,-,5447686.71644685,,,4,Adduct of existing peak,0.0,5143144.169603916,5366809.352071867,5447686.71644685,
14.207869333333333,1493.9378051757812,-,5290554.647045375,,,4,Adduct of existing peak,0.0,4916201.368635222,5290554.647045375,4848118.769562182,
14.220949666666668,882.7202758789062,+,1.4425054055208862E7,PC O-44:2,Plasmenyl-PC,4,RT out of class range,0.0,1.3670484478507444E7,1.419471426901086E7,1.4425054055208862E7,
14.220949666666668,1028.7938232421875,+,8632171.614409568,,,4,,0.0,7552251.880176768,8596692.14618944,8632171.614409568,
14.228342,522.5579223632812,+,7810598.536424627,,,4,,0.0,6843380.18165118,6756052.06325444,7810598.536424627,
14.243072,924.7353515625,+,7932505.133313413,PC 46:3,PC,4,RT out of class range,0.0,6541811.116618265,7932505.133313413,7672514.096319723,
14.265162333333334,674.6410522460938,-,9336910.036121719,Cer[NS] d18:2_26:0,Cer[NS],4,Redundant Identification,0.0,8811125.122402411,9336910.036121719,9063608.190364469,
14.266514666666666,1383.923828125,-,1.0168011137113363E7,CL 67:5,CL,4,,0.0,9862761.604379524,9817267.271629216,1.0168011137113363E7,
14.2673795,676.6567993164062,+,9887413.639300391,Cer[NS] d18:2_26:0,Cer[NS],12,,54485.8872272754,8518967.304230493,9382054.661289584,9887413.639300391,
14.267807,734.6621704101562,-,4.283328559626565E7,,,4,Adduct of existing peak,0.0,3.967000129838818E7,4.283328559626565E7,3.920847991641462E7,
14.269467250000002,508.5780944824219,+,1.1936698142621841E9,,,4,,168287.60677926196,1.1361656823114133E9,1.0322393564572316E9,1.1936698142621841E9,
14.2722695,536.5729370117188,+,2.555325425734033E7,,,4,,58025.06080425343,2.2472648929411817E7,2.155971989236757E7,2.555325425734033E7,
14.277660333333335,737.6382446289062,-,2.0657862641480133E7,,,4,Adduct of existing peak,0.0,2.012801776269518E7,1.7200303440630224E7,2.0657862641480133E7,
14.295614666666665,658.6453857421875,+,9380839.137345318,Cer[NS] d18:2_26:0,Cer[NS],8,Redundant Identification,0.0,8884981.004423082,9329020.758417403,9380839.137345318,
14.31832975,796.6973876953125,+,2.65527195794659E7,,,4,,41467.690123593355,1350179.6555675333,1285572.38605491,2.65527195794659E7,
14.318889749999999,818.6312866210938,+,1.5736302501835655E7,,,4,,67025.02304437531,1121902.1319010078,1098047.8647325214,1.5736302501835655E7,
14.328021666666666,944.7271728515625,-,8290156.653379594,,,4,,0.0,5933885.918102425,8290156.653379594,6189224.663983481,
14.34013875,838.7369689941406,+,1.6046356054711645E7,,,4,,11149.084205778314,1122166.7415180425,1142561.760487735,1.6046356054711645E7,
14.3428525,886.7052612304688,+,1.4743575154801344E7,PC 43:1,PC,4,RT out of class range,2460.0924462524413,1.4232762531984136E7,1.4743575154801344E7,1.106977114912205E7,
14.3486255,606.6865234375,+,8.491075426564772E7,,,4,,124159.57276976125,7351744.4381432915,6581190.164610472,8.491075426564772E7,
14.355106666666666,1497.9688720703125,-,9122814.658293301,,,4,,0.0,8327447.138242523,8549198.094159154,9122814.658293301,
14.367552333333334,942.7367553710938,-,1.2693825350983644E7,,,4,,0.0,1.158707830389645E7,1.1539225192260733E7,1.2693825350983644E7,
14.369410000000002,964.3301391601562,+,5377052.013424941,,,4,,2678.7693908644633,58304.78239522987,152761.73278482407,5377052.013424941,
14.376733999999999,1037.6875,+,6663245.160856202,,,4,Adduct of existing peak,0.0,6663245.160856202,5980065.378806489,5442738.797620951,
14.376733999999999,1016.7619018554688,+,4110631.3677539104,TG 20:4_22:6_22:6,TG,4,,0.0,4110631.3677539104,3524918.611427797,3714237.299446361,
14.376733999999999,923.3038330078125,+,2.273901059316673E7,,,4,,0.0,561917.0694403269,943077.4238437,2.273901059316673E7,
14.376733999999999,961.3312377929688,+,1.0884942080116743E7,,,4,,0.0,137277.67381452065,432503.2825573863,1.0884942080116743E7,
14.38589225,920.3052368164062,+,5.089278169963201E7,,,4,,113501.83061803615,3100732.442688991,3199197.701274484,5.089278169963201E7,
14.401182333333333,1562.362548828125,-,2844652.7077643713,,,4,,0.0,1481443.9641482779,841470.6597832637,2844652.7077643713,
14.4077325,722.6610717773438,-,1.9421521895685565E7,,,4,,51900.98970167011,1.5502707696923159E7,1.9421521895685565E7,1.4946434759454578E7,
14.40796225,884.74609375,+,3.450974405343519E7,Plasmanyl-PC O-44:2,Plasmanyl-PC,4,RT out of class range,240633.96688826685,3.450974405343519E7,3.448772614679733E7,3.0648691324698098E7,
14.408699,1409.9378662109375,-,5624900.006592679,,,4,Adduct of existing peak,0.0,5483918.556522658,5583003.706812209,5624900.006592679,
14.408699,1526.9246215820312,-,4466601.335008723,,,4,M+1 isotope,0.0,3946902.619520856,4466601.335008723,4258471.966120448,
14.412473333333333,1525.919677734375,-,4390180.458942887,,,4,Adduct of existing peak,0.0,3868322.9959209347,4071020.281682722,4390180.458942887,
14.413364000000001,656.6141052246094,+,6581082.701944582,,,4,,0.0,161425.62098063264,181446.7961984772,6581082.701944582,
14.415576666666666,1421.9354248046875,-,7.240951925954452E7,,,4,Dimer,0.0,6.965984843728876E7,7.240951925954452E7,6.972289142901012E7,
14.423055,1443.920166015625,-,2.2369693598493163E7,,,4,Adduct of existing peak,0.0,2.0866174368281938E7,2.2369693598493163E7,2.1505157738385692E7,
14.435538666666668,597.4834594726562,+,3.480806003318857E7,,,4,,0.0,3.480806003318857E7,3.446954976956965E7,3.234030740410084E7,
14.44417225,710.4667358398438,-,7483095.482634493,,,4,,20847.565936815314,7113684.48001582,7483095.482634493,6922425.672187028,
14.450470666666666,972.7122802734375,-,8621629.395881856,,,4,,0.0,4662100.492817363,8621629.395881856,4403280.142883972,
14.450470666666666,1319.8851318359375,-,5917475.094201896,,,4,,0.0,5189651.4165673945,5917475.094201896,5123437.094954442,
14.454278333333333,890.7164306640625,-,4.544568802047633E7,,,4,,0.0,2.646557482407667E7,4.544568802047633E7,2.4259960273030106E7,
14.461697,672.4510498046875,-,4895130.166395592,,,4,,0.0,4895130.166395592,4871921.994298801,4773157.782947543,
14.461837000000001,1367.8897705078125,-,2.066425838032959E7,,,4,Adduct of existing peak,0.0,2.0184227004157893E7,2.066425838032959E7,2.049322997513036E7,
14.464871,426.4637451171875,+,7.038020608285582E7,,,4,,0.0,7.038020608285582E7,6.754322050618589E7,6.632373387973219E7,
14.476774666666666,1345.906982421875,-,8.184705497192512E7,,,4,Dimer,0.0,7.883429955073807E7,8.184705497192512E7,7.77924057929773E7,
14.487400333333333,521.4525756835938,+,2.7206327474034883E7,,,4,,0.0,2.6340946142229322E7,2.5018820860355593E7,2.7206327474034883E7,
14.487400333333333,854.6920166015625,+,1.1671032582370644E7,,,4,Adduct of existing peak,0.0,9199106.45895178,1.1671032582370644E7,7507321.092203935,
14.491608,1459.9537353515625,-,3418550.1526813903,,,4,Adduct of existing peak,0.0,3279727.064325016,3020654.7904434116,3418550.1526813903,
14.49365775,710.6557312011719,-,3.671704411169741E7,,,4,,118622.96607782252,1.6516348292840645E7,3.671704411169741E7,1.4779161725311583E7,
14.495394333333335,998.7302856445312,-,1.034117931064607E7,,,4,,0.0,9662156.934559235,9987564.881739326,1.034117931064607E7,
14.495397666666667,916.7310791015625,-,5.532694843817648E7,,,4,,0.0,5.213517806842148E7,5.532694843817648E7,5.319675856133474E7,
14.499119333333335,1491.8817749023438,-,8771682.057517808,,,4,Adduct of existing peak,0.0,8573994.15288164,8642334.491369065,8771682.057517808,
14.499170666666666,1469.9357299804688,-,2.1392233333216783E7,,,4,Adduct of existing peak,0.0,1.3601820061885316E7,2.1392233333216783E7,1.667221309073573E7,
14.499170666666666,734.6621704101562,-,7845327.383395616,,,4,Adduct of existing peak,0.0,7479320.9680847,7845327.383395616,7731188.2135245325,
14.502904666666666,1409.86865234375,-,1.563985526444437E7,,,4,Adduct of existing peak,0.0,1.563985526444437E7,1.5219699000419907E7,1.5325893836249905E7,
14.502904666666666,1557.9119262695312,-,7615955.293199717,,,4,,0.0,7369547.418792073,7183782.404029769,7615955.293199717,
14.502968000000001,723.975830078125,-,7122854.057112411,,,4,,0.0,6989742.882866011,7122854.057112411,6800709.768156946,
14.506611666666666,723.4728393554688,-,7932619.512709729,,,4,,0.0,7932619.512709729,6981277.038320347,7384021.104879889,
14.506664333333333,1371.9287109375,-,3.770232169491671E8,,,4,Dimer,0.0,3.7170931780838406E8,3.770232169491671E8,3.6816559551439935E8,
14.506664333333333,1447.9507446289062,-,9.168714511865775E7,,,4,Dimer,0.0,8.860914203946736E7,9.168714511865775E7,8.982914760296805E7,
14.509490666666666,880.7084350585938,+,2.044293660559843E7,,,4,Adduct of existing peak,0.0,2.044293660559843E7,1.9859880386825502E7,2.028196045611134E7,
14.509490666666666,880.7090454101562,+,2.0779146394493144E7,,,4,Adduct of existing peak,0.0,1.985116840375135E7,1.9948960424394134E7,2.0779146394493144E7,
14.510345666666666,686.6179809570312,-,6019696.798993069,,,4,Adduct of existing peak,0.0,2674528.7134109866,6019696.798993069,2455838.001201726,
14.510401,1393.9039306640625,-,9.819327282993151E7,,,4,Adduct of existing peak,0.0,9.52629682186744E7,9.722388612445109E7,9.819327282993151E7,
14.510410666666667,685.4593505859375,-,2.658619197033165E7,,,4,,0.0,2.658619197033165E7,2.623133532118206E7,2.502366352642815E7,
14.514082333333334,906.7500305175781,-,6057192.956960715,,,4,,0.0,5859702.606853131,5691324.897215117,6057192.956960715,
14.514131666666666,1475.8995971679688,-,1.699463094296112E7,,,4,,0.0,1.699463094296112E7,1.6895474111199237E7,1.6315279766221866E7,
14.516849666666667,896.6776733398438,+,1.0470235112372879E7,PC[OH] OH-43:4,PC[OH],4,RT out of class range,0.0,1.0470235112372879E7,1.0086576101481233E7,9159461.604874663,
14.516849666666667,896.6805114746094,+,9925107.09638292,,,4,Adduct of existing peak,0.0,9925107.09638292,9919866.824703423,8519555.182149349,
14.518009333333332,1476.9048461914062,-,1.5943514257811623E7,,,4,Adduct of existing peak,0.0,1.4924707011487063E7,1.5943514257811623E7,1.5429022467828665E7,
14.532190666666665,547.4681396484375,+,1.4438466218040705E8,,,4,,0.0,1.4306233391710857E8,1.4438466218040705E8,1.4001836279998866E8,
14.539546999999999,716.65869140625,+,7307677.646894255,,,4,Adduct of existing peak,0.0,6950809.3039027965,7307677.646894255,6783139.821583543,
14.539576666666667,623.4990844726562,+,2.4504189075649407E7,,,4,,0.0,2.1982393769740265E7,2.4504189075649407E7,2.123846954594484E7,
14.54198275,713.6372680664062,-,7848514.086078703,,,4,,27242.3715009965,4389475.61457973,7848514.086078703,4095433.0319992783,
14.5484425,832.7103881835938,+,9.195843522440536E7,Plasmanyl-PC O-40:0,Plasmanyl-PC,8,RT out of class range,22940.604540761717,7.043332926164852E7,9.195843522440536E7,5.520878234920065E7,
