Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,711.09374,712.10101,4.924,0.112,3,31790.33612,100,F9
FALSE,[M-H]-1,-1,732.55263,731.54535,3.163,0.058,2,31787.78996,100,F6
FALSE,[M+H]+1,1,1104.6917,1105.69897,14.409,0.097,2,31786.4964,100,F8
FALSE,[M+H]+1,1,923.55937,924.56665,10.013,0.08,2,31784.74345,100,F7
FALSE,[M-H]-1,-1,1196.4825,1195.47522,7.665,0.071,2,31782.89839,100,F4
FALSE,[M-H]-1,-1,450.04954,449.04227,3.094,0.143,3,31771.70411,100,F4
FALSE,[M+H]+1,1,935.79912,936.8064,17.548,0.149,2,31769.08724,14.495,F8
FALSE,[M+H]+1,1,523.46678,524.47406,16.542,0.06,1,31765.06572,100,F7
FALSE,[M+H]+1,1,731.4735,732.48077,6.319,0.093,2,31754.81442,100,F8
FALSE,[M+H]+1,1,464.37016,465.37744,4.187,0.132,2,31754.60988,70.204,F7
FALSE,[M+H]+1,1,663.61662,664.6239,11.759,0.109,2,31749.0684,100,F1
FALSE,[M-H]-1,-1,763.47859,762.47131,6.838,0.072,2,31747.77265,100,F4
FALSE,[M-H]-1,-1,926.73506,925.72778,15.676,0.105,3,31746.7067,100,F5
FALSE,[M+H]+1,1,716.48277,717.49005,5.188,0.185,2,31746.03816,100,F1
FALSE,[M+H]+1,1,561.62096,562.62823,14.597,0.138,2,31745.28114,100,F8
FALSE,[M-H]-1,-1,555.5215,554.51422,9.251,0.111,2,31733.74576,100,F5
FALSE,[M+H]+1,1,906.75713,907.7644,12.946,0.107,2,31723.77769,100,F8
FALSE,[M+H]+1,1,577.61571,578.62299,17.671,0.08,2,31722.62124,100,F1
FALSE,[M+H]+1,1,1142.78179,1143.78906,0.903,0.104,2,31721.21114,100,F8
FALSE,[M-H]-1,-1,618.35444,617.34717,7.267,0.05,2,31717.9266,100,F5
FALSE,[M+H]+1,1,702.54057,703.54785,11.544,0.093,2,31717.32195,100,F7
FALSE,[M+H]+1,1,707.45232,708.45959,6.969,0.064,2,31713.20023,100,F1
FALSE,[M-H]-1,-1,864.07875,863.07147,9.425,0.096,3,31711.51532,100,F2
FALSE,[M-H]-1,-1,1270.67622,1269.66895,11.504,0.101,2,31702.69721,100,F6
FALSE,[M+H]+1,1,792.58714,793.59442,11.365,0.129,2,31700.60207,100,F9
FALSE,[M-H]-1,-1,582.11116,581.10388,5.572,0.089,3,31693.74539,100,F4
FALSE,[M+H]+1,1,514.33312,515.34039,6.238,0.082,3,31693.4788,100,F1
FALSE,[M-H]-1,-1,633.39949,632.39221,7.946,0.102,2,31693.16582,100,F6
FALSE,[M+H]+1,1,1076.92217,1077.92944,16.982,0.113,2,31688.79374,100,F9
FALSE,[M-H]-1,-1,845.57844,844.57117,7.947,0.086,2,31682.50796,100,F5
FALSE,[M-H]-1,-1,686.51143,685.50415,10.056,0.07,2,31679.9747,100,F5
FALSE,[M-H]-1,-1,711.63869,710.63141,11.745,0.139,2,31677.96833,100,F5
FALSE,[M-H]-1,-1,555.30531,554.29803,1.261,0.092,3,31670.46799,100,F5
FALSE,[M+H]+1,1,847.54845,848.55573,9.318,0.083,2,31670.16238,100,F7
FALSE,[M-H]-1,-1,853.5442,852.53693,7.97,0.114,2,31668.09904,100,F5
FALSE,[M+H]+1,1,517.24718,518.25446,1.803,0.068,2,31666.01331,100,F9
FALSE,[M-H]-1,-1,1081.57161,1080.56433,8.369,0.062,2,31664.27261,100,F6
FALSE,[M-H]-1,-1,711.67317,710.66589,14.368,0.126,2,31663.47182,100,F2
FALSE,[M+H]+1,1,1122.75981,1123.76709,18.652,0.074,2,31658.64629,100,F1
FALSE,[M-H]-1,-1,328.23955,327.23227,0.853,0.056,2,31655.60372,100,F4
FALSE,[M+H]+1,1,1004.63243,1005.63971,6.627,0.104,2,31653.51139,100,F8
FALSE,[M+H]+1,1,555.4334,556.44067,2.886,0.09,2,31652.66471,100,F9
FALSE,[M-H]-1,-1,876.53761,875.53033,6.345,0.129,3,31650.33319,100,F5
FALSE,[M-H]-1,-1,1098.69697,1097.6897,7.814,0.106,2,31648.73685,100,F1
FALSE,[M+H]+1,1,635.37822,636.3855,1.777,0.156,2,31645.98927,100,F9
FALSE,[M+H]+1,1,698.50871,699.51599,11.485,0.113,2,31637.72422,100,F9
FALSE,[M+H]+1,1,732.60723,733.6145,13.178,0.09,3,31632.44912,100,F9
FALSE,[M-H]-1,-1,735.63716,734.62988,11.818,0.098,2,31629.55194,100,F5
FALSE,[M+H]+1,1,725.61772,726.625,11.858,0.144,2,31624.47128,100,F3
FALSE,[M-H]-1,-1,366.23961,365.23233,0.556,0.043,2,31621.08209,100,F4
FALSE,[M-H]-1,-1,340.33327,339.32599,8.447,0.089,3,31619.01272,100,F2
FALSE,[M+H]+1,1,882.42333,883.4306,10.024,0.126,2,31614.20279,100,F8
