Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Rep1.raw (F1),Hap1_Neg_1.raw (F2)+Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4)+Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),
15.249,1009.78967,+,1322713.542,,,4,1322713.542,1169336.587,1002444.363,1290720.503,
15.253,630.61401,+,136054.1513,,,3,111383.2787,136054.1513,110578.2323,117207.2499,
15.27,1425.96912,-,3.75850381E7,CL 18:2_18:1_16:1_18:1,CL,4,3.377947152E7,3.465492325E7,3.544703787E7,3.75850381E7,
15.276,1447.94971,-,8159771.102,,,4,8159771.102,6563057.776,8000262.74,7822212.719,
15.287,1529.95178,-,1638959.071,,,4,1638959.071,1381210.91,1529451.042,1314896.175,
15.302,905.78473,+,445392.2106,,,4,396792.1713,166087.8413,445392.2106,159205.9309,
15.308,973.81171,+,336573.2889,,,4,295152.1696,336573.2889,305036.9004,298261.9729,
15.314,550.58832,+,424920.2506,,,4,395096.1953,423422.8898,414635.0179,424920.2506,
15.32,933.75916,+,2776362.719,,,4,2776362.719,2129502.49,2272655.158,2131335.703,
15.327,1169.33386,+,3904822.772,,,4,3904822.772,773113.3401,2074848.846,938877.9382,
15.327,1128.30774,+,3731010.868,,,4,3731010.868,578060.5016,1444828.516,741585.4772,
15.329,594.65039,+,641531.8745,,,4,607556.9574,592377.9467,641531.8745,586058.7475,
15.345,892.73303,+,2838987.653,TG 16:1_16:1_22:6,TG,4,2838987.653,2529076.073,2147373.162,2504130.108,
15.368,454.49521,+,128234.0081,,,3,128234.0081,115289.34,102767.8977,115903.7159,
15.388,959.77423,+,1618688.945,,,4,1425046.098,1618688.945,1572158.594,1549077.801,
15.395,1451.98486,-,1.468390051E7,CL 18:1_20:3_16:1_18:1,CL,4,1.274275987E7,1.400798416E7,1.43902127E7,1.468390051E7,
15.398,1473.96619,-,3304204.901,,,4,2794052.337,3304204.901,2850899.675,2847983.636,
15.404,1555.9679,-,888717.9393,,,4,888717.9393,660468.4632,668012.0117,708266.0391,
15.416,1465.00476,-,53397.48478,,,3,2907.351752,29339.50262,53397.48478,49232.449,
15.427,564.60388,+,236248.6168,,,4,223250.592,232923.544,231294.8968,236248.6168,
15.434,913.66254,+,943216.1016,,,4,943216.1016,513392.5886,534206.0383,567522.3966,
15.438,811.61627,+,171381.5613,,,2,171381.5613,53132.06464,71993.37948,127970.8136,
15.439,923.70325,+,393751.9313,TG 16:1_20:4_20:4,TG,4,393751.9313,159214.9727,248111.3679,199886.8623,
15.445,883.74268,+,167822.0978,,,2,160053.7516,125858.7107,167822.0978,143189.7551,
15.453,1061.82007,+,248298.7168,,,4,192685.8738,248298.7168,224615.5299,223756.9284,
15.468,704.73438,+,132852.2859,,,4,108271.21,129160.4201,132852.2859,126562.0488,
15.474,1020.7937,+,613816.696,TG 20:4_22:6_22:4,TG,4,453473.7483,613816.696,506845.7673,524908.4229,
15.492,1035.80457,+,1125837.138,,,4,985101.3842,1125837.138,1066158.356,1048925.58,
15.493,1477.99988,-,2793025.619,CL 18:1_18:1_18:2_20:3,CL,4,2336248.61,2793025.619,2517726.43,1754765.317,
15.493,1009.78937,+,687579.2337,,,4,577412.1226,687579.2337,614839.8505,587910.7973,
15.5,1499.98169,-,1510887.054,,,4,1319639.663,1510887.054,1038829.013,1408075.854,
15.507,968.76355,+,1709345.399,,,4,1709345.399,1166013.296,1212555.103,1226308.729,
15.51,1511.93713,-,229535.5232,,,2,167592.6483,193712.5288,229535.5232,207478.7652,
15.511,994.77826,+,2476810.974,,,4,2476810.974,2268271.918,2327900.599,2297177.218,
15.514,1387.9541,-,1313897.264,CL 16:0_17:1_16:1_18:1,CL,4,1152669.74,1303617.212,1296370.035,1313897.264,
15.516,1409.9375,-,334554.2147,,,4,281072.4785,334554.2147,266974.277,286767.89,
15.517,1581.98474,-,205926.583,,,3,197973.9915,205926.583,102090.8649,110696.5652,
15.517,536.57324,+,97807.93924,,,3,96625.39088,90407.77326,97554.66075,97807.93924,
15.527,1413.97046,-,7554051.776,CL 17:1_18:1_16:1_18:1,CL,4,6492317.868,7440311.918,7554051.776,7470163.231,
15.527,1435.95166,-,2182500.794,,,4,1898723.699,2104097.948,2182500.794,2112632.897,
15.557,724.71216,+,422464.3845,,,2,41367.56605,108656.1015,422464.3845,9636.176889,
15.566,967.66638,+,476740.1531,,,4,476740.1531,268010.189,413152.156,376436.3691,
15.568,577.42151,+,191210.169,,,4,191210.169,153825.2272,169441.7326,163554.7067,
15.568,753.57721,+,85465.42953,,,4,85465.42953,60136.15908,71025.13229,77195.29707,
15.569,671.49896,+,368751.6285,,,4,368751.6285,305391.3213,335343.916,324077.2939,
15.569,727.56146,+,186915.4169,,,3,186915.4169,157372.3988,172777.2764,157076.55,
15.57,739.56128,+,241496.5923,,,4,241496.5923,197915.703,214716.5856,197302.3404,
15.57,659.49976,+,173910.9316,,,4,173910.9316,147131.6601,161662.5621,147234.0533,
15.57,767.59216,+,164234.3851,,,4,164234.3851,127104.4331,146264.2608,129731.8254,
15.571,880.71234,+,3.755903548E7,,,4,3.755903548E7,3.205996393E7,3.487101639E7,3.377888056E7,
15.571,781.60846,+,527567.1706,,,4,527567.1706,436425.5111,471374.1011,436806.8882,
15.571,713.54572,+,459299.8196,,,4,459299.8196,381726.9982,416739.5913,390542.024,
15.571,603.43683,+,337365.0326,,,4,337365.0326,285003.5872,314010.1328,290646.2147,
15.571,591.43677,+,166299.0816,,,4,166299.0816,133317.0829,132442.6936,127747.907,
15.571,667.61359,+,134709.8244,,,4,134709.8244,102196.586,106965.5351,105530.6593,
15.572,921.73785,+,2.708664617E7,,,4,2.708664617E7,2.417066892E7,2.62466979E7,2.196748741E7,
15.572,831.65955,+,164345.2209,,,4,164345.2209,134849.3455,141435.9785,134057.11,
15.573,950.7926,+,266839.6405,,,3,266839.6405,196183.7345,234582.7781,213091.2517,
15.589,816.70221,+,1087757.412,,,4,1087757.412,995183.9462,1041833.523,1021554.744,
15.59,589.51447,+,2173230.857,,,4,1906972.816,2105992.768,2173230.857,1862118.871,
15.607,1439.98596,-,3097247.182,CL 18:2_18:1_17:1_18:1,CL,4,2489393.358,3097247.182,2991930.599,3058422.223,
15.609,1461.96765,-,729820.2691,,,4,723899.7672,729820.2691,676313.3989,697654.5449,
15.636,842.7179,+,3019149.994,TG 14:0_16:1_20:4,TG,6,3019149.994,2165279.881,2423820.464,2193342.14,
15.636,791.67267,-,210760.6445,,,4,210760.6445,193152.2367,194851.8596,184672.1394,
15.638,1505.02136,-,404935.0987,,,3,310366.6458,404935.0987,359267.085,303060.8134,
15.671,703.59613,+,161984.2277,,,3,161984.2277,119861.3383,135400.2685,105201.7246,
15.681,1025.80896,-,502197.4603,,,4,139647.7805,502197.4603,252881.2075,282365.3276,
15.687,750.69196,+,164171.3859,DG 18:1_26:1,DG,3,160810.5382,154224.661,149208.2705,164171.3859,
15.715,918.74756,+,1181320.081,,,4,1170813.22,1065405.871,1181320.081,1018637.824,
15.726,537.61133,+,3.505019368E7,,,4,3.376405652E7,3.085951421E7,3.505019368E7,3.180984893E7,
15.726,1086.18811,+,109762.2424,,,4,109762.2424,97812.73915,69122.32985,79880.1016,
15.732,550.58771,+,882072.1593,,,4,835338.1835,854322.6089,882072.1593,835572.2922,
15.732,1466.00427,-,601053.0216,CL 18:1_20:3_17:1_18:1,CL,4,540363.7886,518575.1612,593578.9952,601053.0216,
15.734,927.67828,+,280452.5212,,,3,280452.5212,240413.5963,241513.9231,180193.9027,
15.737,1478.0,-,517587.0496,,,2,126618.8049,307979.3366,517587.0496,309038.2943,
15.737,650.64209,-,273202.6681,,,4,201266.6509,273202.6681,257673.1275,240813.6838,
15.747,933.76044,+,321967.6873,,,4,277974.1455,202441.0398,245585.4197,321967.6873,
15.747,1487.98389,-,237949.8662,,,4,190264.2208,229424.1691,237949.8662,212657.4519,
15.759,1144.2677,+,394580.9514,,,4,223283.9099,301241.2958,98500.16672,394580.9514,
15.762,901.65912,+,99181.41281,,,2,80780.74629,74298.02217,99181.41281,72835.61918,
15.765,1128.23547,+,116358.2372,,,3,116358.2372,82455.06398,26260.75893,109116.7476,
15.783,739.7962,+,896302.5448,,,4,728332.902,733720.0852,896302.5448,760249.7741,
15.785,592.63489,+,1439121.548,,,4,1178519.922,1439121.548,1368377.65,1349928.961,
15.787,725.78101,+,527096.212,,,4,411072.8059,431617.4313,527096.212,448009.0919,
15.794,1043.73779,+,104798.6964,,,2,64875.74601,73421.62015,104798.6964,42335.82812,
15.797,740.67096,+,1382944.286,TG 12:0_14:0_16:0,TG,4,314092.7132,261093.2862,1382944.286,280009.9688,
15.8,813.6308,+,623514.8459,,,4,284262.0864,424336.3561,623514.8459,362774.2244,
15.809,608.66583,+,5.874536481E7,,,4,5.176068795E7,5.784698868E7,5.572623389E7,5.874536481E7,
15.812,724.67639,+,143751.4174,DG 18:1_24:0,DG,3,143751.4174,126455.093,138777.1699,115398.9365,
15.814,564.60315,+,79339.75023,,,3,59608.35289,69905.94617,69462.2564,79339.75023,
15.821,868.73303,+,4726266.877,,,2,4726266.877,4132526.829,3503166.454,4530714.079,
15.821,733.52777,+,50646.12357,,,2,39869.55027,42730.80496,50646.12357,38448.48987,
15.824,766.68665,+,1888542.597,TG 44:1,TG,8,1888542.597,1528328.694,1866406.079,1268922.39,
15.831,1450.96899,-,7851025.887,,,2,7172547.345,7655520.275,7258821.58,7851025.887,
15.834,1402.97327,-,6025034.595,,,4,4928379.608,6025034.595,5691648.374,5788009.832,
15.836,1001.75024,+,381288.2433,TG 62:12,TG,4,254000.7824,290706.6837,381288.2433,323662.2453,
15.839,1376.9574,-,726840.5587,,,4,372909.6995,726840.5587,555137.4653,585404.7266,
15.846,1531.9679,-,2656045.273,,,4,2361628.875,2454210.696,2656045.273,2466607.586,
15.846,1397.93481,-,251200.9765,,,3,149549.5442,251200.9765,199381.5444,193764.5072,
15.853,1427.98572,-,5.509316262E7,CL 18:1_18:1_16:1_18:1,CL,4,4.631926354E7,5.509316262E7,5.430424599E7,5.400335106E7,
15.853,1465.93616,-,2568789.202,,,4,2315635.374,2496976.483,2568789.202,2502879.644,
15.87,1037.81946,+,1516957.718,,,4,1500820.128,1377611.771,1448291.774,1516957.718,
15.88,970.77905,+,6440438.502,TG 18:1_20:4_22:6,TG,8,6440438.502,6219296.123,5819584.126,6178438.245,
15.885,944.76367,+,3762517.546,TG 16:0_20:4_22:6,TG,8,3762517.546,3498126.138,3026856.723,3167919.658,
15.888,1011.80396,+,5665720.183,,,4,5286061.686,4936148.56,4050296.674,5665720.183,
15.888,834.74988,-,291497.8305,,,4,290166.395,284184.5443,291497.8305,261661.9065,
15.891,985.78882,+,3876820.556,,,4,3393875.834,3535226.487,2870289.709,3876820.556,
15.892,932.7627,+,468653.6348,,,2,162917.9696,345751.8661,335090.62,468653.6348,
15.906,799.67273,+,138927.142,,,3,124391.0019,138927.142,112922.1174,132388.6921,
15.908,807.72131,+,440568.8828,,,4,440568.8828,301308.5401,438963.1936,378638.0202,
15.909,578.51825,+,625809.2441,,,2,523983.4675,611045.1461,625809.2441,509873.2394,
15.913,860.76538,-,595254.4994,,,4,595254.4994,468523.4336,552443.0432,533883.7878,
15.917,1453.99939,-,1.660577351E7,CL 18:1_18:1_18:2_18:1,CL,4,1.472562575E7,1.443682795E7,1.372634838E7,1.660577351E7,
15.92,603.53064,+,1.508820154E7,,,4,1.508820154E7,1.44901105E7,1.397030616E7,1.48770265E7,
15.923,833.72784,+,1527192.554,,,4,1295902.062,1478674.655,1060824.573,1527192.554,
15.935,1475.98132,-,5862013.736,,,4,4986024.044,5862013.736,5680220.632,5444047.296,
15.94,834.79596,+,233150.5989,,,4,193924.4407,211472.4783,220371.8993,233150.5989,
15.941,792.70227,+,3761892.275,TG 14:0_16:1_16:1,TG,4,3761892.275,3333983.452,3510230.94,3691437.684,
15.948,1557.9834,-,1010043.207,,,4,947042.6252,1010043.207,981523.8487,1006859.9,
15.958,860.81195,+,419907.0201,,,4,377780.6139,416246.5396,419907.0201,407129.4514,
15.963,842.75519,-,408947.6925,,,4,408947.6925,315485.5753,357509.4054,343655.0986,
15.983,790.72437,-,314660.2404,,,4,295891.4245,306536.4259,314660.2404,287267.1359,
15.984,468.51047,+,769077.1154,,,4,769077.1154,721826.8194,748247.1181,718573.1481,
15.987,816.74048,-,920370.2542,,,4,920370.2542,832136.9404,886555.057,846320.5504,
15.989,300.32367,+,450379.9555,,,4,450379.9555,382579.1258,402127.4586,408114.4837,
15.989,819.71118,-,92822.20753,,,3,67312.84543,48568.44941,92822.20753,81563.56182,
15.99,454.49454,+,469325.4549,,,4,457914.4327,446904.6699,444348.1411,469325.4549,
16.016,522.55701,+,161152.6635,,,4,147199.6734,144346.0484,155909.9684,161152.6635,
16.025,1063.83533,+,811181.0106,,,4,590846.5038,811181.0106,749654.9642,687285.685,
16.028,629.54645,+,520208.8859,,,3,289115.009,520208.8859,440660.9287,411760.0244,
16.029,550.58838,+,395246.8557,,,4,395246.8557,370760.9491,391773.401,379244.6175,
16.043,1043.73914,+,777806.1012,,,4,777806.1012,446666.4463,452250.5444,537241.1746,
16.051,818.71777,+,4160477.503,TG 48:3,TG,3,3972444.197,3885169.857,4160477.503,668012.1607,
16.057,1480.01794,-,3894292.948,CL 18:1_20:3_18:1_18:1,CL,4,3202489.236,3894292.948,3712544.33,3663505.464,
16.06,1501.99866,-,1213295.653,,,4,998041.6903,1213295.653,1023383.602,1064055.909,
16.071,1584.00049,-,242533.8343,,,4,226842.6923,242533.8343,199566.7648,192420.8657,
16.084,935.77338,+,4956654.156,,,4,4711449.645,4014799.233,4556096.996,4956654.156,
16.088,873.68848,+,892017.8929,TG 14:0_16:0_22:6,TG,4,892017.8929,691608.3942,760693.2524,731156.1151,
16.095,894.74847,+,1.615155568E7,TG 16:1_16:0_22:6,TG,8,1.615155568E7,1.153540052E7,1.191236412E7,1.200186269E7,
16.104,961.78864,+,8264586.6,,,4,6735479.578,6450484.401,5146897.642,8264586.6,
16.111,627.53009,+,881203.2246,,,3,679727.8557,881203.2246,834244.2485,802218.5543,
16.142,979.7088,+,258501.005,,,3,258501.005,244208.8793,157568.2715,161183.9946,
16.143,996.79401,+,1396615.709,TG 18:1_22:6_22:5,TG,4,1396615.709,1196117.878,1130493.135,1288762.491,
16.144,975.73468,+,283924.3275,TG 16:0_22:6_22:5,TG,4,283924.3275,225187.9491,260073.0258,238906.3524,
16.147,1416.99048,-,539072.7014,,,3,439182.6408,539072.7014,510112.7099,522748.4524,
16.16,1437.9679,-,275207.3481,,,4,232897.783,275207.3481,255514.3748,223948.8148,
16.17,1463.9834,-,1148821.955,,,4,919042.1047,1148821.955,1114731.644,1022233.417,
16.172,1442.00171,-,3824535.159,CL 18:1_18:1_17:1_18:1,CL,4,3011505.876,3824535.159,3607077.451,3612123.338,
16.174,925.71906,+,4967917.624,TG 56:8,TG,3,4786594.533,3817345.654,4967917.624,4913795.86,
16.174,1545.98547,-,308920.8439,,,4,252908.1544,299356.893,308920.8439,299035.5632,
16.221,617.54559,+,234039.0812,,,4,213414.2248,231031.082,234039.0812,215483.8639,
16.224,589.51489,+,926928.9051,,,4,926928.9051,812152.2002,825899.4762,902165.7348,
16.232,780.70233,+,600174.9647,TG 45:1,TG,3,600174.9647,488642.2159,598638.2811,523449.2656,
16.233,987.80481,+,3271826.547,,,4,3271826.547,3010353.102,2836759.221,2213735.379,
16.234,1468.01746,-,605464.9318,,,4,475019.6491,605464.9318,548975.7718,568175.7308,
16.235,754.68658,+,367596.9719,TG 43:0,TG,2,69697.49466,70903.92515,367596.9719,66687.94589,
16.247,951.73413,+,2869782.284,TG 58:9,TG,4,2868766.068,2523808.811,2869782.284,2759092.042,
16.264,709.5274,+,165151.9516,,,4,165151.9516,133878.2331,122499.7431,141556.2168,
16.275,468.51013,+,101320.8215,,,2,101320.8215,90947.10277,82776.23067,84848.43376,
16.284,844.73273,+,4101517.764,TG 16:1_16:0_18:3,TG,2,2658274.758,2455753.438,2247435.581,4101517.764,
16.29,578.61932,+,262917.3248,,,4,256221.4033,256371.2842,262917.3248,257780.583,
16.298,973.69891,+,83026.28939,,,4,83026.28939,68116.02615,67228.98274,76705.55783,
16.314,818.71765,+,3567214.744,TG 48:3,TG,3,3540229.905,2872678.852,3156120.278,3567214.744,
16.316,792.70166,+,464042.301,TG 14:1_16:1_16:0,TG,3,404207.857,397320.5123,464042.301,445983.3543,
16.323,826.72266,+,159288.6237,,,4,159288.6237,125424.3211,134887.1359,134402.7646,
16.332,827.64752,+,635859.9717,,,4,499829.3724,385826.3927,635859.9717,438053.7723,
16.349,606.68677,+,1571508.883,,,4,1228109.243,1557337.479,1435376.834,1571508.883,
16.363,1001.75024,+,206015.4963,TG 18:0_22:6_22:6,TG,3,206015.4963,161493.3768,174884.0223,174661.0827,
16.364,1037.82031,+,244710.5595,,,4,244710.5595,221734.6135,202104.0211,234715.9211,
16.364,496.5416,+,140539.0811,,,4,140539.0811,134764.8048,132249.4937,127983.759,
16.442,849.68884,+,1626543.998,TG 50:4,TG,4,1626543.998,1333716.204,1404777.763,1399278.559,
16.442,592.63464,+,476861.6163,,,4,368220.1682,476861.6163,427607.8189,458888.072,
16.452,1039.83594,+,1311721.431,,,4,1311721.431,1071953.658,1065641.977,1292600.238,
16.455,837.68842,+,485358.3019,,,2,363182.0091,409186.9556,485358.3019,339121.9964,
16.457,913.7804,+,547290.9483,,,2,364201.0398,472144.8096,547290.9483,500469.66,
16.465,1404.98914,-,1370403.94,,,3,337392.5715,1370403.94,679891.7513,786629.5632,
16.47,1003.76495,+,1287584.884,TG 18:1_22:6_22:4,TG,4,1223481.166,1181347.177,1287584.884,1200676.454,
16.474,1425.96936,-,779493.0765,,,2,153650.6697,779493.0765,273342.4043,317431.3405,
16.476,870.7489,+,1.735321395E7,TG 52:5,TG,8,1.735321395E7,1.481095905E7,1.524733795E7,1.552763952E7,
16.492,1559.99939,-,849120.7863,,,4,841663.4535,822935.4505,754692.2532,849120.7863,
16.497,939.7345,+,647458.8998,TG 17:1_18:1_22:6,TG,4,647458.8998,514451.3904,516352.0152,595553.936,
16.498,913.71899,+,506075.1292,TG 55:7,TG,4,506075.1292,400692.6984,449663.2131,444726.1348,
16.508,972.79437,+,9021154.15,TG 60:10,TG,8,9021154.15,5563415.162,5388455.022,5457141.911,
16.526,896.76398,+,3.168471698E7,TG 54:6,TG,6,3.168471698E7,2.207916583E7,2.179321183E7,2.3688169E7,
16.527,577.51483,+,1560829.231,,,4,1115456.081,1560829.231,1134633.475,1316259.375,
16.536,603.52985,+,6790767.548,,,4,6781057.163,6790767.548,6372439.228,6644226.499,
16.537,1482.03052,-,1034685.72,,,3,813916.7922,1011827.081,960055.222,1034685.72,
16.538,714.61353,+,5346611.54,CE 22:6,CE,4,5346611.54,4365473.194,5029884.032,4779347.412,
16.539,631.56091,+,203055.5589,,,2,148056.3831,186129.4315,177486.0644,203055.5589,
16.545,795.55499,+,109535.8569,,,3,109535.8569,74270.05815,68271.31414,85572.73685,
16.555,946.77899,+,3229647.423,TG 58:9,TG,7,3090091.877,2409736.469,2765414.19,3229647.423,
16.628,954.79028,+,198445.666,,,3,189172.2973,196898.079,198189.3141,198445.666,
16.647,793.68835,-,135493.3443,,,4,118230.6184,135493.3443,96996.79463,124024.6098,
16.657,1024.82532,+,965353.146,,,4,965353.146,803993.5142,825130.2673,891751.6,
16.657,1065.85095,+,298088.2657,,,4,243071.2224,265598.8458,261848.5142,298088.2657,
16.662,835.74347,+,1447407.931,,,4,1275194.596,1126446.095,1247991.119,1447407.931,
16.663,809.73615,+,311195.2014,,,4,133614.2983,142203.7828,311195.2014,152618.9775,
16.665,768.70197,+,2752454.207,TG 44:0,TG,8,1401321.7,1276470.947,2752454.207,1436075.602,
16.669,794.71777,+,1.230149864E7,TG 46:1,TG,8,1.115501102E7,7559119.56,1.230149864E7,8792916.941,
16.675,949.69855,+,164672.57,,,4,138559.9882,114403.9016,113743.8168,164672.57,
16.678,998.80902,+,1661582.4,,,2,1135535.079,364140.3448,284422.6884,1661582.4,
16.678,1050.83704,+,425347.3305,,,4,403213.045,346942.1117,425347.3305,323040.9045,
16.679,578.61884,+,470404.0119,,,4,424112.6283,416463.4322,438430.7454,470404.0119,
16.683,620.66559,+,246611.433,,,4,175856.0588,244697.471,227562.2222,246611.433,
16.718,802.72186,+,161234.5521,,,4,141447.5456,132888.9708,120778.2337,161234.5521,
16.722,862.78217,-,280461.4061,,,5,280461.4061,264770.4048,242647.5226,227328.4565,
16.726,1013.82062,+,635006.7482,,,2,527502.7342,537430.4174,508439.1835,635006.7482,
16.729,972.79437,+,3466391.718,TG 18:0_20:4_22:6,TG,7,3466391.718,2182117.198,2415756.537,3206684.804,
16.733,858.74854,+,5635455.151,TG 16:1_17:1_18:2,TG,3,5486306.943,3547451.999,5635455.151,4597772.361,
16.736,853.6615,+,213956.7536,,,3,171711.634,151082.4934,181391.2354,213956.7536,
16.738,820.73383,+,3.150301508E7,TG 48:2,TG,9,3.150301508E7,2.515564334E7,2.756992713E7,2.410769998E7,
16.75,592.63477,+,184629.8928,,,4,142077.9644,170550.6662,184629.8928,168653.7155,
16.774,960.79425,+,1008433.584,,,2,1008433.584,231160.3344,376672.1739,372202.9281,
16.776,1444.01721,-,309757.9336,,,3,131951.994,309757.9336,212618.0774,195145.8384,
16.779,887.77441,+,4970298.378,,,2,3369039.734,4847765.547,4381657.009,4970298.378,
16.783,1470.03235,-,385846.0687,,,4,284016.5472,385846.0687,357940.7956,355950.3104,
16.787,794.71747,+,2417501.882,TG 14:0_16:1_16:0,TG,2,1052018.304,2086385.198,1151956.798,2417501.882,
16.788,821.73065,-,289587.51,,,3,181118.0189,271725.4199,289587.51,276941.31,
16.792,846.74908,+,3.540517711E7,TG 50:3,TG,8,3.540517711E7,2.650886033E7,3.165315875E7,2.990574431E7,
16.799,870.78699,-,258741.0547,,,4,258741.0547,209684.0922,213540.8133,198690.8665,
16.804,844.77155,-,2632831.149,,,4,2632831.149,2505061.647,2584932.907,2485487.156,
16.812,636.6969,+,6446046.701,,,4,3819591.517,6446046.701,5015645.905,6128414.022,
16.817,818.75665,-,3487480.924,,,4,2642551.823,3338499.11,3487480.924,3148960.386,
16.84,889.72021,+,1231137.442,TG 16:0_17:1_20:4,TG,4,1231137.442,789962.1774,987871.9209,1130482.943,
16.865,915.73596,+,1040905.612,TG 17:1_18:1_20:4,TG,4,1040905.612,396661.839,985685.4458,971210.4401,
16.868,974.80914,+,8627925.101,TG 60:9,TG,5,6889711.291,8627925.101,4140054.71,2597471.657,
16.868,546.52032,+,185366.4884,,,2,185366.4884,152191.435,165135.5893,173594.1085,
16.89,989.82056,+,5396516.233,,,4,5396516.233,4995615.883,4614163.243,5367907.22,
16.894,948.79395,+,3.33619346E7,TG 58:8,TG,8,3.090383918E7,3.183886781E7,3.157117548E7,3.33619346E7,
16.902,963.80469,+,6881205.144,,,4,6433066.832,6667840.972,5719065.736,6881205.144,
16.903,927.73444,+,8610858.579,TG 16:0_18:1_22:6,TG,4,8610858.579,7200666.156,7413879.269,8265540.033,
16.912,896.76398,+,5330239.042,,,4,5330239.042,4673081.012,4969321.811,5134170.97,
