Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Rep1.raw (F1),Hap1_Neg_1.raw (F2)+Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4)+Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),
10.925,640.62018,-,246640.4731,,,2,20733.44115,246640.4731,78019.85045,72426.54912,
10.929,811.6618,+,3.184667883E7,SM d42:3,SM,4,3.184667883E7,3.056242829E7,3.105988563E7,2.943276668E7,
10.929,856.63831,-,2005541.669,Ether-PC O-18:0_20:3,Ether-PC,4,1917175.298,1871296.09,2005541.669,1906082.897,
10.932,846.66309,+,2.152612567E7,PC[OH] OH-39:1,PC[OH],4,2.114214943E7,2.152612567E7,2.064429178E7,2.112343648E7,
10.936,708.60913,-,67065.20859,,,2,67065.20859,59823.5933,62479.80733,64240.21513,
10.939,880.63806,-,1109448.688,Plasmenyl-PC P-18:0_22:4,Plasmenyl-PC,4,394316.4978,1053497.825,1109448.688,1015170.193,
10.941,826.56604,+,9241748.103,,,4,9241748.103,7252881.571,8484317.05,7343970.888,
10.942,608.55835,-,396498.2971,,,4,396498.2971,339563.5028,367213.1244,358170.4972,
10.943,1010.62146,-,444998.0411,,,2,444998.0411,370945.392,409228.0191,407518.6147,
10.943,849.59021,-,242707.1867,,,3,138783.3943,146870.975,171836.5249,242707.1867,
10.945,925.66687,-,320187.8284,,,3,107220.4743,315340.1817,320187.8284,300004.3612,
10.946,683.52161,-,137536.735,,,4,88371.76852,131296.8112,137536.735,131530.6613,
10.949,951.68738,-,597119.3295,,,2,597119.3295,514078.0016,527388.0367,539759.6787,
10.95,769.61328,-,179887.089,,,4,177122.7701,174699.1994,179887.089,169572.5141,
10.955,843.65479,-,3277984.311,,,4,3277984.311,3078208.084,3162558.987,3041606.369,
10.956,709.53503,-,75082.75167,,,2,48784.40582,53664.43923,75082.75167,70563.18002,
10.964,892.59515,+,777408.9805,,,4,777408.9805,755322.8104,558314.9963,674414.426,
10.965,954.6347,-,2258263.621,,,4,2258263.621,1647722.579,1832156.98,1659881.095,
10.969,1036.63733,-,287037.416,,,4,287037.416,228912.0422,277611.0012,253417.8473,
10.972,1178.76941,-,184408.8689,,,4,93507.89879,184408.8689,99986.88762,108353.8244,
10.974,734.60083,+,1681096.881,Ether-PC O-33:0,Ether-PC,2,1667488.21,1681096.881,1635533.37,1643176.395,
10.98,798.63129,+,9467712.107,Ether-PC O-38:3,Ether-PC,8,9467712.107,8244804.667,8349444.873,8222035.793,
10.98,712.58368,+,201401.6274,,,2,201401.6274,171996.4774,100664.5171,176908.3266,
10.986,627.52753,-,2610314.252,Plasmenyl-DG P-18:0_20:4,Plasmenyl-DG,6,2610314.252,1772465.418,2444002.36,2253166.06,
10.987,856.68463,+,442085.4311,PC 41:2,PC,4,442085.4311,393289.0686,359880.8946,397810.5627,
10.988,636.55182,+,2103944.947,DG 18:2_18:1,DG,4,2103944.947,1723826.57,1760746.542,1296398.883,
10.991,538.51593,+,479190.4661,Cer[NS] d34:1,Cer[NS],4,479190.4661,348583.9266,314326.821,350321.6007,
10.995,804.58643,-,271218.69,,,4,271218.69,195729.5621,217818.2272,234967.3678,
10.997,822.63025,+,1407996.51,Ether-PC O-40:5,Ether-PC,3,924103.6264,959225.8582,1263088.631,1407996.51,
11.001,785.64923,+,1.00969345E7,SM d40:2,SM,4,1.00969345E7,9749213.673,9700817.421,9421107.124,
11.003,872.67798,+,8338461.171,PC[OH] OH-41:2,PC[OH],4,8041507.516,7883733.505,7185520.554,8338461.171,
11.005,654.56354,-,242360.0911,,,4,162793.14,242360.0911,181184.9011,192989.6593,
11.009,660.552,+,552579.8995,,,2,552579.8995,463252.8181,495011.9213,477055.0412,
11.009,916.56024,-,123742.8512,,,3,51381.09245,110527.0477,113681.7688,123742.8512,
11.012,836.60986,+,9071658.793,PC 40:5,PC,4,9071658.793,6934335.779,7639581.217,7861970.764,
11.012,1120.7644,+,234762.4897,,,4,200546.2213,234762.4897,149399.0628,173358.8289,
11.014,522.59375,+,4022525.207,,,3,2399366.83,2102987.204,4022525.207,2362470.77,
11.014,820.77081,-,150481.8367,,,4,121489.5796,133003.879,150481.8367,138053.7031,
11.014,910.54279,-,96449.97262,,,2,62305.60409,79030.49091,96449.97262,96274.50493,
11.015,814.62518,+,7.081773607E7,PC 38:2,PC,2,6446863.144,6.956566183E7,7.081773607E7,7.007473113E7,
11.016,610.53766,-,432284.5995,,,4,432284.5995,344352.4872,414979.5345,398475.0421,
11.018,848.80243,-,149121.8083,,,4,149121.8083,120355.8573,147680.9396,146347.5752,
11.019,624.55322,-,2.489870626E7,Cer[NS] d18:1_18:0,Cer[NS],11,2.489870626E7,2.298839187E7,2.342771473E7,2.265260862E7,
11.019,1163.74255,-,2308312.909,,,5,2308312.909,1315428.45,1171888.182,1251481.939,
11.023,760.61639,+,5659580.714,Ether-PC O-35:1,Ether-PC,4,5594700.686,5659580.714,5003710.271,5506830.057,
11.023,932.66925,-,328999.7474,,,4,328999.7474,299370.0177,317477.3843,324180.1372,
11.023,1318.09351,-,265601.271,,,4,142590.809,265601.271,227336.605,235925.4599,
11.027,890.72186,-,102767.8362,,,3,79151.32648,94764.80694,102767.8362,95348.62077,
11.028,1129.74048,-,174200.0607,,,4,155378.1096,174200.0607,168512.3647,163266.7335,
11.03,916.61969,-,141004.941,,,3,121713.9674,120053.2129,110323.678,141004.941,
11.045,834.61761,-,2327233.57,PC 17:0_18:0,PC,3,2301431.352,2315432.095,2008978.506,2327233.57,
11.05,780.62939,+,248206.1967,,,3,248206.1967,190869.8119,195498.7737,191614.6531,
11.053,686.56696,+,696977.817,,,4,671443.2671,672652.8969,696977.817,637745.905,
11.054,754.56934,+,1.136179288E7,,,7,1.136179288E7,1.015874919E7,8939819.663,9421918.749,
11.056,766.56732,+,247256.501,,,7,244055.9645,247256.501,182275.484,216047.654,
11.057,822.5943,+,1.068779635E7,PE 20:4_22:1,PE,7,1.068779635E7,5893202.942,5924563.711,5848636.52,
11.058,1310.08887,-,796882.4507,,,4,499339.6279,796882.4507,570824.5444,525868.5217,
11.058,864.56689,-,332315.9787,,,4,332315.9787,258998.675,212858.8949,216471.9404,
11.064,796.61346,+,1589157.806,Ether-PC O-38:4,Ether-PC,3,987784.1092,1473659.21,1412313.165,1589157.806,
11.065,548.53601,+,5232643.911,Cer[NS] d36:1,Cer[NS],4,5125355.902,5042916.965,4943258.885,5232643.911,
11.069,1528.12854,-,144081.9078,,,2,127113.0459,144081.9078,138636.3865,125933.6688,
11.07,624.59912,+,2844885.311,,,4,2486046.891,2787469.922,2285758.667,2844885.311,
11.073,806.62524,-,143478.3452,,,2,75735.26312,123614.5867,143478.3452,135651.5367,
11.076,676.58466,-,512592.3909,,,4,508578.0407,512592.3909,495376.4403,501034.2339,
11.076,932.71429,+,156186.2209,,,4,151320.5263,156186.2209,122377.6275,140826.7286,
11.076,681.57764,+,145424.4495,,,2,145424.4495,122671.8251,118191.7591,130527.3203,
11.077,906.65338,-,1110032.232,Ether-PC O-20:0_22:6,Ether-PC,4,1110032.232,865599.841,866104.9574,866550.5805,
11.08,840.64185,+,3.475016365E7,PC 18:1_22:2,PC,9,3.475016365E7,2.906152732E7,3.208801109E7,3.189407163E7,
11.08,613.55548,+,152933.1654,,,2,61282.86615,152933.1654,136016.5404,127470.5412,
11.084,852.56775,-,1018488.725,,,2,965892.6042,720290.7357,810468.4037,1018488.725,
11.086,720.54889,+,2454189.2,PE 34:0,PE,5,590794.2278,2454189.2,459015.4865,720864.2827,
11.092,782.56482,-,7427558.24,PC 36:3,PC,7,7427558.24,3586922.864,3475529.585,3685229.757,
11.094,796.57819,+,8181438.011,PE 20:4_20:0,PE,7,8181438.011,4236366.179,3904737.595,3915150.723,
11.096,810.59698,-,1295761.981,,,3,414386.3652,1295761.981,1154524.933,1105945.212,
11.1,898.6944,+,3659817.318,PC[OH] OH-43:3,PC[OH],3,3659817.318,3412988.783,3123419.538,3566224.992,
11.1,1584.17554,-,450427.2646,,,3,450427.2646,403314.2864,304216.8233,243997.3885,
11.105,806.56207,+,191079.1703,,,4,191079.1703,171615.1492,163308.3131,170891.735,
11.106,1520.14697,-,338921.8007,,,4,338921.8007,290753.1175,317896.2291,279491.523,
11.109,1516.11987,-,3375122.928,,,4,3345215.294,3375122.928,3362247.881,3070198.266,
11.109,1137.72803,-,365463.9192,,,2,365463.9192,200650.3761,349138.4813,350695.4048,
11.12,770.56512,-,7.329701312E7,PE 18:1_20:1,PE,7,7.329701312E7,3.048512597E7,3.037009744E7,3.104914957E7,
11.124,1490.10522,-,1.772697006E7,,,4,1.703342287E7,1.772697006E7,1.746222453E7,1.623730096E7,
11.124,1336.10205,-,412900.2883,,,4,412900.2883,314154.4631,302518.4936,288612.4671,
11.127,650.5683,-,1863385.819,Cer[NS] d18:2_20:0,Cer[NS],9,1813367.949,1863385.819,1802231.137,1612957.767,
11.127,924.61163,-,1173074.934,,,4,1154978.259,1173074.934,1129294.13,1098126.279,
11.131,906.69983,+,822268.373,PC 45:5,PC,4,751971.4207,822268.373,699297.3933,814730.6227,
11.132,776.61041,+,1.327607345E7,PC 35:0,PC,3,1.327607345E7,1.274396085E7,1.21999678E7,1.283957251E7,
11.132,826.62646,+,694221.6102,PC 39:3,PC,4,694221.6102,514039.9102,638017.1319,627080.0602,
11.134,848.64709,+,7667013.763,Ether-PC O-42:6,Ether-PC,4,7667013.763,7124106.747,6958206.76,7282986.779,
11.134,1500.17297,-,324578.642,,,3,268520.2863,324578.642,274466.7939,234439.7801,
11.134,1526.19263,-,306060.1323,,,2,306060.1323,241735.0052,260654.6315,216667.0935,
11.138,834.66418,+,1592680.466,PC[OH] OH-38:0,PC[OH],4,1445479.577,1416492.721,1341514.028,1592680.466,
11.138,968.70514,+,213671.3907,,,3,213671.3907,94768.67876,123427.0411,205920.042,
11.14,908.55463,-,683520.9675,,,4,484957.1746,618294.1675,683520.9675,658617.2365,
11.14,1018.71875,+,396416.2931,,,4,377491.2459,396416.2931,379317.8683,372986.8104,
11.14,1546.16748,-,350755.575,,,4,350755.575,225034.971,300408.9713,267549.7571,
11.142,1552.2041,-,607594.9588,,,4,607594.9588,406451.3999,558667.7771,461494.3496,
11.145,631.56152,+,1629596.839,,,4,1492093.716,1401627.729,1348449.499,1629596.839,
11.148,746.56427,+,4.190348221E8,PE 18:1_18:0,PE,7,4.190348221E8,2.342336815E8,2.1669545E8,2.245315751E8,
11.148,760.57996,-,588942.361,PE-NMe2 17:0_18:0,PE-NMe2,4,209074.4932,588942.361,511126.9378,541500.7011,
11.152,1007.33527,+,681055.7832,,,2,681055.7832,62813.66201,148556.0094,83577.73095,
11.154,746.94897,+,496990.1879,,,4,496990.1879,181040.5336,290227.1495,222364.858,
11.16,966.31073,+,1251479.166,,,3,1251479.166,133473.978,250816.0737,181805.8341,
11.165,984.54022,-,254531.3884,,,4,254531.3884,221935.7084,252737.1166,210515.7222,
11.167,818.63141,+,764290.1886,PC[OH] OH-37:1,PC[OH],2,280871.2056,492479.7336,568637.1437,764290.1886,
11.17,605.54578,+,1.447351502E7,,,4,1.401815586E7,1.405846437E7,1.366876086E7,1.447351502E7,
11.171,804.61609,+,6113916.051,,,4,5200245.999,6113916.051,5464529.156,5461841.387,
11.171,1187.34497,+,3408117.584,,,4,3408117.584,636625.4802,878226.6246,729683.8884,
11.172,1146.3186,+,4835917.318,,,4,4835917.318,941663.6949,1350429.048,1042484.594,
11.173,768.54608,+,1.170082287E7,,,4,1.170082287E7,1.005566705E7,1.039983332E7,1.031783794E7,
11.174,829.52441,-,183300.4279,,,4,127830.4153,96177.31618,183300.4279,140459.8107,
11.179,860.67938,+,2067373.942,PC[OH] OH-40:1,PC[OH],4,1162313.587,2067373.942,1796719.181,1798892.259,
11.182,860.63361,-,3632307.802,PC 18:1_19:0,PC,2,3264022.226,1900190.916,3438687.7,3632307.802,
11.183,811.6618,+,1.178868181E7,SM d42:3,SM,4,1.178868181E7,1.137502034E7,1.096450532E7,1.113927612E7,
11.184,869.71558,+,162828.7823,,,2,144279.8968,135160.3042,135447.5186,162828.7823,
11.191,924.70966,+,1219678.517,PC[OH] OH-45:4,PC[OH],4,1116284.29,1126184.395,1042428.897,1219678.517,
11.192,882.6994,+,599085.861,PC 43:3,PC,3,480961.1776,538473.4812,492164.3461,599085.861,
11.193,1185.72546,-,201125.1546,,,4,201125.1546,146452.6196,127480.1992,148125.4087,
11.194,824.64697,+,6105668.84,Ether-PC O-40:4,Ether-PC,4,5774654.699,6105668.84,5770078.587,5606364.734,
11.196,802.57025,-,1523276.192,Plasmenyl-PE P-20:0_22:6,Plasmenyl-PE,6,1443393.127,1361945.902,1341118.644,1523276.192,
11.198,866.65735,+,9626937.324,PC 42:4,PC,4,9626937.324,8531999.964,8658763.567,8838485.268,
11.202,756.62903,+,267149.1079,,,4,202938.4924,199996.089,267149.1079,220488.4716,
11.203,842.62415,-,211354.096,,,3,180320.7975,211354.096,169458.0318,134148.2941,
11.207,702.53845,+,159857.7889,,,2,84566.64778,159857.7889,130257.5341,143756.2248,
11.207,938.64069,-,94783.81071,,,2,83978.24225,83627.04776,94783.81071,86767.39766,
11.213,843.65533,-,645158.4883,,,2,550231.8952,645158.4883,594304.9059,586957.1176,
11.216,627.53064,+,376365.2162,,,3,376365.2162,187848.5226,228393.6168,270603.2523,
11.217,856.63831,-,886433.5142,Ether-PC O-18:0_20:3,Ether-PC,3,868075.2796,617590.0716,886433.5142,843211.2109,
11.219,1023.27844,+,284585.403,,,2,284585.403,35327.03732,57438.42007,61989.79596,
11.225,936.55737,-,117462.3778,,,3,63005.38946,93637.21105,109990.6223,117462.3778,
11.226,852.56769,-,2124431.565,,,4,2124431.565,1829780.93,1730372.923,1443152.024,
11.227,808.66125,+,663764.1107,HexCer[NS] d42:3,HexCer[NS],7,663764.1107,505576.6491,458297.8966,441897.8098,
11.232,942.57513,-,174114.573,,,4,77640.63411,166582.6252,174114.573,157527.3132,
11.241,790.65112,+,146327.5698,,,4,126679.086,116520.4963,146327.5698,120284.021,
11.242,880.63794,-,302337.8819,Plasmenyl-PC P-20:0_20:4,Plasmenyl-PC,4,201124.0264,280230.3824,302337.8819,286184.2357,
11.246,980.78906,+,209494.4951,,,3,106880.9369,114119.4334,209494.4951,106288.2398,
11.251,756.58594,+,8692626.691,,,7,8692626.691,4725082.695,4654709.586,4688888.753,
11.253,856.6839,+,361764.8595,,,4,275921.3379,350434.0025,293366.491,361764.8595,
11.254,802.5661,+,1677360.144,,,4,1032705.795,563434.1739,511476.5843,1677360.144,
11.258,708.61072,-,419505.9661,,,4,419505.9661,348179.2061,358212.002,343299.0815,
11.263,798.63129,+,4093533.554,Ether-PC O-38:3,Ether-PC,4,4093533.554,3847335.599,3830818.942,3875757.252,
11.263,638.60388,+,850371.6036,,,2,12526.21415,339334.467,850371.6036,360603.7201,
11.264,780.58496,+,1.17882669E7,Plasmenyl-PE P-18:0_22:4,Plasmenyl-PE,7,1.17882669E7,9502403.356,8494781.963,9419812.171,
11.267,785.64923,+,1959212.702,SM d40:2,SM,8,1959212.702,1491115.34,1754716.035,1556491.371,
11.269,830.63629,+,1559650.846,PC[OH] OH-38:2,PC[OH],4,1559650.846,1329182.4,1250374.759,1270462.709,
11.275,615.56775,+,153307.6268,,,4,153307.6268,144583.1969,137301.9567,141427.9644,
11.276,834.61761,-,406074.1694,,,3,272597.3397,406074.1694,359205.7795,337811.3083,
11.278,924.66394,-,1721432.599,,,4,1721432.599,1321652.919,1434162.062,1336347.966,
11.28,568.599,+,204428.7966,,,2,197787.717,192224.3972,182429.8208,204428.7966,
11.288,619.46606,+,149089.2612,,,3,149089.2612,84468.88331,94542.32927,112928.4662,
11.292,727.54767,-,2189287.024,,,4,2189287.024,1819086.987,1624315.593,1603365.89,
11.296,1056.63403,-,107539.6069,,,4,92525.29932,84132.25834,107539.6069,92391.07015,
11.301,1189.75757,-,1070231.678,,,3,1070231.678,540098.9547,451356.2176,476807.2215,
11.301,980.65051,-,805420.9799,,,4,805420.9799,702998.2368,752799.737,684905.4507,
11.303,1062.65381,-,152596.5672,,,4,152596.5672,130055.6722,127846.9547,125337.9043,
11.304,798.59564,+,1.111632929E7,PC 37:3,PC,2,1.111632929E7,4618613.65,5415346.388,4351936.562,
11.304,657.57697,+,260882.0365,,,2,218623.7411,243681.253,215211.1374,260882.0365,
11.307,830.62396,-,2532410.142,Plasmenyl-PC P-18:0_18:1,Plasmenyl-PC,4,1677550.191,2473829.244,2532410.142,2497723.327,
11.31,645.48187,+,337776.9905,,,4,337776.9905,195720.7095,236740.3616,222171.8257,
11.311,834.55847,-,307233.8844,,,4,165677.4125,307233.8844,297255.218,283878.3262,
11.33,707.49683,+,1532320.633,,,4,1532320.633,1084061.071,1194286.901,1314509.481,
11.334,686.58026,+,2723177.699,,,4,2723177.699,2197321.699,2561700.467,2451529.693,
11.337,866.65662,+,4238454.218,PC 42:4,PC,4,3931238.276,4093241.196,4238454.218,4231586.345,
11.337,754.56934,+,3885880.93,Plasmenyl-PE P-18:0_20:3,Plasmenyl-PE,7,3885880.93,3479755.284,3040319.676,3473555.139,
11.337,814.56885,+,102945.9808,,,4,102945.9808,84594.14139,76662.96197,92884.59327,
11.338,968.65082,-,307586.0474,,,2,304202.1043,276042.9511,307586.0474,235129.385,
11.343,799.66388,+,9238597.857,SM d41:2,SM,4,9238597.857,8800889.994,8289419.384,8385688.034,
11.343,898.6944,+,1705294.731,PC[OH] OH-43:3,PC[OH],4,1705294.731,1498337.318,1464565.315,1675066.042,
11.345,840.64185,+,2.049707021E7,PC 40:3,PC,3,2.049707021E7,1.903958548E7,1.918628574E7,1.679452486E7,
11.347,1122.74365,-,242926.3211,,,2,9966.651424,242926.3211,20363.94826,53904.81878,
11.347,638.56818,-,188891.0411,,,3,188891.0411,185694.2147,171963.6921,176515.5863,
11.348,848.61163,+,825045.8536,PC 41:6,PC,2,669494.7408,793878.9274,546970.6708,825045.8536,
11.349,942.63556,-,581004.7133,,,4,572535.6537,581004.7133,482832.6902,532765.5097,
11.35,734.56415,+,1145517.479,PE-NMe 17:0_17:0,PE-NMe,7,1145517.479,730836.0549,685936.9594,813442.0351,
11.35,886.69489,+,588378.7245,PC[OH] OH-42:2,PC[OH],4,588378.7245,554011.3609,514208.9019,512511.625,
11.356,772.6156,+,8778324.256,Ether-PC O-36:2,Ether-PC,4,6191226.429,8778324.256,8180031.039,8027103.64,
11.357,828.64215,+,6581650.613,PC 39:2,PC,4,6235431.69,6017674.742,6581650.613,6531631.44,
11.358,936.76392,+,3437583.971,,,4,142821.1281,145346.1923,3437583.971,156081.2126,
11.359,784.57776,+,601159.9186,PE 19:0_20:3,PE,7,601159.9186,374424.2204,378031.0195,395344.7531,
11.36,810.57391,+,472198.0618,PC[OH] OH-37:5,PC[OH],3,221576.3774,450552.7567,377041.4846,472198.0618,
11.362,590.54834,-,154132.1436,Cer[NS] d18:2_20:0,Cer[NS],3,143380.4582,131372.3451,154132.1436,137276.6068,
11.362,1018.62146,-,78638.05176,,,2,78638.05176,61395.80128,72368.65147,60562.94904,
11.363,883.68561,-,148828.3353,,,4,148828.3353,126851.5243,147972.5174,145807.8904,
11.366,776.55066,+,397123.5687,,,4,218460.3924,365586.5696,397123.5687,345476.3241,
11.377,626.54333,-,224543.233,,,2,89861.2208,11250.41737,224543.233,210659.7689,
11.379,638.60382,+,423468.6668,,,2,423468.6668,339334.467,19832.56797,360603.7201,
11.381,496.54184,+,6490104.155,,,4,6490104.155,5876517.778,6148117.966,6198789.613,
11.381,950.72357,+,295555.7196,,,2,253423.5309,233120.195,231379.2014,295555.7196,
11.387,802.6264,+,1.487546196E7,PC 18:1_19:0,PC,7,1.483399161E7,1.370284932E7,1.404982466E7,1.487546196E7,
11.39,990.67236,-,246664.851,,,4,246664.851,216424.1807,226897.5204,224359.9472,
11.391,974.6792,-,714564.3893,PC 22:6_24:1,PC,4,714564.3893,338809.9786,611786.1061,713760.7522,
11.394,892.67224,+,3773393.351,PC 44:5,PC,4,3722214.398,2477230.16,3773393.351,2827738.76,
11.398,840.58453,+,1237743.522,,,4,1237743.522,747652.5214,673917.3568,823863.2051,
11.398,566.54785,-,223295.8342,Cer[NS] d18:0_18:0,Cer[NS],4,223295.8342,144598.2897,138280.7099,130741.7039,
11.399,623.56927,-,2592792.082,,,3,2449851.258,2592792.082,2211044.662,2207858.989,
11.399,668.61462,+,548148.7106,,,3,548148.7106,477653.7471,29253.01277,507845.0716,
11.402,824.61023,+,3543925.628,PC 39:4,PC,2,3445488.557,2325468.432,3543925.628,2882070.324,
11.407,1277.09241,-,1873014.915,,,2,1873014.915,11617.22812,322628.5426,174695.427,
11.411,825.68384,+,341615.7864,SM d43:3,SM,4,341615.7864,337323.6084,318506.864,312427.3218,
11.415,594.54285,-,176839.3251,,,4,176839.3251,164054.1481,158606.4374,162320.2295,
11.416,1052.72583,-,336569.6038,,,4,336569.6038,276116.1408,324793.044,308312.3911,
11.423,1153.77734,-,608124.4226,,,4,608124.4226,508168.9946,536154.2001,506510.6292,
11.426,1173.7926,-,240913.5251,,,4,152435.7439,240913.5251,142532.1647,139196.5559,
11.427,722.62561,-,234380.9835,,,4,234380.9835,218412.7192,190142.2849,194605.9529,
11.431,806.62378,-,5935597.159,Ether-PC O-18:0_16:0,Ether-PC,4,4678418.228,5935597.159,5318307.681,5128063.359,
11.432,623.61609,+,1807845.926,,,3,1447601.892,1229663.522,1807845.926,1358241.674,
11.437,688.58228,+,1152738.94,DG 18:1_22:4,DG,4,1135656.644,862091.3425,848339.3337,1152738.94,
11.44,850.66302,+,8708367.621,Ether-PC O-20:0_22:5,Ether-PC,8,8708367.621,7620934.519,7823552.287,7864948.678,
11.44,908.71594,+,474855.4938,,,4,474855.4938,407358.2507,380414.287,444782.7029,
11.443,854.6571,+,1405527.929,PC 41:3,PC,7,1405527.929,968137.9315,1130476.85,1185050.305,
11.444,882.65424,-,2932975.567,Ether-PC O-20:0_20:4,Ether-PC,4,2827133.501,2573475.636,2932975.567,2898818.271,
11.445,974.73486,+,169530.3046,,,3,164653.3704,169530.3046,97674.10683,145032.4321,
11.446,887.68091,-,358096.9979,,,3,239951.4101,358096.9979,277808.9173,311165.3695,
11.447,799.24359,+,2708853.61,,,4,2708853.61,944612.8247,1550706.763,1060704.47,
11.448,918.68848,+,1330340.25,PC 46:6,PC,4,1281007.024,1065344.949,1072169.288,1330340.25,
11.45,758.21747,+,5359193.5,,,4,5359193.5,1719308.855,2647046.376,1893092.274,
11.45,761.21619,+,1069891.692,,,4,1069891.692,337968.7879,516440.3048,369358.1026,
11.45,802.24249,+,542250.8232,,,3,542250.8232,186696.5816,265434.8131,212309.7041,
11.451,1150.77417,+,393558.8385,,,7,393558.8385,309365.2351,226234.4273,265715.413,
11.452,657.48138,+,577634.3552,,,2,577634.3552,436323.8755,473727.2676,445737.6916,
11.453,782.60052,+,6043792.017,Ether-PE O-18:0_22:4,Ether-PE,7,6043792.017,3172324.745,3264453.212,3449228.61,
11.453,782.56183,+,425270.4767,,,2,424640.6173,218592.0153,425270.4767,402124.6388,
11.457,1192.78577,-,7393023.913,,,4,2636609.606,7393023.913,3055202.086,3467458.695,
11.458,1274.78723,-,995195.6335,,,4,376413.8793,995195.6335,433101.0408,477287.8184,
11.46,994.71948,+,1136666.066,,,2,1136666.066,835374.8036,1065479.657,867172.6177,
11.462,1177.77417,+,398723.518,,,4,398723.518,315262.5667,345936.9124,344915.0416,
11.467,922.28333,+,348515.0265,,,2,277319.4903,88878.82588,348515.0265,91697.45115,
11.473,852.60242,+,103548.0307,,,3,92918.57678,81755.06242,103548.0307,87167.52572,
11.475,770.59802,+,2885025.666,,,3,2779049.798,2534806.432,2612562.213,2885025.666,
11.476,888.62549,-,930710.1787,PC 44:6,PC,6,930710.1787,720421.6095,659448.2674,641108.1064,
11.48,786.57025,+,1236773.545,PC[OH] OH-35:3,PC[OH],3,1236773.545,1169634.788,1010331.803,1211026.195,
11.481,749.61957,+,8612461.204,,,3,7243643.54,7581792.726,7016121.004,8612461.204,
11.487,882.69983,+,799082.7612,PC 43:3,PC,4,744725.1479,598771.2114,799082.7612,637661.6713,
11.487,696.61047,-,268728.8172,,,4,264122.6751,268728.8172,237714.9066,200353.3101,
11.49,824.64771,+,1.201666722E7,Ether-PC O-40:4,Ether-PC,4,1.201666722E7,1.117034862E7,1.091889379E7,1.110055152E7,
11.494,1218.79883,-,159269.9021,,,2,159269.9021,101704.4825,119926.3901,155317.3032,
11.496,996.64288,-,379352.6493,,,4,379352.6493,271739.3288,291335.8403,298627.57,
11.498,914.64056,-,1778376.58,,,4,1778376.58,1447780.455,1495984.522,1493797.558,
11.502,664.58478,-,199739.6912,,,4,199739.6912,142731.8614,153603.4318,159903.1071,
11.508,630.61401,+,699733.9218,Cer[NS] d42:2,Cer[NS],4,440819.1626,699733.9218,384396.9104,509420.5667,
11.512,912.63873,+,74430.13675,,,2,74430.13675,43979.43277,35980.25253,63391.39379,
11.513,806.59991,+,3649349.144,Ether-PE O-20:0_22:6,Ether-PE,7,3649349.144,3085968.172,2708322.857,3017623.438,
11.518,792.63397,+,755433.7195,,,3,294454.6012,270238.7007,755433.7195,740796.3765,
11.519,1055.03833,-,1232743.746,,,2,1232743.746,18909.7973,310969.0152,169490.0488,
11.519,1085.12158,-,814544.6189,,,2,814544.6189,33668.04543,21145.40948,18684.44854,
11.528,881.55347,-,122307.0163,,,2,72291.98751,116124.8016,122307.0163,106041.7564,
11.532,624.66205,+,624087.6934,,,2,564355.2518,624087.6934,497217.1018,551452.9202,
11.534,1570.20398,-,116038.6915,,,3,116038.6915,96065.33921,114803.0159,101206.734,
11.537,594.61395,+,274065.8075,,,4,260994.9939,250233.7966,242311.2317,274065.8075,
11.538,1166.77002,-,2373947.766,,,2,70288.15749,2373947.766,256330.1235,505215.738,
11.539,1217.12683,-,3347299.733,,,2,3347299.733,34887.78467,452912.8015,240846.1798,
11.54,861.66595,-,428320.0282,,,3,78900.5884,428320.0282,108892.2498,152164.4672,
11.542,774.63281,+,4.709109413E7,Ether-PC O-18:0_18:1,Ether-PC,8,4.709109413E7,4.280654822E7,4.312551305E7,4.338918454E7,
11.543,832.6842,+,2278829.682,,,4,2232141.266,2085528.067,2204089.977,2278829.682,
11.546,578.54797,-,193037.1847,Cer[NS] d18:1_19:0,Cer[NS],4,183379.3116,192844.509,193037.1847,187760.5959,
11.549,1036.57043,-,129215.2273,,,4,129215.2273,105985.877,124455.7324,125351.5745,
11.55,866.58441,-,223817.7935,,,2,179474.9651,187186.1023,221891.9694,223817.7935,
11.551,878.58337,-,1753403.794,,,4,1753403.794,1546290.233,1650834.997,1611322.303,
11.551,960.58679,-,375588.4657,,,4,358249.4741,375588.4657,361159.49,335325.9114,
11.555,812.58685,+,3597958.608,PC[OH] OH-37:4,PC[OH],7,3597958.608,2774659.464,2935645.215,3053886.024,
11.556,1042.58899,-,110706.5982,,,4,110706.5982,87403.23028,101952.7961,95281.92582,
11.559,1160.79541,+,201360.2528,,,3,201360.2528,154128.8157,124521.5797,104763.3989,
11.564,780.58496,+,4251173.205,Plasmenyl-PE P-20:0_20:4,Plasmenyl-PE,7,4251173.205,4038958.314,3592516.134,3876163.278,
11.564,892.73804,+,2897259.587,,,4,148991.8189,120683.0575,2897259.587,140011.824,
11.564,898.64874,-,500485.9251,PC 20:3_20:0,PC,3,500485.9251,450442.8343,473266.3121,440435.5685,
11.569,944.70331,+,1671409.011,PC 48:7,PC,4,1504286.049,1153997.147,1671409.011,1363689.639,
11.573,924.70959,+,143683.2283,,,2,143683.2283,117607.5482,122172.5734,121932.2375,
