Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4)+Yeast_Pos_1.raw (F7),Yeast_Neg_2.raw (F5)+Yeast_Pos_2.raw (F8),Yeast_Neg_3.raw (F6)+Yeast_Pos_3.raw (F9),
14.942,578.66052,+,204887.9671,,,4,204887.9671,0.0,4838.027178,194391.8769,191667.292,189998.2703,
14.948,774.67413,-,288039.2823,,,5,131899.1208,55893.74392,0.0,260704.3036,288039.2823,284494.8343,
14.95,784.70313,-,20189.96212,,,2,6596.364255,5187.040413,0.0,20189.96212,18435.88327,17520.41883,
15.038,704.74036,+,32550.30125,,,4,32550.30125,0.0,406.2518622,30921.4664,29338.00339,30271.89501,
15.063,855.664,+,25615.7118,,,4,23392.16662,0.0,1122.686195,25531.42057,25615.7118,24243.52426,
15.085,1421.94397,-,42491.24053,,,4,41405.22512,824.567005,0.0,42065.77275,42491.24053,40804.78043,
15.093,1399.96106,-,165025.6726,CL 16:1_18:1_16:1_18:1,CL,4,147656.7979,805.3208878,0.0,165025.6726,157749.5036,153588.3633,
15.097,715.62238,+,33290.57482,,,4,33290.57482,0.0,6128.64617,32830.96974,32930.54248,30640.05167,
15.099,845.73505,+,73022.26309,,,4,73022.26309,0.0,1018.266252,64106.87854,56734.66463,61056.15277,
15.101,804.70868,+,319027.4918,TG 15:1_16:1_16:1,TG,4,319027.4918,0.0,1606.160989,276716.6786,274715.6155,229992.4234,
15.11,752.67676,+,130038.3519,TG 12:0_15:0_16:1,TG,5,130038.3519,0.0,34116.91041,104245.8619,110042.0257,92841.10099,
15.161,883.65759,+,73662.0934,,,4,73662.0934,0.0,1265.93843,68441.9976,72663.44822,69713.68048,
15.164,919.72864,+,70778.18026,,,4,70778.18026,0.0,1592.660137,60775.94513,62559.61673,61413.90144,
15.192,594.65509,+,358251.0704,,,4,263954.3426,0.0,2439.19199,340780.7442,243084.586,358251.0704,
15.206,522.59668,+,171582.7666,,,4,171582.7666,0.0,13723.52317,164548.432,161030.5716,164721.549,
15.213,927.72449,+,21732.66503,,,3,18143.55019,0.0,1066.955861,18998.20004,21732.66503,19224.89955,
15.293,970.64679,+,37993.84949,,,2,37993.84949,0.0,266.1122682,28015.9465,35536.26374,30976.51833,
15.295,441.29886,+,101195.3645,,,4,101195.3645,0.0,1486.855742,73774.04359,76992.66718,68961.23126,
15.298,967.67444,+,272725.7747,,,4,272725.7747,0.0,525.6565298,262111.4722,251085.4768,241842.9378,
15.298,699.53412,+,57266.46495,,,4,57266.46495,0.0,250.0572544,55556.15037,52173.18373,53854.42755,
15.298,631.46991,+,40706.26493,,,4,39300.68842,0.0,261.1291619,39760.18001,40706.26493,40097.99176,
15.3,936.77716,+,175426.9992,,,3,94414.40287,0.0,7957.939868,94461.15498,175426.9992,156198.4133,
15.3,659.5022,+,149888.9393,,,4,149888.9393,0.0,261.5598963,145510.7389,144802.3322,135862.6352,
15.3,1125.66333,+,52645.41756,,,4,37829.79283,0.0,256.8788538,52645.41756,44338.3929,38680.5033,
15.3,481.33017,+,33352.58769,,,3,33352.58769,0.0,243.1731078,28712.53125,28722.15908,28205.42507,
15.3,679.6153,+,31730.57499,,,3,25002.44911,0.0,274.5333787,28355.58686,31730.57499,28748.99403,
15.301,667.61572,+,133945.9863,,,4,128199.5923,0.0,5460.345673,125184.706,133945.9863,118801.2899,
15.301,495.34634,+,31026.57935,,,3,31026.57935,0.0,260.5762491,28912.15217,26663.84951,24238.6805,
15.302,727.56445,+,189768.8075,,,4,163580.26,0.0,258.8763156,189768.8075,176624.2816,162958.921,
15.302,509.36182,+,137538.513,,,4,137538.513,0.0,253.9429053,113423.9945,113766.2434,103712.9185,
15.302,685.51691,+,64406.60346,,,4,57306.91491,0.0,262.0550368,62552.82106,64406.60346,54649.23559,
15.302,617.45471,+,50815.45058,,,4,44296.55134,0.0,260.483691,50815.45058,46200.13075,49463.42582,
15.302,653.60095,+,33068.33159,,,3,27355.77092,0.0,421.9240594,31638.16681,33068.33159,25750.91395,
15.303,713.54919,+,400217.7977,,,4,400217.7977,0.0,589.3135836,393646.966,391754.1646,370027.9779,
15.303,467.31451,+,190045.0259,,,4,190045.0259,0.0,248.7926546,138703.5485,129702.1785,119752.8525,
15.303,1043.66077,+,161323.6514,,,4,128265.3163,0.0,262.1262627,161323.6514,141145.0174,112221.5017,
15.303,523.37714,+,122623.2766,,,4,122623.2766,0.0,263.5401837,96002.88175,88938.34771,86649.97737,
15.303,613.56903,+,62163.31062,,,4,57558.5766,0.0,251.6609393,62163.31062,61745.1045,61569.46967,
15.303,409.38138,+,47479.46287,,,3,47479.46287,0.0,257.9365027,38548.684,36159.81028,32184.87568,
15.303,563.40826,+,39420.11304,,,4,36115.51987,0.0,242.6974254,37167.99996,39420.11304,38449.69946,
15.304,885.67114,+,4.477179761E7,,,7,4.393752285E7,953.0169797,72111.60566,4.477179761E7,4.438090516E7,4.200660897E7,
15.304,671.50238,+,316743.6615,,,4,316743.6615,0.0,260.7886394,308521.2261,304951.2093,290287.8332,
15.304,535.37738,+,244695.7513,,,3,244695.7513,0.0,261.7204886,200743.7697,205311.1735,187160.0975,
15.304,645.48639,+,236573.6951,,,4,231342.6159,0.0,257.6709004,236573.6951,231863.8918,215828.501,
15.304,577.42401,+,163679.2425,,,4,163679.2425,0.0,255.8488384,161980.7433,158388.2399,147619.8737,
15.304,950.79755,+,129698.0296,,,3,129698.0296,0.0,834.5764772,75117.67341,98824.41309,89743.1903,
15.304,549.39307,+,37468.79442,,,3,37429.31302,0.0,267.8925456,37468.79442,35630.17728,34987.72604,
15.304,463.42902,+,34900.96938,,,3,34900.96938,0.0,259.4664544,31265.84007,28578.04711,30209.44073,
15.305,781.61145,+,501811.2216,,,4,437444.9135,0.0,1086.677411,501811.2216,501134.7004,457250.5997,
15.305,603.4397,+,272889.3833,,,4,254818.7196,0.0,260.7088534,272889.3833,241521.8852,253327.7964,
15.305,739.56482,+,222358.94,,,4,214715.271,0.0,258.1005067,222358.94,215159.6197,208145.6431,
15.305,831.664,+,173629.0802,,,4,157862.3002,0.0,258.5101731,173629.0802,142279.64,155154.9756,
15.305,767.59558,+,148970.6072,,,4,135592.1403,0.0,1803.778231,148970.6072,140135.7127,117534.8302,
15.305,455.31445,+,114436.5252,,,4,114436.5252,0.0,253.3936854,77594.45194,78129.69794,72048.84388,
15.305,795.62665,+,64047.6506,,,3,48830.29958,0.0,264.2446519,63153.99325,64047.6506,62569.2945,
15.305,545.50635,+,48107.62799,,,4,47282.17436,0.0,254.4621741,48107.62799,46850.49604,42207.06716,
15.306,591.44006,+,140274.9073,,,4,140274.9073,0.0,967.7309401,132875.9169,134257.3957,121059.6852,
15.306,753.57965,+,75379.19247,,,4,67168.46501,0.0,257.3428238,75379.19247,73372.21278,63536.92433,
15.307,477.44498,+,42442.09117,,,4,42442.09117,0.0,252.1791075,31214.91093,34398.32432,31736.43797,
15.308,921.74237,+,2.575770958E7,,,5,2.575770958E7,0.0,48479.77204,2.353754017E7,2.509038925E7,2.316985327E7,
15.308,531.4906,+,35148.90074,,,2,27847.43725,0.0,258.4578013,31324.24993,35148.90074,31873.46928,
15.429,901.70874,+,68314.31655,,,2,62052.65494,0.0,2681.740882,68314.31655,63245.47845,61344.77369,
15.476,887.72992,+,246889.4546,,,4,216761.6265,0.0,224.3002625,246889.4546,208970.9402,208360.7483,
15.478,739.6452,-,112804.0745,,,4,94746.06821,2489.874237,0.0,111787.6053,112804.0745,103497.6815,
15.483,923.80133,+,244586.2298,,,4,235742.8394,0.0,214.1534568,244586.2298,212907.8633,233753.5241,
15.487,913.74518,+,904072.735,,,4,885298.6003,0.0,302.8484775,904072.735,828554.2606,829729.3121,
15.489,550.59314,+,26452.33507,,,3,26452.33507,0.0,1077.273004,25693.47839,22434.14658,24631.33689,
15.494,939.76068,+,250614.597,,,3,250614.597,0.0,308.8360473,241901.1075,223144.1392,236756.7065,
15.497,949.81573,+,1069634.071,,,4,1011864.171,0.0,314.8681106,1069634.071,999069.1654,987520.3307,
15.505,975.83167,+,290623.5661,,,4,278050.028,0.0,362.4401225,290623.5661,261305.3951,285183.1218,
15.535,833.73224,+,1408968.379,,,4,1408968.379,0.0,12003.68029,1233453.378,1106295.776,1148797.54,
15.535,1063.66748,+,120818.8449,,,4,89974.10052,0.0,319.5079804,120818.8449,109586.8464,106109.9209,
15.538,899.66376,+,702717.315,,,4,702717.315,0.0,293.03993,700914.8775,651407.368,634414.8647,
15.538,905.67896,+,514981.3638,,,4,484775.8815,0.0,22524.26622,514981.3638,459314.8888,486754.8463,
15.541,859.74792,+,1.311257768E7,,,4,1.311257768E7,0.0,532.7637901,1.230666496E7,9861684.446,1.12645594E7,
15.541,981.66437,+,335889.5469,,,4,303399.3672,0.0,299.4519262,335889.5469,309600.0291,276505.149,
15.544,908.65613,+,102634.8267,,,3,102634.8267,0.0,861.6334752,72867.22419,98673.46085,94302.20973,
15.545,888.80023,+,477461.1249,,,3,477461.1249,0.0,246.7969314,380659.8327,384654.8798,406435.0783,
15.545,879.66479,+,77967.14961,,,4,65033.51016,0.0,534.4103812,77967.14961,64592.45528,50329.53827,
15.546,792.70673,+,1.090759302E7,TG 14:0_16:1_16:1,TG,9,1.090759302E7,0.0,69349.82493,1.046081401E7,9504972.431,9214003.898,
15.546,846.75262,+,4734945.842,,,3,127908.2349,0.0,3949.721293,3891604.422,4496665.758,4734945.842,
15.547,818.72217,+,8.167498048E7,TG 16:1_16:1_16:1,TG,8,8.167498048E7,0.0,11394.10096,7.524728674E7,6.067085392E7,6.598152691E7,
15.547,844.73669,+,417866.1302,TG 16:1_16:1_18:2,TG,4,417866.1302,0.0,4195.849222,249940.8338,266314.7174,254487.4694,
15.548,873.64362,+,91907.51076,,,4,91907.51076,0.0,338.3032725,78845.77786,79440.24583,77024.94223,
15.555,765.6604,-,130737.4547,,,4,112755.7029,891.9502159,0.0,124768.5051,130737.4547,118174.8603,
15.568,766.6908,+,1.507308433E7,TG 12:0_16:1_16:0,TG,10,1.507308433E7,0.0,55432.50892,1.188731701E7,1.096807077E7,1.229400259E7,
15.571,836.77539,+,79449.18051,,,2,79449.18051,0.0,182.3494063,54818.48907,38591.66674,51702.51729,
15.578,929.63806,+,53804.44701,,,2,42197.65893,0.0,329.6299732,53804.44701,49153.65551,47462.65736,
15.582,551.50189,+,123342.5544,,,4,93389.5153,0.0,2722.324272,123342.5544,109345.6787,103760.6661,
15.583,740.67511,+,5319249.201,,,5,5319249.201,0.0,69628.76699,4583554.725,4282696.416,4111549.261,
15.583,807.71771,+,1812135.521,,,4,1812135.521,0.0,19856.93193,1383092.526,1271521.711,1105477.298,
15.593,781.70221,+,524546.9315,,,4,524546.9315,0.0,14476.99935,348778.6912,297576.8146,295067.4947,
15.636,696.68713,+,21892.33038,,,3,15679.65779,0.0,1333.077792,21892.33038,20735.20921,19387.55881,
15.66,608.66956,+,3.297225382E7,,,5,3.297225382E7,0.0,106946.2327,3.00844902E7,2.984300539E7,3.014254634E7,
15.661,610.67572,+,2590240.512,,,4,2590240.512,0.0,6856.723589,2398333.563,2380411.025,2372989.835,
15.682,739.8006,+,804270.6459,,,4,681050.9549,0.0,1321.291697,553834.8389,595073.0225,804270.6459,
15.682,725.7851,+,372029.0389,,,4,340692.6546,0.0,596.5421218,262527.7649,291808.2376,372029.0389,
15.69,782.664,+,65491.37041,,,2,42236.87438,0.0,583.9942981,41562.59743,58205.94816,65491.37041,
15.693,753.81482,+,32943.97883,,,2,20550.60765,0.0,378.396069,20225.15258,18337.05923,32943.97883,
15.748,468.51306,+,53872.15497,,,4,53872.15497,0.0,3323.030751,45582.35616,49434.76436,42100.85494,
15.757,1427.99353,-,53223.47413,CL 18:1_18:1_16:1_18:1,CL,4,53223.47413,985.8757534,0.0,44116.37848,48515.8385,41626.33956,
15.767,603.53601,+,26682.8927,,,3,22775.42646,0.0,7823.208524,26682.8927,25531.714,17946.30233,
15.788,729.58295,-,47090.48985,,,4,26900.44805,1703.981867,0.0,44972.95533,47090.48985,44611.63165,
15.838,1108.19373,+,50485.30391,,,4,33658.52236,0.0,226.1096804,27787.85792,37875.80876,50485.30391,
15.839,536.61255,+,1.412852892E7,,,4,1.412852892E7,0.0,42110.93054,1.26588583E7,1.294799764E7,1.248062387E7,
15.983,860.77014,+,26175.29229,,,2,2887.901557,0.0,1097.672671,23813.35468,18565.02545,26175.29229,
15.985,806.72363,+,672639.7016,TG 15:0_16:1_16:1,TG,10,672639.7016,0.0,139040.1364,617450.4721,645516.3839,580310.2967,
15.986,847.75598,+,170166.6594,,,4,170166.6594,0.0,47670.52951,149177.2205,135096.1483,122863.0584,
15.992,832.73926,+,671857.2096,TG 16:1_16:1_17:1,TG,8,616563.2957,0.0,5905.279805,671857.2096,656027.9531,613780.2818,
15.993,873.76526,+,217279.8164,,,4,217279.8164,0.0,6180.946085,167343.626,165648.3849,179385.6099,
16.006,743.65283,+,78149.50234,,,4,76608.98388,0.0,5301.082048,78149.50234,77336.2751,72063.565,
16.031,606.69153,+,20869.52743,,,3,20869.52743,0.0,392.0465408,20052.15857,19160.19667,20636.3097,
16.241,713.62219,+,38246.29148,,,4,38246.29148,0.0,286.2819932,33384.19439,33658.99462,33429.20513,
16.263,643.5437,+,166809.9931,,,4,114052.6708,0.0,248.8799759,166809.9931,163509.2133,152285.4404,
16.27,687.60614,+,53504.19059,,,4,53504.19059,0.0,637.6652626,45906.82752,48919.5092,45827.06916,
16.285,719.57404,+,30784.73892,,,3,28833.87712,0.0,755.5928872,29689.30311,30784.73892,23897.05477,
16.308,915.76215,+,112702.0759,,,3,109238.7254,0.0,979.7431947,108984.276,108843.2712,112702.0759,
16.31,1003.86401,+,21018.02396,,,3,18167.04691,0.0,516.0341958,21018.02396,17779.26244,20913.99169,
16.312,951.8327,+,125023.9845,,,4,102034.8882,0.0,200.9940928,119694.3267,119946.9279,125023.9845,
16.318,941.77643,+,219515.7624,,,4,219515.7624,0.0,263.953317,187975.1811,196606.4143,146520.7052,
16.324,977.8465,+,262052.4074,,,4,261208.4796,0.0,897.2574888,260154.6881,262052.4074,247826.6319,
16.376,767.67603,-,40246.10151,,,4,33015.48072,1039.263933,0.0,37948.35779,40246.10151,38015.91013,
16.384,1091.69897,+,115471.7417,,,3,65681.49695,0.0,325.3184547,115471.7417,102989.0598,67832.05875,
16.385,887.77911,+,1.073483248E7,,,3,1.073483248E7,0.0,24570.58523,9820416.73,1.031613184E7,9230767.213,
16.387,933.71088,+,515081.2806,,,4,436469.2705,0.0,1013.564797,495304.8205,515081.2806,262197.1397,
16.387,936.68518,+,86091.024,,,2,70691.91668,0.0,1317.094805,57388.80869,86091.024,75320.90512,
16.39,1009.69592,+,305329.7015,,,4,269372.6179,0.0,326.5759815,305329.7015,303385.2549,162979.03,
16.392,846.3009,+,86131.38097,,,2,23715.93749,0.0,195.4917595,71424.61428,86131.38097,53034.49156,
16.396,846.75305,+,8.560428531E7,TG 16:1_16:1_18:1,TG,13,8.560428531E7,0.0,160410.6046,8.022690475E7,7.843720837E7,7.556607068E7,
16.399,916.83154,+,710085.931,,,4,710085.931,0.0,848.4474663,545562.2737,562650.5002,516246.8692,
16.401,983.68085,+,286047.8212,,,3,264598.1617,0.0,326.0960903,277598.3029,286047.8212,243181.3923,
16.402,820.73804,+,8.942357438E7,TG 16:1_16:1_16:0,TG,11,8.942357438E7,0.0,456151.5202,7.243818916E7,8.300786175E7,6.80476938E7,
16.403,861.76306,+,9568437.253,,,5,9568437.253,0.0,109614.3693,8591217.927,8298454.628,7658997.396,
16.404,902.81476,+,235383.9846,,,4,73672.27423,0.0,3483.574746,173706.6308,211986.6369,235383.9846,
16.406,874.78351,+,4925059.558,,,3,158307.1543,0.0,64138.21507,3579860.004,4611946.189,4925059.558,
16.406,890.81409,+,692203.4518,,,4,692203.4518,0.0,233.7856662,514209.209,486605.8104,456683.3224,
16.411,793.69122,-,138667.5022,,,4,123633.0849,1114.284442,0.0,138667.5022,137897.3961,133883.1178,
16.414,1065.6814,+,101769.9024,,,2,81535.93325,0.0,316.0463254,89267.0902,101769.9024,88445.20414,
16.419,794.72241,+,1.25354366E7,TG 14:0_16:1_16:0,TG,10,1.25354366E7,0.0,213948.0636,1.181220809E7,1.029978044E7,1.034155409E7,
16.441,835.74811,+,1139480.048,,,5,1139480.048,0.0,52120.83356,960793.8201,757573.7347,899289.4514,
16.446,768.70697,+,6232889.736,TG 14:0_14:0_16:0,TG,5,6232889.736,0.0,232648.3676,5787503.07,5528249.321,5017491.095,
16.461,467.40854,+,65651.92762,,,3,58081.74142,0.0,775.5054969,61511.52307,65651.92762,58216.67071,
16.467,579.53375,+,49481.33725,,,3,25522.57186,0.0,753.535049,49481.33725,43568.00429,38015.94059,
16.472,809.73395,+,515929.0978,,,5,515929.0978,0.0,30076.83363,374983.1343,415285.917,355455.5434,
16.472,655.54077,+,67224.55178,,,3,36913.5528,0.0,305.9021271,67224.55178,56217.2466,52848.85394,
16.573,953.73486,+,123389.648,,,4,123389.648,0.0,2481.395813,120123.7096,121657.9856,115783.1585,
16.575,989.80615,+,122503.8035,,,4,122503.8035,0.0,601.2446499,119040.814,117990.6119,112852.9504,
16.593,657.55981,+,49194.38548,,,4,26103.15786,0.0,387.6813254,49194.38548,46204.13621,43065.77355,
16.673,636.70239,+,2250370.732,,,4,2250370.732,0.0,12211.26609,2041287.406,2101367.185,2152495.561,
16.686,767.83398,+,47131.49474,,,3,45857.67638,0.0,554.4242729,38237.24676,32029.65754,47131.49474,
16.78,550.59277,+,40181.60518,,,4,40181.60518,0.0,4049.920597,36456.49519,37852.26564,35871.2757,
16.821,860.77014,+,440499.6973,TG 16:1_17:1_18:1,TG,4,371564.6752,0.0,13390.31121,440499.6973,344305.5405,326599.2223,
16.821,901.80267,+,134846.5743,,,4,134846.5743,0.0,8758.758716,122718.3641,124651.4035,113457.2454,
16.823,834.75543,+,1106268.942,TG 16:1_16:0_17:1,TG,10,1106268.942,0.0,164800.0776,1035888.536,1002984.358,957978.8455,
16.824,875.78705,+,310373.1017,,,2,310373.1017,0.0,50746.64333,194695.9459,190905.6968,245862.7316,
16.849,771.68463,+,41067.94879,,,4,39849.18315,0.0,1996.293098,41067.94879,39187.27603,38203.24962,
16.916,657.55981,+,246478.7529,,,4,176823.0086,0.0,319.4068534,246478.7529,222806.5569,218618.7433,
17.005,671.57404,+,23416.95858,,,3,16946.30241,0.0,302.6587193,23416.95858,22179.97852,19109.72881,
17.035,564.64471,+,7220375.757,,,5,7220375.757,0.0,472412.6908,5784640.992,6121219.722,6340645.708,
17.075,979.86798,+,21350.91424,,,4,21350.91424,0.0,346.9460661,19336.07393,18156.8162,19441.1855,
17.076,943.79395,+,25354.1375,,,4,23684.24831,0.0,419.0576553,22543.4483,21780.2519,25354.1375,
17.083,685.5896,+,138609.2197,,,4,94902.47816,0.0,206.5743984,138609.2197,132275.6912,132075.2277,
17.106,969.81012,+,45697.57258,,,4,45697.57258,0.0,226.3312392,27358.52228,40906.95906,34891.20486,
17.113,1005.88,+,39693.34218,,,4,35806.59695,0.0,232.9811816,38176.33191,39693.34218,37363.31709,
17.177,915.81012,+,4266688.252,,,5,4266688.252,0.0,268877.6585,4146810.771,3713481.526,3611001.619,
17.19,1037.72961,+,112122.3384,,,4,54066.62099,0.0,2437.608478,112122.3384,90143.92708,92671.78931,
17.195,874.78339,+,3.062704369E7,TG 16:1_18:1_18:1,TG,10,2.830852791E7,0.0,938524.9289,2.93218051E7,3.062704369E7,2.730052988E7,
17.195,902.81451,+,1485243.113,,,3,136855.7443,0.0,127887.9007,995141.0089,1485243.113,1376881.919,
17.197,944.8653,+,150967.3354,,,4,150967.3354,0.0,679.3190112,125476.9111,132188.7451,130626.8298,
17.206,1093.71741,+,140986.3083,,,4,79626.50048,0.0,608.6859848,140986.3083,121480.0941,123097.1949,
17.211,889.79474,+,1.318334077E7,,,5,1.318334077E7,0.0,195515.4414,1.222581687E7,1.071457281E7,1.046967938E7,
17.213,1011.711,+,428768.3099,,,4,293224.0062,0.0,1647.616108,428768.3099,374170.5838,341364.3679,
17.214,848.76941,+,1.047449556E8,TG 16:1_16:0_18:1,TG,10,1.047449556E8,0.0,806725.3827,9.267355444E7,9.081815507E7,7.382951018E7,
17.215,932.8606,+,150492.1484,,,4,150492.1484,0.0,2185.833392,124009.2966,118283.285,107119.7505,
17.218,918.85022,+,679179.0937,,,4,679179.0937,0.0,2640.671822,546682.7469,534249.065,525389.4995,
17.225,985.69989,+,137764.9406,,,4,105792.275,0.0,4237.986264,137764.9406,119495.129,118288.7495,
17.226,822.75403,+,3.456608634E7,TG 16:1_16:0_16:0,TG,13,3.456608634E7,0.0,614978.4326,3.093886575E7,3.067866956E7,2.922565614E7,
17.229,848.30664,+,63616.73925,,,2,44337.69751,0.0,309.5990391,42083.5032,63616.73925,33858.4486,
17.234,863.77924,+,3632322.311,,,5,3632322.311,0.0,106868.502,3200454.276,3176924.2,2803662.76,
17.267,495.44049,+,52643.2494,,,3,38937.41106,0.0,1814.490689,48408.56686,44216.94218,52643.2494,
17.288,590.65778,+,45709.69926,,,2,45239.92516,0.0,6305.470178,45709.69926,32982.68914,39587.01329,
17.356,853.72583,+,2.659967652E7,TG 16:1_16:0_18:1,TG,2,2.435338443E7,0.0,511467.2264,2.659967652E7,446863.9261,2.374888797E7,
17.386,683.57367,+,278115.8308,,,4,169068.1795,0.0,351.958148,278115.8308,263749.0949,241145.2987,
17.587,888.80225,+,99873.80386,,,2,9574.347399,0.0,15008.16122,70565.63421,60017.20357,99873.80386,
17.588,664.73376,+,965093.8964,,,4,787606.8836,0.0,7384.710369,965093.8964,949118.2176,941129.131,
17.593,578.66046,+,95227.29577,,,4,95227.29577,0.0,6953.563377,87045.45607,86677.1835,86096.07676,
17.603,862.78632,+,531743.5529,TG 51:2,TG,9,338885.9004,0.0,73675.07188,510994.7635,531743.5529,467836.0508,
17.605,903.81671,+,162168.1421,,,3,127696.8634,0.0,28203.5324,162168.1421,147811.942,143527.6193,
17.846,685.5907,+,107061.3617,,,4,58355.11158,0.0,213.6945438,105660.6419,107061.3617,97149.18309,
17.952,966.7334,+,94281.17723,,,4,93524.97828,0.0,17544.39961,71449.06401,93015.83361,94281.17723,
17.955,917.82581,+,7653733.912,,,5,7653733.912,0.0,366648.2955,7146630.408,7271983.773,6480504.183,
17.959,932.85724,+,91284.193,,,3,30451.81835,0.0,4562.686904,63708.84609,91284.193,76983.45016,
17.959,1115.72986,+,28537.55608,,,2,10817.47853,0.0,523.911821,28537.55608,24488.89081,15034.70797,
17.961,904.83093,+,2190888.625,,,3,426969.0795,0.0,187214.6826,1654993.387,2190888.625,1759604.91,
17.961,963.75726,+,400214.755,,,4,289465.1572,0.0,10036.68939,364412.2637,400214.755,304722.9355,
17.961,1121.74902,+,81946.38834,,,4,40193.0657,0.0,1297.501234,81946.38834,76785.75511,69171.84609,
17.963,1039.74377,+,214462.3176,,,4,120882.6192,0.0,3914.840932,214462.3176,131112.7146,190375.9697,
17.964,876.79999,+,4.145611977E7,TG 16:1_18:1_18:0,TG,12,4.145611977E7,0.0,1277460.176,3.404902424E7,3.502309654E7,3.225382124E7,
17.964,960.8916,+,53778.94636,,,4,53778.94636,0.0,3736.346695,45104.61725,42592.29684,39908.25069,
17.965,946.87878,+,244659.5027,,,4,244659.5027,0.0,1511.62668,201222.6692,221151.716,190063.9682,
17.967,605.54889,+,569769.6747,,,4,485413.5649,0.0,4398.908815,561498.5091,569769.6747,509802.66,
17.968,878.80682,+,6905975.677,,,3,5435805.606,0.0,162341.8847,6111754.811,6905975.677,6335913.047,
17.978,1095.73596,+,61258.57905,,,2,34784.30015,0.0,682.5545553,61258.57905,60593.26039,54354.10684,
