Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4)+Yeast_Pos_1.raw (F7),Yeast_Neg_2.raw (F5)+Yeast_Pos_2.raw (F8),Yeast_Neg_3.raw (F6)+Yeast_Pos_3.raw (F9),
8.531,1203.76794,-,69988.59698,,,4,41108.89364,251.1663543,0.0,69988.59698,69933.21657,57129.18385,
8.534,776.54211,+,204462.359,,,4,204462.359,531.5296855,294.5812327,125592.2632,81493.85293,88669.09479,
8.535,820.60669,+,584377.3351,,,4,584377.3351,0.0,958.2641346,531578.7363,508444.2041,493457.7397,
8.558,703.57513,+,566464.8899,SM d34:1,SM,5,566464.8899,0.0,28511.47141,513018.7068,506723.4485,518242.4433,
8.559,788.58966,+,21659.78612,,,3,21510.09576,0.0,1331.368812,12927.17495,19375.54227,21659.78612,
8.561,1241.7616,-,41983.59133,,,4,12793.64638,225.3372718,0.0,39752.1639,41983.59133,29277.42526,
8.561,687.54333,-,13059.37705,,,4,11955.6981,331.2565521,0.0,12311.52086,13059.37705,11727.94841,
8.57,846.62231,+,94010.78551,,,4,94010.78551,0.0,240.9596738,93188.07953,90794.20146,90097.54384,
8.584,702.50555,+,343757.5203,PE 16:1_17:1,PE,7,343757.5203,308.6945139,33717.07089,209061.7285,207587.312,206878.5181,
8.586,561.48761,+,26778.8434,,,3,15812.84939,0.0,640.8944271,26778.8434,23879.63867,25149.74305,
8.606,522.53595,+,151534.3781,,,4,151534.3781,0.0,214.7444185,132975.6533,128465.4491,134718.1645,
8.616,808.49707,+,40816.3857,,,3,19866.08662,0.0,215.6953405,17105.57994,16917.66781,40816.3857,
8.633,629.5506,+,33327.79496,,,4,24710.25787,0.0,480.2928566,33327.79496,30006.47447,29827.79574,
8.634,426.46667,+,61840.96281,,,4,61840.96281,0.0,344.0637235,52218.03417,51581.29423,51457.56836,
8.637,710.49377,+,34793.73301,,,3,34793.73301,0.0,367.032318,33710.88235,32204.14989,34120.0046,
8.637,888.56775,-,21940.14188,,,3,17880.73847,336.5798004,0.0,21940.14188,19523.95456,19107.78628,
8.639,772.29205,+,22665.24079,,,2,520.9658071,0.0,458.5439082,15673.0848,20586.35548,22665.24079,
8.641,785.28705,+,127251.7532,,,4,127251.7532,0.0,14177.48181,66268.42609,70076.86519,60012.86575,
8.643,744.26074,+,201601.0719,,,5,201601.0719,0.0,21516.92041,158799.8746,150701.1131,144979.0743,
8.655,507.40179,+,176263.1974,,,4,176263.1974,0.0,282.7753826,82753.66491,87678.21512,84239.70835,
8.656,739.80109,+,24987.1716,,,2,24987.1716,0.0,231.3081479,19104.11499,18926.90877,20090.32611,
8.665,583.38763,+,27175.18065,,,4,27175.18065,0.0,188.4184676,18015.03369,16560.97316,20403.78594,
8.667,626.59808,+,79883.26134,,,4,79883.26134,0.0,286.0335366,79725.0823,78149.86974,75687.91353,
8.669,533.41614,+,60785.78912,,,3,60785.78912,0.0,194.0531347,49033.62668,56621.73441,50155.8121,
8.67,800.57349,+,24557.39143,,,3,24557.39143,0.0,248.1987149,15627.07375,14331.74005,16077.68306,
8.674,804.50555,+,30558.32777,,,2,30558.32777,0.0,3217.760085,27009.69737,30142.13253,28460.27727,
8.676,849.54956,-,78154.73506,PI 17:0_18:1,PI,2,59366.49735,263.3024535,0.0,78154.73506,63684.44478,66937.82849,
8.682,846.54694,-,145029.3097,,,3,121452.086,7703.408503,0.0,145029.3097,73143.54558,72534.43797,
8.683,612.58289,+,13733.27029,,,2,13175.28979,0.0,192.3273706,13733.27029,11879.85913,12671.34944,
8.684,706.53809,+,3676695.532,PC 14:0_16:0,PC,10,3676695.532,0.0,280030.5767,3320966.436,3373607.582,3318478.904,
8.714,617.47699,-,62862.11923,,,3,40089.41411,315.2107528,0.0,62862.11923,53999.32738,52233.21978,
8.715,764.591,+,121655.8729,,,3,121655.8729,0.0,725.6331006,47132.85117,55120.50301,51922.41719,
8.716,1238.76782,-,113248.6613,,,4,113248.6613,258.2863133,0.0,49890.77798,70269.46551,91523.03666,
8.723,1036.56897,-,41465.92522,,,2,33333.26179,266.3530406,0.0,41465.92522,34819.11504,30724.14183,
8.724,1112.55273,-,56159.82879,,,3,49831.7384,280.1609733,0.0,53477.57046,56159.82879,55434.93745,
8.734,854.45746,+,148494.9926,,,2,10317.84699,0.0,268.1677199,148494.9926,50823.7667,58295.18386,
8.734,1030.54919,-,146316.6603,,,4,133818.8485,353.5743951,0.0,146316.6603,144069.2905,136097.3731,
8.737,954.56439,-,198287.748,,,4,198287.748,359.6918842,0.0,195848.7044,196189.9231,187451.8011,
8.739,782.5661,+,261341.5983,PC 36:4,PC,3,256420.3502,0.0,2440.423688,226766.2835,261341.5983,254221.2264,
8.744,858.5473,-,101958.7319,,,4,101958.7319,408.0578712,0.0,98577.63104,96901.66857,94885.61584,
8.748,948.54614,-,463748.6655,,,4,384029.5342,405.3535027,0.0,463748.6655,462361.9768,442565.7278,
8.752,478.32932,+,63450.39035,,,3,38999.18412,0.0,727.4603004,63450.39035,63425.93662,62118.84283,
8.753,790.60596,+,1.21203753E7,PC[OH] OH-35:1,PC[OH],4,1.21203753E7,0.0,642.781282,5937400.364,6306871.525,6088562.599,
8.753,830.51917,+,603763.2571,,,4,603763.2571,0.0,825.5254457,563032.4613,599566.4944,572038.2203,
8.755,872.56097,-,1407019.77,,,4,1339149.013,1496.348314,0.0,1407019.77,1405641.256,1304884.402,
8.756,1175.77295,-,2.310928328E7,,,4,1.499755549E7,8410.349075,0.0,2.205169358E7,2.310928328E7,2.132799465E7,
8.759,732.55347,+,1.194740051E8,PC 16:1_16:0,PC,10,1.194740051E8,0.0,108738.2769,1.107310088E8,1.107076559E8,1.077334656E8,
8.759,776.54321,-,714309.3729,,,5,666602.9532,504.7245599,511.9906738,714309.3729,701445.3278,648695.6478,
8.795,1548.11682,-,818510.8184,,,4,540464.0106,549.9010679,0.0,795066.4762,818510.8184,777333.327,
8.824,758.56879,+,1.73544008E8,PC 16:1_18:1,PC,8,1.73544008E8,0.0,54852.14388,1.583604788E8,1.557679618E8,1.600365672E8,
8.824,816.62128,+,1.719469113E7,,,4,1.719469113E7,0.0,2053.671182,9560188.797,9580834.697,9729985.709,
8.83,802.5592,-,1076244.913,,,4,938807.9963,936.1063334,0.0,1076244.913,1044228.725,951894.1393,
8.83,476.31241,+,114674.6088,,,3,61556.13763,0.0,2057.036363,113306.4488,114674.6088,106546.4254,
8.831,856.53589,+,971541.2005,,,6,971541.2005,771.2414073,2237.020773,786119.5889,807775.2472,851906.4648,
8.836,898.57672,-,2122223.922,,,4,1901148.821,1054.877558,0.0,2122223.922,2061719.221,1921442.707,
8.837,974.56232,-,670729.9659,,,4,657480.0401,1068.583661,0.0,670729.9659,651175.6584,635775.0447,
8.837,1518.07031,-,35712.58969,,,2,24302.47452,761.7722103,0.0,35712.58969,30143.65039,27597.56663,
8.846,880.4726,+,214190.2291,,,3,30787.56453,0.0,2663.288579,214190.2291,86978.71283,96314.78382,
8.847,916.53619,-,94757.39944,,,3,94757.39944,1032.473289,0.0,21317.61482,42345.98079,24811.71481,
8.847,671.5434,-,53527.68443,,,3,40473.50492,1045.483146,0.0,48899.84577,53527.68443,48764.4258,
8.848,585.32715,-,73606.39555,,,3,51007.15732,885.5596813,0.0,68750.46085,73606.39555,54480.37904,
8.852,980.57892,-,315991.8878,,,4,277297.6563,1100.200101,0.0,315991.8878,293726.1114,257894.7369,
8.854,1056.56604,-,203705.0899,,,4,175968.5546,1014.448396,0.0,203705.0899,197829.8832,165501.9025,
8.856,1500.0907,-,39769.43621,,,2,24863.76216,1068.875143,0.0,20045.86166,39769.43621,31539.91596,
8.857,664.49036,+,181123.8256,PE-NMe2 28:0,PE-NMe2,6,181123.8256,801.4572742,2179.745475,96687.09339,77508.68005,75138.40744,
8.862,966.56573,-,40675.18871,,,2,38681.5572,872.3425597,0.0,40675.18871,35335.06719,38912.3609,
8.868,1138.56958,-,56629.76698,,,4,54038.01038,872.8485361,0.0,56629.76698,56298.66546,54628.59687,
8.868,1474.07507,-,35929.8036,,,4,35374.91582,577.1069925,0.0,32700.21653,35929.8036,34796.808,
8.869,1062.58105,-,46233.671,,,2,37994.55932,722.2564101,0.0,46233.671,40924.9817,32824.49718,
8.871,570.50867,-,216223.1651,,,3,141730.7433,1269.035468,0.0,216223.1651,191661.5786,169263.5103,
8.874,718.53754,+,4042378.978,PE-NMe2 16:1_16:0,PE-NMe2,8,4042378.978,764.2366281,3262.555601,2791252.025,2472481.527,2577332.5,
8.875,628.54944,+,126333.6796,,,2,124904.333,0.0,1159.411919,114042.7833,118026.9464,126333.6796,
8.88,884.56183,-,272761.1327,,,4,128327.2101,811.0538884,0.0,272761.1327,265534.791,258507.2754,
8.886,798.52545,-,71672.41128,,,2,54746.08467,530.8335017,0.0,71672.41128,65870.65404,62112.64517,
8.892,776.58929,+,1339293.281,,,4,1339293.281,0.0,911.5093524,1116552.821,964771.7163,973051.4197,
8.898,669.57715,+,166265.9195,,,3,166265.9195,0.0,804.8084086,95791.74153,123118.8369,87018.06429,
8.907,740.52045,+,420619.1083,PE 16:0_20:4,PE,4,420619.1083,627.6857368,992.2278366,314399.5175,336579.6199,317330.6566,
8.919,1446.05005,-,178278.7938,,,4,173180.8783,879.2343582,0.0,172412.3071,178278.7938,144277.7809,
8.928,744.55273,+,8383339.058,PE 18:1_18:1,PE,8,8383339.058,728.6923835,3922.504102,6553465.256,6903952.47,6521658.084,
8.93,728.45337,+,203605.823,,,4,203605.823,0.0,376.9510453,174043.8011,200101.5489,191807.3497,
8.931,549.48645,+,2353421.226,,,4,1367630.823,0.0,508.9523169,2063154.901,2353421.226,2070134.795,
8.932,852.4967,-,138573.7546,,,4,122129.3723,595.7120342,0.0,138573.7546,133993.2167,118668.9717,
8.932,928.48254,-,107152.6767,,,3,99326.35541,595.4548722,0.0,107152.6767,102887.3833,93294.05063,
8.934,770.49341,-,799835.6272,,,4,706873.2218,649.3536911,0.0,799835.6272,761682.6834,674871.0817,
8.935,846.47949,-,223716.8621,,,4,206485.9561,639.6092703,0.0,223716.8621,211788.4932,189318.1235,
8.936,690.50623,+,2.358174512E7,PE 16:1_16:0,PE,7,2.358174512E7,702.0935252,2199.661417,1.270379962E7,1.29465104E7,1.301188124E7,
8.937,831.65741,+,81498.24352,,,4,81498.24352,0.0,509.6427839,68807.60561,76285.2079,73079.11148,
8.938,1377.98682,-,135964.683,,,2,130664.9852,483.7381205,0.0,133125.7998,135964.683,115959.3326,
8.943,802.60553,+,4159335.981,,,4,3890957.131,0.0,6411.984766,4159335.981,3800878.206,3825751.176,
8.953,704.52167,+,400327.1578,PE-NMe 16:1_16:0,PE-NMe,7,400327.1578,704.5172764,8340.990892,271295.0526,275934.6344,269974.416,
8.967,1458.0509,-,36851.16765,,,2,32228.46777,475.5238266,0.0,34461.04232,36851.16765,26577.97036,
8.97,764.52203,-,156009.3173,PE 18:1_20:4,PE,4,118732.2997,879.6326992,0.0,156009.3173,148984.5192,127269.532,
8.971,1404.00232,-,397647.8323,,,4,389174.0995,509.4810353,0.0,370815.3208,397647.8323,368938.8432,
8.997,575.50238,+,5314578.842,,,4,3389541.728,0.0,2479.504577,5285156.257,5314578.842,5260816.764,
8.997,782.48944,-,176240.2047,,,2,176240.2047,1458.012189,0.0,168914.8862,147531.3292,151897.7698,
8.997,1193.37146,+,32325.12131,,,2,3331.266019,0.0,291.7771177,32325.12131,19079.41293,30016.77127,
8.998,872.49469,-,762503.9775,,,6,762503.9775,874.2744933,335.7086087,749020.3774,746883.2651,733977.1072,
8.999,716.52191,+,7.455902901E7,PE 16:1_18:1,PE,7,7.455902901E7,739.7362753,2898.104101,4.020523715E7,4.162855968E7,4.211521804E7,
9.001,1388.98926,-,57008.51436,,,3,49116.14755,822.9224236,0.0,47467.59018,57008.51436,52889.08569,
9.002,1430.01855,-,1816015.664,,,4,1685723.958,505.2892553,0.0,1648133.067,1816015.664,1630160.304,
9.002,754.46838,+,753770.2398,,,4,718177.8091,0.0,375.4828696,707878.6966,753770.2398,733810.5809,
9.003,890.46606,-,72862.03489,,,4,50056.54854,657.9389824,0.0,60254.50837,72862.03489,68542.07288,
9.005,774.5744,+,4739437.577,,,4,4739437.577,0.0,598.8075032,4099786.043,4638392.002,4438112.959,
9.005,1527.98621,-,140572.2393,,,3,126738.022,560.4951024,0.0,133101.6143,140572.2393,103641.1896,
9.006,796.50903,-,2495375.007,,,4,2379730.139,785.1390833,0.0,2495375.007,2460390.708,2260087.725,
9.008,878.51147,-,490341.484,,,4,427637.2353,1026.319431,0.0,490341.484,466322.0146,416352.9032,
9.012,1030.48425,-,53507.7822,,,4,53108.16915,882.8745801,0.0,47882.3913,53507.7822,44441.40959,
9.014,954.49792,-,373754.3641,,,4,345143.8381,907.7822112,0.0,358446.4638,373754.3641,341480.9335,
9.014,1112.48438,-,38723.93697,,,3,33314.13478,1147.696407,0.0,38723.93697,34715.40865,31912.07806,
9.015,730.53668,+,1571639.233,PE-NMe 16:1_18:1,PE-NMe,7,1571639.233,657.0994825,1804.507711,949243.6901,1056767.08,1026671.347,
9.016,960.51471,-,127407.0075,,,4,127144.728,1114.807068,0.0,111975.3492,127407.0075,111990.1131,
9.018,788.58948,+,264800.602,,,3,264800.602,0.0,4159.564821,210233.2434,215192.9341,188930.7229,
9.019,810.52582,-,45398.11744,,,4,37566.4902,816.1072631,0.0,36515.63821,45398.11744,34031.45254,
9.024,1036.50256,-,156076.4839,,,4,139872.8691,1060.805506,0.0,143877.9196,156076.4839,132898.3814,
9.033,1118.50415,-,66929.80653,,,4,66929.80653,1170.731461,0.0,61838.05007,62492.06605,51664.89817,
9.041,804.62103,+,624332.6445,,,4,624332.6445,0.0,312.9759326,562038.0409,550032.4173,572091.3229,
9.042,1579.07568,-,65138.12676,,,3,50122.35217,311.1618419,0.0,44606.22537,57083.04335,65138.12676,
9.048,592.54028,+,170531.2957,,,4,170531.2957,0.0,737.697157,31583.48365,27507.56864,30439.97445,
9.062,840.57373,+,229263.4985,,,3,229263.4985,1541.000694,1056.062608,133771.6736,129098.6267,137984.0159,
9.065,863.56378,-,7790257.001,PI 18:1_18:0,PI,9,7790257.001,1068.853185,863.1150878,7080174.98,7159018.046,6416539.964,
9.066,673.47992,-,1652666.744,PA 16:0_18:1,PA,6,1652666.744,3115.398404,327.6793442,988119.047,1417775.323,1105912.444,
9.067,1042.51733,-,45339.63651,,,2,35508.34075,350.9349484,0.0,45339.63651,39858.05818,39354.97877,
9.07,440.4819,+,324820.777,,,4,324820.777,0.0,1012.354524,282160.9897,292930.9333,282371.3558,
9.072,605.54993,+,4249568.484,,,4,4026188.056,0.0,33705.34177,3970205.581,4249568.484,4120789.99,
9.072,910.63666,+,209599.3055,,,3,3481.509491,0.0,236.7310773,127718.3442,185827.2225,209599.3055,
9.072,1021.55206,-,123801.9974,,,4,112010.7975,337.7337896,0.0,123801.9974,119153.6273,109865.7669,
9.073,945.56598,-,456466.3605,,,4,404858.8701,344.6965788,0.0,456466.3605,443390.7087,406513.8161,
9.073,1103.55444,-,62225.78166,,,4,53684.10837,329.7062992,0.0,62225.78166,56691.56494,46834.26759,
9.073,1205.78284,-,26041.45858,,,3,13703.22234,308.082672,0.0,26041.45858,19624.45893,15552.666,
9.076,1027.56885,-,119307.3425,,,4,108659.4599,382.9033516,0.0,119307.3425,116261.3546,102647.8623,
9.079,1109.57104,-,48344.58029,,,4,37231.51249,386.5011556,0.0,48344.58029,44140.48317,34637.24487,
9.091,772.58447,+,569093.5057,PE-NMe2 18:1_18:1,PE-NMe2,7,569093.5057,527.7669466,9215.358883,496079.9601,473471.8518,518986.5828,
9.101,541.29474,-,32963.1214,,,4,23825.66663,495.8897428,0.0,32963.1214,30025.2154,27907.37127,
9.106,746.56995,+,1987926.823,PC 33:1,PC,12,1926421.961,433.3156664,8457.047512,1708043.311,1714532.763,1987926.823,
9.11,720.55402,+,141770.2218,PC 15:0_16:0,PC,7,100330.7554,0.0,19093.11938,111316.5138,131102.2871,141770.2218,
9.116,512.29181,-,48916.16077,,,3,34702.42481,491.063353,0.0,48916.16077,35846.02485,31118.11452,
9.121,571.37811,+,130739.7489,,,4,130739.7489,0.0,207.1119314,108574.7434,106213.2614,96805.67189,
9.156,685.57251,+,284642.4976,,,4,284642.4976,0.0,239.8886879,245497.4287,205992.3042,221682.0025,
9.158,672.57642,+,34219.62462,,,3,1443.188728,0.0,242.0979967,20457.02241,27332.11335,34219.62462,
9.161,649.50159,+,303808.4593,,,4,303808.4593,0.0,230.9280811,197876.7064,238574.9365,203730.3202,
9.168,625.42499,+,71527.79151,,,7,71527.79151,448.9073254,210.8701045,49388.42904,49049.95788,52818.40996,
9.176,756.55463,+,68183.53051,,,4,22223.96182,0.0,1149.111137,68183.53051,20134.42258,19960.31007,
9.193,804.57513,-,259710.5781,PC 15:0_18:1,PC,4,251222.3825,629.1820689,0.0,259710.5781,259557.5351,245035.9651,
9.194,886.57904,-,35480.57187,,,4,29016.3839,610.6288149,0.0,35480.57187,31757.48581,29061.07478,
9.203,711.58881,+,142581.0592,,,4,93987.16669,0.0,3131.468139,142581.0592,116190.6198,129518.7876,
9.204,675.51819,+,169289.3857,,,4,169289.3857,0.0,2118.933633,99925.07763,140341.5138,119732.5973,
9.209,590.492,-,18857.25195,,,3,6929.465638,448.1911589,0.0,16745.08681,18857.25195,13909.43964,
9.221,627.44165,-,40492.33728,,,4,23532.26907,457.5735855,0.0,40485.93774,40492.33728,31609.55369,
9.226,449.30487,+,17616.94883,,,4,17616.94883,0.0,197.2630343,14222.55395,14864.94871,12455.42083,
9.232,507.44107,+,26008.52938,,,3,26008.52938,0.0,198.6186873,23071.9968,21128.79351,19935.14196,
9.25,774.5929,+,32459.58437,,,4,32459.58437,0.0,1374.453941,30638.75755,27931.09657,27239.09709,
9.252,768.59106,+,21145.20134,,,4,21145.20134,0.0,236.5692638,19523.9664,18578.78229,19646.69225,
9.255,719.49213,+,51271.23218,,,4,46511.4758,0.0,3219.797499,40844.45348,42758.99183,51271.23218,
9.258,830.58972,-,77907.83121,PC 17:1_18:1,PC,4,77647.44993,1159.004889,0.0,76869.28487,77907.83121,74755.32715,
9.272,553.89478,+,215903.3328,,,2,6714.106193,0.0,15752.33857,215903.3328,42681.22213,94755.84766,
9.298,790.5603,+,2213556.461,PS 18:1_18:0,PS,5,2213556.461,3274.325846,4692.089486,775382.7382,857456.815,957401.0191,
9.298,810.52692,-,108023.3901,,,2,100175.2762,4009.404024,0.0,91772.20105,108023.3901,104276.8097,
9.314,1209.73596,-,82149.99703,,,4,41383.50762,987.7200133,0.0,82149.99703,72751.7611,59492.51325,
9.326,834.60071,+,74052.92209,,,4,44242.59847,0.0,751.9558903,74052.92209,48137.63153,58600.93189,
9.331,393.37332,-,20401.24668,,,4,18460.10546,3817.661891,0.0,20401.24668,20067.08161,17749.87879,
9.333,628.6142,+,140548.1566,,,4,140548.1566,0.0,2756.259553,125636.162,127124.4877,128201.7844,
9.335,848.63873,+,50068.97844,,,4,50068.97844,0.0,834.3253544,49287.12263,46127.48339,46676.64795,
9.357,754.53845,+,31731.45109,,,4,31731.45109,0.0,1007.624465,24998.90066,25828.40974,27681.54924,
9.36,859.30585,+,245669.1424,,,5,245669.1424,0.0,39824.17081,152557.6526,174622.7535,173755.6207,
9.361,818.27948,+,222918.8631,,,5,222918.8631,0.0,30176.48966,161143.1875,152473.9461,153021.4764,
9.363,766.5376,-,27852.42322,PE 18:1_20:3,PE,4,27852.42322,1318.078908,0.0,18035.28322,22106.97941,20850.81872,
9.364,566.58728,+,477257.7173,,,4,477257.7173,0.0,2345.047791,405455.8361,428181.9539,447961.249,
9.367,636.49872,+,43042.32647,,,3,1351.181305,0.0,291.7168334,26690.87353,37581.79307,43042.32647,
9.368,591.44092,+,2010687.106,,,4,2010687.106,0.0,1249.218137,1338395.632,1370334.244,1317792.411,
9.368,509.36246,+,20183.2458,,,4,20183.2458,0.0,294.489019,14550.83759,13933.05123,13024.46067,
9.371,367.35745,-,584984.3041,,,5,528163.5617,121331.6825,0.0,175392.0766,198678.3177,584984.3041,
9.384,704.52191,+,307004.7308,PE 15:0_18:1,PE,7,307004.7308,3567.664288,9940.884484,191823.0321,184344.877,191946.5162,
9.386,563.5036,+,27249.44113,,,4,17030.6287,0.0,444.4808975,27249.44113,25928.24857,26099.03481,
9.392,614.59814,+,31180.39794,,,4,31180.39794,0.0,880.434767,27137.84214,27559.8253,27877.35902,
9.403,718.57556,+,45263.96534,,,2,32118.2655,0.0,2424.31629,30236.25255,42680.98642,45263.96534,
9.403,1107.68762,-,22865.30644,,,4,22551.97764,1338.744847,0.0,22544.47732,22865.30644,22116.30342,
9.442,538.55573,+,35827.81182,,,4,35827.81182,0.0,1532.520722,31733.26227,30829.80104,32232.24612,
9.452,730.53778,+,154320.8193,PE 17:1_18:1,PE,5,154320.8193,1200.02682,1648.103734,98752.27357,86260.23555,101734.7804,
9.476,1379.88928,-,46934.08713,,,4,19764.94295,780.4498912,0.0,46934.08713,36150.68199,34797.71911,
9.488,669.57715,+,79710.21533,,,4,79710.21533,0.0,1023.746541,63784.94614,52015.55351,60145.85133,
9.491,633.50659,+,154834.1934,,,4,154834.1934,0.0,1874.716779,97649.1814,114444.6685,109151.3114,
9.506,792.55402,+,605899.3162,PE 40:6,PE,7,605899.3162,863.0784435,9500.256765,390183.8153,370698.4783,386044.9494,
9.511,540.57117,+,27301.8596,,,4,26114.25418,0.0,1495.612064,27301.8596,24867.77852,26450.58975,
9.513,872.54126,-,21686.25393,,,3,17762.57326,833.2845755,0.0,21686.25393,20043.68672,19493.9403,
9.515,611.41931,+,45546.05736,,,4,45546.05736,0.0,1037.612812,36961.03449,40452.18531,34303.43877,
9.521,693.42383,+,20744.43245,,,2,20744.43245,0.0,926.0609928,13739.2632,14512.39818,12531.59295,
9.523,535.43335,+,389892.7464,,,4,389892.7464,0.0,1124.57542,265175.8186,314862.273,287745.3075,
9.54,731.60632,+,125095.9155,SM d36:1,SM,4,125095.9155,0.0,9713.068869,104431.4862,102769.19,110242.6657,
9.549,561.44714,+,264159.2726,,,4,264159.2726,0.0,4707.047536,191566.7843,215069.6985,202519.9689,
9.552,739.59863,+,16400.0107,,,2,16083.88541,0.0,4450.424586,14821.98168,12185.01862,16400.0107,
9.559,454.49756,+,62855.64789,,,4,62855.64789,0.0,1717.985704,46946.70596,47205.93057,48635.01295,
9.559,637.43396,+,24708.51499,,,4,24708.51499,0.0,974.2599218,16294.97072,17465.89809,16053.1265,
9.562,665.49554,+,49877.39808,,,2,49877.39808,0.0,14597.3078,28421.981,22219.23918,22086.07701,
9.568,587.46411,+,2369054.316,,,4,2369054.316,0.0,26400.09451,1875111.564,1991329.287,1924262.179,
9.571,874.5777,-,42329.93295,,,3,38601.43932,7430.127506,0.0,39055.5406,42329.93295,39430.60653,
9.575,734.56927,+,1865974.892,PC 16:0_16:0,PC,10,1865974.892,0.0,275704.047,1718028.67,1718087.19,1753653.088,
9.585,669.46844,+,113995.5623,,,4,113995.5623,0.0,3778.020338,50534.67806,43786.01916,53893.02982,
9.587,629.43091,+,129185.8253,,,3,129185.8253,0.0,1478.863341,71528.47942,62857.29421,60366.35149,
9.595,745.45319,+,57150.01191,,,4,57150.01191,0.0,1413.463684,49543.10247,56157.64601,44161.90237,
9.61,671.51105,+,36183.78606,,,2,36183.78606,0.0,827.4425149,24004.1075,31117.18199,24084.03485,
9.621,810.59851,+,496677.9904,PC 18:0_20:4,PC,8,496677.9904,0.0,5261.325375,433728.7787,408982.7786,329570.0092,
9.625,582.50867,+,1048265.683,DG 16:1_16:1,DG,4,1048265.683,0.0,1078.824786,204241.8434,220928.3882,180934.0465,
9.635,968.57977,-,91381.25609,,,2,74320.27048,1369.222981,0.0,91381.25609,89605.24964,74734.02871,
9.635,1044.56372,-,57861.1275,,,3,42990.87463,1345.699523,0.0,57861.1275,54080.9566,47087.55733,
9.636,1140.58289,-,162962.2683,,,4,150559.8908,1377.724965,0.0,162962.2683,156063.4429,151937.2792,
9.636,1064.59766,-,139094.6642,,,4,123251.0993,1378.869503,0.0,139094.6642,81231.72202,111427.9346,
9.636,478.3284,+,69890.07511,,,3,29382.36147,0.0,1284.595128,69890.07511,63554.60037,60784.35318,
9.636,1000.54388,-,60181.53161,,,3,60181.53161,1081.49,0.0,29324.1966,32918.54966,32176.83814,
9.636,1126.56506,-,48027.77995,,,3,40955.16662,1490.359749,0.0,48027.77995,45512.40913,42730.68291,
9.637,882.48755,+,318067.6149,,,2,10022.46096,0.0,1434.09344,318067.6149,93915.83573,138146.8292,
9.637,918.5509,-,125845.6416,,,2,125845.6416,1053.764708,0.0,14970.05377,20318.77135,39441.97411,
9.638,982.59503,-,494386.8038,,,4,445978.2964,1594.008838,0.0,494386.8038,466881.1421,420785.0293,
9.639,818.63611,+,9496532.085,,,3,9496532.085,0.0,922.0588229,5378339.571,5720620.404,5318293.04,
9.64,1058.58105,-,343212.8663,,,4,308385.9837,1193.398997,0.0,343212.8663,321739.8334,267475.5326,
9.64,1222.5896,-,48085.47327,,,3,43890.10341,1327.524576,0.0,48085.47327,36992.21745,31830.30566,
9.642,994.54803,-,69547.41474,,,4,54896.0579,963.7278995,0.0,62918.05528,63577.68198,69547.41474,
9.644,760.58423,+,1.005330956E8,PC 16:0_18:1,PC,10,1.005330956E8,0.0,220653.2136,9.380285881E7,9.472207976E7,9.094898987E7,
9.644,976.57819,-,734751.6161,,,4,692134.3741,1055.174141,0.0,734751.6161,711528.1526,694992.2066,
9.645,1134.56458,-,39306.28596,,,4,34566.13069,1186.73096,0.0,32565.91494,39306.28596,38499.9542,
9.645,1216.56665,-,32072.85076,,,4,24602.50763,1229.565465,0.0,32072.85076,24067.15208,22768.98948,
9.646,858.55121,+,937432.5318,,,7,937432.5318,1049.871166,2856.272478,791537.6638,824569.0807,766024.8623,
9.647,900.59235,-,2312912.041,,,4,2156347.505,6758.201436,0.0,2312912.041,2186084.824,2095352.328,
9.647,804.57501,-,843877.8708,,,4,742698.909,1396.343697,0.0,838898.2785,843877.8708,759256.2892,
9.661,506.35876,+,38355.97133,,,2,16550.44388,0.0,850.2559644,32811.7713,38355.97133,36000.49719,
9.662,844.65198,+,1466110.423,,,4,1466110.423,0.0,828.2371979,868651.4149,968300.0159,865444.3628,
9.665,699.57623,-,497944.8416,,,4,413921.177,907.3203628,0.0,497944.8416,472497.1424,434925.1662,
9.667,685.56073,-,65283.48495,,,4,34333.51369,901.9361123,0.0,64721.29923,65283.48495,50934.29714,
9.672,903.56104,-,34463.06074,,,4,34463.06074,715.3124623,0.0,20798.0453,23933.22008,19611.18912,
9.673,786.59894,+,1.771635437E7,PC 18:1_18:1,PC,8,1.771635437E7,0.0,25026.70242,1.652545076E7,1.662288058E7,1.601338243E7,
9.682,830.58966,-,135606.4788,,,4,127930.6068,778.4609542,0.0,135606.4788,125719.8433,110494.5295,
9.686,926.6084,-,438402.6803,,,4,393315.4157,1476.456598,0.0,436330.3438,438402.6803,411532.246,
9.687,1002.5943,-,133655.7302,,,4,119349.92,774.7922457,0.0,133655.7302,126966.5318,114743.3797,
9.699,912.59259,-,35170.9357,,,3,26988.18572,530.7857844,0.0,31693.69032,35170.9357,30384.26137,
9.701,1008.61047,-,88369.32792,,,4,68319.10916,565.3100993,0.0,88369.32792,77364.81253,74338.55418,
9.701,1084.59717,-,60703.4424,,,4,45811.53981,539.4991502,0.0,60703.4424,55292.92822,47396.95338,
9.703,684.61279,+,150009.8209,,,3,9801.386602,0.0,773.4589629,85062.0515,117508.2528,150009.8209,
